genre,interpret,album,release_year,songtitle,decade,lyrics
Pop,Bosse,Kamikazeherz,2005,Keine Panik,2000,"Keine Panik LyricsIch stolper über Müllkippen
Kletter durch Betonwälder
Drogentote Selbstmörder
Alles Psychiatriepatienten neben mir
Ich balancier auf Steinmauern

Zuvor umgeben von Reichtümern
Jungmodelle stecken sich die Finger in Hals
Ich glaub die größten Silikonlippen
Und alle eure Liftings sind Gedenkstätten, dieser Zeit
Eure Angst bringt Überforderung
Seid ruhig frustriert und resigniert
Wer glaubt heut noch an Wunder
Schon eher
Fit for Fun Im Saunaland
Lebenslust mit
Schönheitszwang
Was ist wirklich wichtig?

Und in der Welt die ich besuche
Stimmt alles auf den ersten Blick
Auf den zweiten bricht alles ein
Doch das styling sitzt perfekt
Und sie sagt:
Diese Welt meine Welt deine Welt Jetzt und hier
Diese Welt meine Welt eure Welt Isses nich schön hier
Keine Panik
Das wird schon
Man muß nur einmal kurz durchdrehn
Dann isses nich schön hier bei unsYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Inspiration,2000,"Inspiration LyricsIch balle meine Fäuste
Ich tanze Pogo im Chaos
Und ich schreie wenn ich auf den Boden pralle
Doch das Gefühl ist das selbe
Als machte ich die Augen zu
Unter der Sonne in San Tropez
Ziehen die Wolken genauso vorbei
Wie die Stiefel der Punks in diesem Augenblick
Und sie zieht mich ganz sicher
Inspiration
Sie zieht mich nach oben ins Irgendwo
Und sie zieht mich ganz sicher
Inspiration
Sie zieht mich darüber ins Irgendwo
Hey hey
Die komplexesten Bilder
Komme an den unglaublichsten Orten
Mit den unglaublichsten Menschen
Schnell auf die unglaublichsten Worte
Und ich mische dann automatisch
Alles was ich liebe
Um mit tausend Bildern zu leben
Als ein neuer klick
In dem Augenblick
Und sie zieht mich ganz sicher
Inspiration
Und sie zieht mich nach oben ins irgendwo
Und sie zieht mich ganz sicher
Inspiration
Sie zieht mich dann rüber ins irgendwo
Sie ist alles alles alles was ich brauche
Ist alles was ich hab
Ist alles alles alles was ich wollte
Ist alles was ich bin
Sie ist alles alles alles was ich brauche
Ist alles was ich bin
Ist alles alles alles was ich wollte
Ist alles was ich brauche
Yeah
Zieht mich ganz sicher
Inspiration
Sie zieht mich nach oben ins Irgendwo
Und sie zieht mich ganz sicher
Inspiration
Sie zieht mich dann rüber
Inspiration
Hey heyYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Kraft,2000,"Kraft LyricsIch streckte meine Hand entgegen
Doch mein Leben ertrank
Ich liebte es so sehr
Dann habe ich bemerkt
Dass die Mauern um mich rum
Immer enger werden
Sich zu schnell vermehren
Und leise rieselt das, was ich nicht mag, auf meinen Tag hinab
Die Zeit war zu knapp, zu knapp, zu knapp
Um mein Leben zu lieben
Ich war zu müde und kaputt
Doch es muss sich was bewegen
Ich streck dir meine Kraft entgegen
Stillstand ist Vergangenheit
Wir haben nur ein Leben
In Zukunft wird es bunter sein
Ich streck dir meine Kraft entgegen
Entgegen
Ich streck dir meine Kraft entgegen

Für immer bleibe ich hier und kämpfe
Und diese Hoffnung wird nie krank
Gebe alles, was ich hab
Um das zu bauen, was ich mag
Das mich begeistern kann
Das was verändern wird
Das sich sehr freundlich auf euch zubewegen wird
Die zeit war zu knapp
Zu knapp, zu knapp
Um mein Leben zu knapp
Ich war zu müde und kaputt
Doch es muss sich was bewegen

Ich streck dir meine Kraft entgegen
Stillstand ist Vergangenheit
Wir haben nur ein Leben
In Zukunft wird es bunter sein
Ich streck dir meine Kraft entgegen
Entgegen
Ich streck dir meine Kraft entgegen
You might also likeWarum denn nicht jetzt hier?
Gleich ist verlässlich
Entgegen mit dir
Entgegen mit dir
Warum denn nicht jetzt
Gleich ist verlässlich
Entgegen mit dir
Entgegen mit dir

Ich streck dir meine Kraft
Meine Kraft
Ich streck dir meine Kraft entgegen
Stillstand ist Vergangenheit
Wir haben nur ein Leben
In Zukunft wird es bunter sein
Stillstand ist Vergangenheit
Ich freu mich auf mein Leben
Und lebe in der Sonnensite
Entgegen mit dir
Entgegen mit dir
Ich streck dir meine Kraft
Ich streck dir meine Kraft entgegen
Entgegen, entgegen, entgegen, entgegen
Meine Kraft entgegen
Ich streck dir meine KraftEmbed"
Pop,Bosse,Kamikazeherz,2005,Niemand vermisst uns,2000,"Niemand vermisst uns LyricsWenn du läufst und springst und läufst
Durch die warmen Gassen deiner Stadt
Und mir dabei zuschreist
Wie groß das Leben dann wird
Wenn du liegst und springst und liegst
Vom Balkon die Sterne sorgsam zählst
Und mir dabei zuschreist
Wie klein die Erde dann wird

Und niemand vermisst uns
Und auch die Nacht vergisst uns schon
Was du hörst sind nur Echos
Und die bleiben für immer
Und niemand vermisst uns
Und auch die Stadt vergisst uns schon
Wir trempen vor bis zum Rücksitz
Und schlafen zum Meer
Wenn ich soff und fiel und trank
Nur für den einen Augenblick
Hab's soweit überreizt
Dass die Engel zu mir runter glotzten
Wie du klar bist, gesund und klar bist
In den kranken Tagen dieser Zeit
Und ich weiß, dass du meine Gesundheit bist
Und mich am Leben hältst

Und niemand vermisst uns
Und auch die Nacht vergisst uns schon
Was du hörst sind nur Echos
Und die bleiben für immer
Und niemand vermisst uns
Und auch die Stadt vergisst uns schon
Wir trempen vor bis zum Rücksitz
Und schlafen zum Meer

Du verschwendest deine Zeit
Per Vis-a-vis
Ich halte mich bereit
Schau, wir sind frei

Wenn du läufst und springst und läufst
Durch die warmen Gassen deiner StadtYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Stadtastronauten,2000,"Stadtastronauten LyricsAlles war nur ausgedacht
Durch Phantasie und Alkohol
Wir haben uns kaputtgelacht
Und alles war egal unser Bett war überall
Ideen gingen niemals aus
Wir haben alles ausprobiert
Und ich, ich war dein Liebhaber
Wir liebten die Gefahr
Lagen auf`m grauen Plattenbau
Und fühlten uns wie am Strand
Alle Zehen tief im Sand
Ein kleines Frühstück in Paris
Ein Dessert in Amsterdam
Alles haben wir gesehn ohne direkt da zu sein
Wir liebten uns in Grand Hotels
Und am Strand der Cote d`Azur
Ideen gingen niemals aus
Und heiß warn wir ja sowieso

Stadtastronauten waren wir
Oben auf Wolkenkratzern lagen wir
Von dort aus konnten wir bis Kuba sehn
Aber lang lang lang ist`s her
Lang lang lang ist`s her

Stadtastronauten waren wir
Draußen im Universum lagen wir
Ich hab versucht nochmal hochzufliegen
Aber lang lang lang ist`s her
Ohne dich flieg ich nie mehr

Weit oben weht dieser Wind
Über allen Dächern der Stadt
Weit oben weht dieser Wind
Wie sehr ich alles vermiss
Stadtastronaut StadtastronautYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Diese Tage sind verloren,2000,"Diese Tage sind verloren LyricsDie Sehnsucht die die Welt so still sein lässt
Hat mich im Griff
In den nassen Straßen suche ich nach Glück
Und find es nich
Hinter jeder Ecke glaub ich einen Anfang
Doch es endet nich
Das Leben ist verdammt noch mal zu schlau
Dass ichs verstehen könnte

Diese Tage sind verlorn
Augenblicklich
Egal was ich tu es ist
Versehentlich und extra trist verlorn
Das Chaos dass die Stadt so taub sein lasst
Hält mich fest
An den letzten bunten Fotos an meiner Wand
Halt ich fest
Egal wo ich bin und was ich tu, ich seh
Dein Gesicht
Also deck ich mich zu mit deinen Augen
Und den Augenblicken die wir hattenYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Skizziert,2000,"Skizziert LyricsMan ist so grau, wie sein Herz es ist
In dieser Schlacht werden keine Gefangenen gemacht
Und täuscht euch nicht
Kein Krieger wird geliebt auf diesem Schlachtfeld

Ich bin so schwer wie mein Kopf
Es ist implantiert durch alle Schichten durch
In meine Venen tief

Ich hab`s skizziert
Tausend Tagen schon
Hab`s ignoriert
Denn leben will ich, leben
Nich reflektiert
Im größten Menschenstrom
Hab`s konsumiert
Denn leben will ich, leben
So lange Zeit
Ramm ich es mir rein
Und lange schon ist kein Platz mehr frei
Und täuscht euch nich
Kein Krieger hat gesiegt auf diesem Trümmerfeld

Ich bin so leicht, wie mein Blut es ist
Es transportiert das Glück in meinen Adern
Unerreicht

Ich will leben
Gebt mir mein LebenYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Kamikazeherz,2000,"Kamikazeherz LyricsNoch ein kleiner Strich und die alte Zeit ist übermalt
Noch ein kleines Stück
Noch ein einziger Stich und alle Wunden sind zugenäht
Nur Sekunden noch
Ein letzter Atemzug und mein Lebenslauf ist ausgelöscht
Mein neues ich

Mein Abschied von Idealen, niemals war ich dem Tod so nah
Irritationen im Normalen
Hier is keine Zeit für Tränen - Kapuze auf der Sturm is da
Ich zähle laut bis 3
Mein Kamikazeherz, es wird mich finden
Das Chaos in mir wird nie verschwinden
Es wird mich finden
Egal wer und wo ich bin
Egal wer ich bin

Langsam wird es wiederlich
Mein ganzes Leben renne ich
Vor dir weg
Ich will dich nich
Du wirst sicher explodieren
Und dich am Ende selbst zerstöhrn
KamikazeherzYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Kilometerweit,2000,"Kilometerweit LyricsIm Zug schau ich mir alte Kinderfotos an
Und merke
So gehts nich weiter 2mal
Ich stecke orientierungslos im Stillstand still
Ich würde gerne wissen wer ich bin und was ich will

Ey damals hätt ich nie gedacht
Dass das Schlimmste noch viel schlimmer kommt
Damals hätt ich nie gedacht dass das Schönste noch viel schöner is
Und das sich alles extra schnell ins umgedrehte dreht
Undich bei diesem Abschied so verzweifelt auseinanderbrech
Dieses Wintersonnenlicht ist doch mein Wintersonnenlicht
Warum bin ich so oft hilflos wie ein totes Blatt im Wind
Muß man hier denn immer auf alles gefasst sein
Ich würde gerne wissen was sich noch vor mir versteckt

Kilometerweit
Schau ich noch auf die Gleise
Sie ziehn vorbei wie die Jahre
Kilometerweit
Nehm ich Abschied von allem
Nehm ich Abschied von dir und mir
Kilometerweit 3 mal

Damals hätt ich nie gedacht
Dass Rockmusik mein Leben is
Damals hätt ich nie gedacht das Kohle nich so wichtig is
Und das es echt das Schönste is mit meinen Jungs zu rocken
Und das es mir gelingt beim tanzen alles zu vergessen

Dieses Wintersonnenlicht is doch mein Wintersonnenlicht
Dieses Wintersonnenlicht is doch mein Wintersonnenlicht
Ich fahre Zug und denk an dich und über mich
Ich würde gerne wissen wie es weitergehtYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Highspeed,2000,"Highspeed LyricsFall nich um, wenn du dich drehst
Denk daran auch wenn du gehst
Denn zurzeit werden die, die im Leben träumen
Beklaut, gemieden auch umgefahrn
Fall nich um, wenn du dich drehst

Kipp nich um, auch wenn es dich zieht
Und du nich rückwärts gehen kannst
Auch wenn sie dich locken mit Werbung und Trends
Lass dich immer geh´n, zerdreh dich nie
Kipp nich um, auch wenn´s dich zieht
Denn die hiesige Welt dreht sich highspeed
Alle springen im Karree Alle wolln immer mehr
Doch du gehst durch diese Welt extra slomo
Und machst dich nich - Und machst nich alles kaputt
Denn die hiesige Welt dreht sich highspeed
Alle springen hinterher alle wollen immer mehr
Denn die hiesige Welt dreht sich highspeed
Du machst das nicht, du machst nicht alles kaputt

Ich denk an dich so oft es geht
Und freu mich, wenn hier Regen fällt
Dann seh ich, dich schreien vorm Stadtreklamenlicht
Und unser Spiegelbild in Pfützen
Ich denk an dich, so oft ich kann

Ich mach mir Sorgen um dich
Denn alle Träumer sind geschluckt
Von Wirklichkeit und Schnelligkeit
Du bist die letzte deiner Art
Fall nich um, wenn du dich drehst

Du bist riskant, für diesen neuen VerstandYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Novemberregen,2000,"Novemberregen LyricsIch seh in die Glotze und ich halt euch nich aus
Und ich weiß, es wird nicht mehr
Ich schau in die Augen meiner einzigen Liebe
Und ich weiß, es wird nicht mehr
Unten treffe ich dann Karl und der ist immer nur drauf
Und er sagt, weiß, es wird nicht mehr
Und alle stolpern nur so rum
Und niemand weiß, wie ihm geschieht

Die freundlichsten Menschen schreien sich heute nur an
Und ich weiß, es wird nicht mehr
Auf ner Demo in Mitte schrei ich für Liebe und Leben
Denn ich will das Frieden wird
Doch wir schreien in den Regen, ohne Schirm und Chance
Und niemand weiß, wie es weitergeht
Vielleicht ist es ja das Wetter
Wahrscheinlich ist es der Novemberregen
Der uns heute so allein lässt
Der heute jeden so allein sein lässt
Vielleicht ist es ja das Leben
Doch eher der Novemberregen
Der uns heute so allein lässt
Der uns heute so allein sein lässt

Dieser Tag zieht uns runter, wie es ihm gefällt
Ich bin allein und weiß, es passiert nichts mehr
Vielleicht ist es besser, wenn wir schlafen gehen
Wir sind allen und stehn im NovemberregenYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Winterzeit,2000,"Winterzeit LyricsMein letztes Souvenir
Bricht ein wenig Angst in mir
Doch es macht mich auch nicht fröhlicher
Was bleibt ist der Geruch von dir
Ich scheiss auf das, was ich nich vermiss
Es gibt nichts, was mich noch kickt

Denn irgendwie
Ist es kalt wie nie
Als würde Schnee in meinen Körper falln
Kommt die Winterzeit zu mir
Ich hab mich schon lang nich mehr angeschaut
Lieg in meinen Loch auf fauler Haut
Beweg mich nur
Noch wenn`s nötig ist
Draussen beginnt die Badezeit

Doch irgendwie
Ist es kalt wie nie
Als würge Schnee in meinen Körper falln
Kommt die Winterzeit zu mir

Der Sonnenschein in mir
Ist zu viele Tage
Bewölkt und klein
Ich hasse diese Phase
Lass mich bitte frei
Es gibt soviel zu sehn
Und zu erzähln
Lass mich freiYou might also likeEmbed"
Pop,Bosse,Kamikazeherz,2005,Das kleinste Glück,2000,"Das kleinste Glück LyricsNur der leere Korridor
Schaut dir leise zu
Du kauerst dort so ungeborn
Rauchst, schwitzst schreist dich an
Bist klammheimlich durch dichte Tropfen
Unbeteiligt nur gerannt
Ich stand daneben sah dir zu
Bist betäubt, geflohn - betäubt, verlorn

Irgendwo hier liegt das kleinste Glück von mir
Ich seh ihm zu
Nur der leere Sommerstrand
Schaut dir leise zu
Du liegst im Sand so angenehm
Rauchst und schwitzt und singst dich an

Manchmal auch auf Autobahnen
Wo Blechlavinen kreischend rolln
Stand ich daneben sah dir zu
Halt die Augen auf ansonsten Tod
Dein VoyerYou might also likeEmbed"
Pop,Bosse,Guten Morgen Spinner,2006,Wenn wir schlafen,2000,"Wenn wir schlafen Lyrics[Strophe I:]
Straßenlicht
Du & ich
Endlich wieder nach hause
Endlich wieder zu haus
Haare voll Rauch
Die Augen noch weit auf
Die letzten der Nacht
Und die Ersten am Tag
Unterm Balkon
Erwacht unsere Stadt
Langsam in ihr Chaos
[Chorus:]
Wenn wir schlafen[x4]

[Strophe II:]
Und Erika macht ihren Kiosk auf
Und ein Räumfahrzeug fegt die Straße sauber
Es riecht nach Pisse und Kaffee
In den überfluteten U-Bahnhöfen

[Chorus]You might also likeEmbed"
Pop,Bosse,Guten Morgen Spinner,2006,Bei Costas,2000,"Bei Costas Lyrics[Strophe:]
Er schmeisst die Arbeit in die Automaten
Vergisst wie er heisst
In der Kaschemme wo er schlecht ist
Kennt jeder seinen neuen Namen
Hat sich verbrüdert mit stinkenden Wirten
Wirt befummelt von seinen Bräuten
Die sagen dann wie hübscht du doch bist kleiner
Und er kotzt in ihren Schoß
An den Tischen wo er schlecht ist
Und er kippt die Sehnsucht in die Kehle
Und bringt Chaos in die Ordnung
An den Tischen wo er schlecht ist
Reden Bordsteinschwalben über Geld
Und sie mögen ihn hier
Weil er schauen kann wie ein Engel
Fangen sie ihn bitte nicht aufYou might also likeEmbed"
Pop,Bosse,Guten Morgen Spinner,2006,Ade Euphorie,2000,"Ade Euphorie Lyrics[Strophe:]
Ausruhen ohne Zukunft sein schwerelos völlig angstfrei
Kopflos kopfklein
Füße tief in den Sand rein
Endlich stumpf sein ohne Antwort auf deine Fragen
Und ade Euphorie kometenhell liegt
Da der Sommer vorm Balkon und pennt
Wie auf Valium 10 bewegst dich schwer & langsam
So völlig dumpf & leise nichts geht mehr
Ausruhen ohne Vergangenheit leicht& völlig sinnlos
Kopf frei, Kopf klein, Körper tief in die Wellen rein
Endlich frei sein ohne Antwort auf deine Briefe
Und Ade EuphorieYou might also likeEmbed"
Pop,Bosse,Guten Morgen Spinner,2006,Februarsterne,2000,"Februarsterne Lyrics[Strophe I:]
Du fährst durch die Nacht
Du rauchst aus dem Fenster
In die Straßen deiner Jugend

[Chorus:]
Februarsterne

[Strophe II:]
Rings um dich dann Felder
Und alte bekannte Orte
Nirgendwo mehr Lichter
[Chorus]

[Strophe III:]
Und damals wusstest du nicht wo du hin sollst
Und damals wußten wir nicht wie's dir ergehn wird
Nicht zu glauben wie die leuchten
Nicht zu glauben wie's geworden ist

[Chorus]

[Strophe IV:]
Draußen an der Hauswand
Schaust du in die Zimmer
In denen du reden gelernt hast

[Chorus]

[Strophe V:]
Drinnen sitzen Menschen
Die mal deine Eltern waren
Und dich niemals erkennen würden

[Chorus]You might also likeEmbed"
Pop,Bosse,Guten Morgen Spinner,2006,Seemannsblau,2000,"Seemannsblau Lyrics[Strophe I:]
Ich bin aufgequollen
Im langsamsten Sommer vielleicht
In den Nächten und der Hitze, ohne dich
Bei mir zu wissen, mein Kind
Und ich glaubte dann

[Chorus:]
Alles strahlt für den Moment
Ich glaub dann, alles hält für seinen Moment
Ich bin so Seemannsblau [x2]
Doch ertrinken werd' ich kaum
[Strophe II:]
Ich bin unterwegs
In den kleinsten Clubs und kann dort verloren geh'n
In der Hitze und den Nächten ohne dich
In den leeren Flaschen such ich dein Gesicht
Und find es nicht mehr

[Chorus]You might also likeEmbed"
Pop,Bosse,Taxi,2009,3 Millionen,2000,"3 Millionen LyricsHerz alle, Konto leer
Das letzte Geld, Wohnungstür
Treppenhaus, Straßenlicht
Verloren gehn
Bleich im Gesicht

Ein letzter Gruß von der Theke
An das Leben das du kanntest
Was jetzt fehlt
Ist ein Weiser
Für den Weg
Für die nächsten Wochen
Dein Arzt hat gesagt es ist okay
Aber alles tut weh
Deine Freunde sagen dir es geht vorbei
Aber es geht nicht so leicht
In deiner Stadt leben über 3 Millionen
Und du bist heute Nacht unterwegs
Um zu schauen ob unter diesen 3 Millionen
Jemand ist der dich versteht
Jemand ist der dich versteht

Fliegen gehen
Mit den Flaschen
Mit den Montagstrinkern
Zeit überstehen
Liebe suchen
Jemand suchend
Alles abgesucht und niemand gesehen
Wach bleiben, bitte nicht schlafen
Jemand muss da sein
Der mich versteht

Dein Arzt hat gesagt es ist okay
Aber alles tut weh
Deine Freunde sagen dir es geht vorbei
Aber es geht nicht so leicht
In deiner Stadt leben über 3 Millionen
Und du bist heute Nacht unterwegs
Um zu schauen ob unter diesen 3 Millionen
Jemand ist der dich versteht
Jemand ist der dich versteht
You might also likeIn deiner Stadt leben über 3 Millionen
Und du bist heute Nacht unterwegs
Um zu schauen ob unter diesen 3 Millionen
Jemand ist der dich versteht
Jemand ist der dich versteht

Jemand der dich nach Hause bringt

Jemand ist der dich versteht

Jemand der bleibt und nicht mehr geht

Dein Arzt hat gesagt es ist okay
Aber alles tut weh
Deine Freunde sagen dir es geht vorbei
Aber es geht nicht so leicht
In deiner Stadt leben über 3 Millionen
Und du bist heute Nacht unterwegs
Um zu schauen ob unter diesen 3 Millionen
Jemand ist der dich versteht
Jemand ist der dich versteht2Embed"
Pop,Bosse,Taxi,2009,Sommer lang,2000,"Der Sommer ist noch lang LyricsDer Sommer ist noch lang
Und keiner, der was will
Niemand, der was kaputt macht
In jedem Moment
Der Sommer ist noch lang
In dein Gesicht
Scheint die Sonne ein Leben lang
Wenn wir fahren kommt sie mit

Und everyday's like a new beginning
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Everyday's like a new beginning
Der Sommer ist noch lang
Wir warten nur noch auf den Tag
An dem wir endlich stehen bleiben
Und nicht mehr davonlaufen
Der Sommer ist noch lang
Und wenn ich was will
Dann ist das mehr von dem, was du sagst
Und dass kein Tag wie der andre ist

Und everyday's like a new beginning
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Everyday's like a new beginning
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Everyday's like a new beginning
Everyday's like a new beginning
Everyday's like a new beginning

Kein Tag soll wie der andre sein
In unserem Fluchtfahrzeug
In dem wir unser Leben leben
Und irgendwann mal stehen bleiben
You might also likeDer Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Der Sommer ist noch lang
Everyday's like a new beginning
Everyday's like a new beginningEmbed"
Pop,Bosse,Taxi,2009,Gegen Murphy,2000,"Gegen Murphy LyricsWas schief gehen kann, das wird schief gehen
Alles dauert länger, als man denkt
Ob du willst oder nicht, es gibt nie die Lösung
Es sieht leicht aus und ist doch schwer

Ich glaube, ehrlich gesagt, das ist Bullshit
Murphy's Gesetz ist nicht meins
Ich glaub' daran, dass Glück auf der Straße liegt
Dass es uns begegnet und bleibt
Ich glaub' daran, dass Glück uns anspringt und sich festbeißt
Dass da die Chance ist, dass es ewig bleibt
Wir und die Katastrophen
Wir und das vorausbestimmte Chaos
Ich und das schlimmstmögliche Unglück
Meinst du, alles, was klappt, hat einen Haken?

Ich glaube, ehrlich gesagt, das ist Bullshit
Murphy's Gesetz ist nicht meins
Ich glaub' daran, dass Glück auf der Straße liegt
Dass es uns begegnet und bleibt
Ich glaub' daran, dass Glück uns anspringt und sich festbeißt
Dass da die Chance ist, dass es ewig bleibt

Und der Himmel über uns öffnet die Schleusen
Und wir ziehen uns die Knebel aus dem Mund
Und wir kämpfen jedes Mal gegen Murphy
Glück oder Murphy
Er oder Glück

Und ich glaub daran, dass Glück auf der Straße liegt
Und das es uns begegnet und bleibt
Ich glaub daran, dass Glück uns anspringt und sich festbeißt
Dass da die Chance ist, dass es ewig bleibtYou might also likeEmbed"
Pop,Bosse,Taxi,2009,All die Dinge,2000,"All die Dinge LyricsWenn ich könnte
Dann würd ich
Zurück in die Momente
In die stummen Filme von damals
Und sprechen lern'

Die Zeiger zurückdreh'n
Eine kleine Zeitreise
Mit dem was ich jetz weiß
Dahin zurück
Lass mich all die Dinge machen
Die ich nie gemacht habe
Lass mich all die Sachen tun
Für die ich keine Zeit hatte
Lass mich all die Dinge wiederhol'n
Die nie funktioniert haben
Lass mich all die Sachen sagen
Die ich nie gesagt habe

Es gibt so viele Dinge
Die ich reparier'n
Und zurückgeben muss
Es gibt so viele Worte
Die ich revidieren
Und zurücknehmen muss

Wenn ich könnte, dann würd' ich
Passagen aus dem Drehbuch
Markieren oder streichen
Und wissen warum

Meine Fragen wären schlauer
Meine Worte etwas weiser
Die Idioten wären stummer
Ich hätte Feeling
You might also likeDoch es gibt kein zurück
Nur noch vor und kein zurück
Doch es gibt kein zurück
Nur noch vor und kein zurück

Lass mich all die Dinge machen
Die ich nie gemacht habe
Lass mich all die Sachen tun
Für die ich keine Zeit hatte
Lass mich all die Dinge wiederhol'n
Die nie funktioniert haben
Lass mich all die Sachen sagen
Die ich nie gesagt habe

Es gibt so viele Dinge
Die ich reparier'n
Und zurückgeben muss
Es gibt so viele Worte
Die ich revidieren
Und zurücknehmen muss

Lass mich all die Dinge machen
Die ich nie gemacht habe
Lass mich all die Sachen sagen
Die ich nie gesagt habe
Es gibt so viele Dinge
Die ich reparier'n
Und zurückgeben muss
Es gibt so viele Worte
Die ich revidieren
Und zurücknehmen mussEmbed"
Pop,Bosse,Taxi,2009,Tanz mit mir,2000,"Tanz mit mir LyricsKomm schon und tanz mit mir
Lass doch den Trübsinn hinter dir
Die Band zieht sich aus für dich
Und du bewegst dich nicht
Was bringt dich aus dem Takt?
Wer bricht in deine Nacht?

Zieh deine Regenjacke aus
Zieh bitte diese Regenjacke aus

Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mir
Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mir

Wer löscht dein Feuer, wer macht dich platt?
Vergiss schnell das was dich kaputt macht
Dreh dienen Po im Kreis
Bis du von nichts mehr weißt
Und wenn draußen die Sonne scheint
Bist du frei, frei, frei

Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mir

Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mir

Durch die Naaacht (3x) (Hintergrund: Frei, frei, frei)

Zieh deine Regenjacke aus
Zieh bitte diese Regenjacke aus
You might also likeJede Bewegung, jede Umdrehung bewegt mich

Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mir

Komm schon und tanz mit mir
Komm schon und tanz mit mir
Jede Bewegung, jede Umdrehung bewegt mich
Tanz mit mir, tanz mit mirEmbed"
Pop,Bosse,Taxi,2009,Liebe ist leise,2000,"Liebe ist leise LyricsSie sagt jetzt ist es raus
Jetzt weißt du bescheid
Kannst es glauben oder nicht
Ich hab die ganze Zeit geschwiegen
Es war immer so laut
Und Liebe ist leise
Hast du sie nie gehört
Sie hat die ganz Zeit geflüstert

Und
Ich hab dich immer geliebt
Aber eben leise
Ich hab dich immer geliebt
Aber eben auf ne' ruhige Art und Weise
Denn Liebe ist leise
Und alles hier ist laut
Liebe ist kein Rock'n'Roll
Sie ist leise
Und als die Musik dann aus war
Und der Rest der Stadt im Bett
Hab ich in der Stille gehört was du meintest
Hab auf der Straße gesessen und geschwiegen
Meine Tür ist immer ein Spalt offen
Und ich denke meistens an dich
Aber so lang mein Leben Rock'n'Roll ist
Kommst du wahrscheinlich nicht

Ich hab dich immer geliebt
Aber eben leise
Ich hab dich immer geliebt
Aber eben auf ne' ruhige Art und Weise
Denn Liebe ist leise
Und alles hier ist laut
Liebe ist kein Rock'n'Roll
Denn Liebe ist leise

Ich hab dich immer geliebt
Aber eben leise
Ich hab dich immer geliebt
Aber eben auf ne' ruhige Art und Weise
Denn Liebe ist leise
Und alles hier ist laut
Liebe ist kein Rock'n'Roll
You might also likeUnd Liebe ist leise (ist leise ist leise)
Liebe ist leise (ist leise ist leise)
Und du bist immer laut
Und Liebe ist leiseEmbed"
Pop,Bosse,Taxi,2009,Die Kunst des Verlierens,2000,"Die Kunst Des Verlierers LyricsKomm wieder zurück
Unter meinen Stuhl -
Boden unter meinen Füßen
Komm zurück

Kommt wieder nach Haus
In mein Bett -
Kopf und Nerven
Legt euch wieder hin

Die Puste, der Boden
Die Fassung, der Halt -
Sind verloren
Der Durchblick, der Faden
Verlorener Posten -
Ich brauch euch zurück
Es ist die Kunst des Verlierens
Alles wiederzufinden
Mit Blut in den Augen
Den Eingang zu finden
Die Kunst des Verlierens
Es ist mein Sport - mich zu reparieren

Komm wieder dahin
Wo du hingehörst
Netter Asozialer
Kommt wieder an Bord
Ihr geschlagenen Gedanken -
Ich werden euch pflegen

Es ist die Kunst des Verlierens
Alles wiederzufinden
Mit Blut in den Augen
Den Eingang zu finden
Die Kunst des Verlierens
Es ist mein Sport - mich zu reparieren

Die Gewinner würden sagen:
Es ist lächerlich
Ich sage: Es ist Sport
Ein Sport für den nicht jeder zu begeistern ist
Life's a bitch, and life's a beach -
Hauptsache es ist nicht egal
You might also likeEs ist die Kunst des Verlierens
Es ist die Kunst des Verlierens
Es ist die Kunst vom Verlieren
Es ist mein Sport - mich zu reparierenEmbed"
