Artist,Song,Language,Release_Date,Lyrics
AbstinenZx,Niemand Zuhaus,,de,"1 ContributorNiemand Zuhaus LyricsIrgendwo zwischen faul und fleißig
Irgendwo zwischen hungrig und satt
Irgendwo zwischen zwanzig und dreißig
Findet mein ganzes Leben statt
Irgendwo jenseits von gut und böse
Genial und geisteskrank
Leb ich im goldenen Käfig
Und schlaf im Park auf einer Bank
Ich gehe nicht mehr aus dem Haus
Und treffe alle meine Freunde
Ich spreche hunderttausend Sprachen
Die gar nicht existieren
Was mir der Fernseher erzählt
Das kann ich wenigstens noch glauben
Ich geh am frühen Abend schlafen
Nur um euch zu ignorieren
Wenn mich niemand versteht
Wird mich auch keiner vermissen
Für die meisten von euch
Bin ich doch lange schon tot
Wenn hier kein Platz für mich ist
Kann mich mit gutem Gewissen
Die Tür verriegeln und sagen
""Es ist niemand zuhaus.""You might also likeEmbed"
Absturtz,Im Herzen Links,"February 1, 2020",de,"1 ContributorIm Herzen Links Lyrics
Die ganze bunte Meute
All' die guten Leute
Steh'n auf der linken Seite
Keiner kommt zu kurz
Wir drehen einfach durch
Und feier'n jetzt euren Absturz!

Wir tun's auf uns're Weise!
Gegen die braune Scheiße!
Im Herzen links
Solang' das Leben reicht
Solang' das Leben reicht!

Es gibt so viel zu tun
Sie haben sich versteckt
Doch wir sind da, seid euch gewiss!
Für Menschlichkeit
Und Solidarität
Erklären wir euch hier den Krieg!

Wir tun's auf uns're Weise!
Gegen die braune Scheiße!
Im Herzen links
Solang' das Leben reicht
Solang' das Leben reicht!
You might also like
Wir tun's auf uns're Weise!
Gegen die braune Scheiße!
Im Herzen links
Solang' das Leben reicht!
Wir tun's auf uns're Weise!
Gegen die braune Scheiße!
Im Herzen links
Solang' das Leben reicht!1Embed"
Absturtz,Wehende Fahnen,"October 14, 2011",de,"1 ContributorWehende Fahnen Lyrics

Wo freie Flügel schon fliegen
Ihnen Antwort zu geben
Die letzte Bastion für diese Zeit
Ihre Ketten zu sprengen
Die Angst zu überwinden
Für alle hier die allerletzte Chance

Der Kampf mit wehenden Fahnen
Die Freiheit erfahren
Frei wie ein Vogel im Wind
Der Kampf ums nackte Überleben
So viele müssen's geben
Für Hunger und für Schmerz, ewiges Leid

Die Lücke zu schließen
Um wieder zu genießen
Dass alles hier auf einmal anders wird
Die Hoffnung besitzen
Sie geben und schützen
Ich glaube, dass mal alles besser wird
You might also like
Der Kampf mit wehenden Fahnen
Die Freiheit erfahren
Frei wie ein Vogel im Wind
Der Kampf ums nackte Überleben
So viele müssen's geben
Für Hunger und für Schmerz, ewiges Leid

Der Kampf mit wehenden Fahnen
Die Freiheit erfahren
Frei wie ein Vogel im Wind
Der Kampf ums nackte Überleben
So viele müssen's geben
Für Hunger und für Schmerz, ewiges Leid

Für Hunger und für Schmerz, ewiges Leid
Mit Hoffnung und Verstand, wir sind bereitEmbed"
Absturz,Bar,"February 10, 2020",de,"1 ContributorBar LyricsIch traf ein Mädel in der Bar
Seit dem Tag war mir klar
Sie ist die Frau meines lebens
Das ist wirklich alles wahr
Ich traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich wahr 
Ich traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich alles wahr 
Ich sagte hallo was geht ab 
Kommst du hier aus meiner stadt 
Sie sagte lass besaufen und viel spaß haben
Am nächsten tag lag sie in meinen Armen
Ich wusste muss mein Leben nach ihr planen 
Deshalb mach ich diese aufnahmen 
Du bist mir wichter als meine einnahmen
Wollte das grad nur sagen
Bin mit Frauen nicht begabt
Ich dachte ich hab es versagt
Doch sie findet alles an mir Süß
Ich wusste jetzt hab ich sie am Start
You might also likeIch traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich wahr 
Ich traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich alles wahr 
Ich erinner mich an damals
Wie ich eines Tages da saß
Heute sehe ich die selben Leute dort sitzen 
Wie sie Angst haben vor fortschritten
Guck mal wie ich lache
Du bist die Ursache
Ich will doch keine rache
Ich will der Realität entfliehen
Was ist denn mein Lebensziel
Das hier ist leider kein Spiel
Ich will ins Exil 
Ich brauche doch nur bisschen liebe
Für dich gehe ich durch tausend Kriege 
Ich traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich wahr 
Ich traf ein Mädel in der Bar 
Seit dem Tag war mir klar 
Sie ist die Frau meines lebens 
Das ist wirklich alles wahr 3Embed"
Abstürzende Brieftauben,Frauke halt’s Maul,"November 18, 2016",de,"2 ContributorsFrauke halt’s Maul Lyrics
Du willst an den Grenzen schießen?
Frauke halt's Maul!
Und die Flüchtlinge abschieben?
Frauke halt's Maul!
Du willst aus Europa raus?
Frauke halt's Maul!
Grab doch Hitler wieder aus!
Frauke halt's Maul!

Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul, Frauke halt's Maul!

Du nennst sie „Pinocchio-Presse“
Frauke halt's Maul!
Im Internet bist du am Hetzen
Frauke halt's Maul!
Zu viel' Schwule im TV?
Frauke halt's Maul!
Hasst Außengeländer auch
Frauke halt's Maul!
You might also like
Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul, Frauke halt's Maul!
Halt's Maul, halt's Maul
Frauke halt dein MaulEmbed"
Abstürzende Brieftauben,Pieke Punk,"September 23, 2016",de,"3 ContributorsPieke Punk LyricsWir könn' nich' mehr als 3 Akkorde und wir spiel'n nicht filigran
Und was die Leute davon halten, ist uns absolut egal
Wir sind die Tauben und geben alles was wir habn'
Das ist Punk-Rock von der Pieke auf, seit über 30 Jahr'n
Dass wir keinen Bassisten haben sollte doch bekannt sein
Bei uns gibt’s auch kein Feuerwerk, denn wir sind doch nicht Rammstein
Wir spielen laut, wir spielen schnell, wir machen das zu zweit
---
Wir könn' nich' mehr als 3 Akkorde und wir spiel'n nicht filigran
Und was die Leute davon halten, ist uns absolut egal
Wir sind die Tauben und geben alles was wir habn'
Das ist Punk-Rock von der Pieke auf, seit über 30 Jahr'n
Ulf! Wow!
Das Übel machte keinen Sinn, das kriegen wir schon hin!
Der Bucklige ist wieder da, die Luzie kriegt ein Kind!
Die Welt, sie ist jetzt 45, was ist so passiert?
Vor () steht immer noch dieser Skinhead vor der Tür!
Wir könn' nich' mehr als 3 Akkorde und wir spiel'n nicht filigran
Und was die Leute davon halten, ist uns absolut egal
Wir sind die Tauben und geben alles was wir habn'
Das ist Punk-Rock von der Pieke auf, seit über 30 Jahr'n
You might also likeWir könn' nich' mehr als 3 Akkorde und wir spiel'n nicht filigran
Und was die Leute davon halten, ist uns absolut egal
Wir sind die Tauben und geben alles was wir habn'
Das ist Punk-Rock von der Pieke auf, seit über 30 Jahr'n
La la la, la la la la la la
La la la, la la la la la la
La la la, la la la la la la
La la la, seit über 30 Jahr'nEmbed"
Absurd Minds,Microscopic,,de,"1 ContributorMicroscopic LyricsMikrophysikalisch gesehen, ist unser Körper ein Billionen-Heer bewegter Universen
Wenn wir die Hand schliessen, nähern sich unvorstellbar weit auseinanderliegende mikrokosmische
Weltsysteme Kraft eines Willens, der für diese unfassbar bleibtYou might also likeEmbed"
Absztrakkt,Himmel und Erde als Zeugen,"May 1, 2021",de,"2 ContributorsHimmel und Erde als Zeugen Lyrics
Du weißt, es ist kaum zu glauben, dass ich mich so heftig belog
Ich hab mich aufgeführt wie der letzte Idiot, (tut mir leid)
Für mich bist du die passende Frau, doch ich hab es versaut
Denn meine ignorante Überheblickeit hat dich vergrault
Wenn überhaupt, dann will ich mit dir Kinder haben
Denn du bist meine Frau und ich bin dein Mann
Ja interesant, wie es ist durch dieses Leiden zu gehen
Und die unbearbeiteten Teile zu sehen, die in einem selbst kreischen und quälen
Doch um das einzugestehen war ich letztlich zu stolz
Ich seh uns beide vereint in Geist und in Leib
Eine sanfte Berührung unter diesem Schutzpanzer
Ich schenk dir mein Vertrauen und werd unter der Brust ganzer
Werd unbewusst wandern, da wo es anfangs wehtut
Vom Thron runtersteigen und vor dir in die Knie
Gehen in Demut, dich bitte um Vergebung
Bitte verzeih mir all meine Verfehlungen, bitte komm zurück zu mir

Keine ist, keine andere ist
Keine ist, keine andere ist
Keine ist, keine andere ist
Wie du
You might also like
Wie mutig du bist, du kamst hier her in die Berge
Der der ich meine Liebe schwor am Herzteich in Kärnten
Ewiges Feuer mit Himmel und Erde als Zeugen
Doch später führte ich mich auf, als wär ich erleuchtet
Probleme innere Themen anzufassen
Die eigene unangenehme Wahrheit an sich ran zu lassen
Zusammen die Angst betrachten, haben uns gegenseitig im Prozess geholfen
Und sind jetzt wieder fest verschmolzen
Fester als je zuvor und alles was in mir geht
Und alles was sich in mir bewegt wird vom Wind zu dir geweht
Alles was in der Dunkelheit hoch kommt in mir
Wird hier jede Nacht schemenhaft vom Mond reflektiert
Stirn an Stirn, ein Stups mit der Nase
Glaub mir, meine Liebe, sie steckt in der Luft die du atmest
Du kannst den Schmerz meiner Seele nachspüren
Meine Tränen nachfühlen, jedesmal wenn dich der Regen berührt


Wie du
Du strahlendes WesenEmbed"
Absztrakkt,Ich eröffne das Feuer,"May 1, 2021",de,"3 ContributorsIch eröffne das Feuer Lyrics
In den Schild sing ichs
So ziehen sie siegreich heil in dem Kampf, heil aus dem Kampf, bleiben Heil war unser Ziel

Wir vollziehen einen Richtungswandel
Besiegen
Die dunklen Bewußtseinsparasiten
Die die Lichtstrahlen fangen
Reite durch die Meere auf der Midgardschlange
In der Hand meine Axt, geschmiedet in der Schicksalsflamme
Egal womit du dein´ Status in die Höhe treibst
Und seist du auch noch so eine bekannte Persönlichkeit
Könntest Gold besitzen oder ein Königreich
Mich beeindruckt es nur wenn man menschliche Größe zeigt
Ich bin für Features nicht mehr am Start
Denn danach
Rufen diese Rapper mich an und sagen ""änder´ dein´ Part""
Ein selbstbestimmter Mann geht seinen eigenen Pfad
Und nicht diesen
Bestehenden vorgegebenen
Der Eliten
Ich muss jetzt endlich mei´m Namen gerecht werden
All die Missetaten werden mit in mei´m Namen gerächt werden
Ich bin der Schützer des Glüx und ich eröffne das Feuer
Für meine Freunde, auf meine Feinde
You might also like
Die Liebe meiner Göttin behütet mich sanft
Feuer, zieh mit mir
Die Liebe meiner Göttin behütet mich sanft
Sie meint meine Stimme hat einen einzigartigen mystischen Klang
Die Liebe meiner Göttin behütet mich sanft
Erde, zieh mit mir
Die Liebe meiner Göttin behütet mich sanft
Sie meint meine Stimme hat einen einzigartigen mystischen Klang

Liebe allein reicht nicht
Liebe allein reicht nicht!

Es ist wieder Zeit für ein richtiges Album
Mit der richtigen Einstellung und der richtigen Haltung
Ich ehre die Ahnen, beweg mich auf deren Spuren
Anstatt zu lutschen bei diesen unterlegenen Kulturen
Miese Figuren brechen die Familienstruktur
Keine drei Augen, sie lauschen
Nicht mehr dem Lied der Natur
Da draußen
Läuft die Zerstörung des Mannes
Die Zerstörung der Frau, die Zerstörung des Stammes
Der Körper ist kein Tempel, diese Sicht ist alt
Tempel könn´ zerstört werden, mein Körper ist ein Wald
Beinhaltet den großen Geist
Wächst immer nach egal wie sehr in in mir Rodung betreibt
Und auch wenn ich in das Totenreich leicht
Vom Rand des Tellers falle -
In mir ist Licht gespeichert wie in der Chlorella Alge
Ich erhelle alles
Und ich lass dich nicht los
Das Absztrakkte behält immer seine Faszination
Die Liebe meiner Göttin behütet mich sanft
Wasser, zieh mit mir
Die Liebe meiner Göttin behütet mich sanft
Sie meint meine Stimme hat einen einzigartigen mystischen Klang
Die Liebe meiner Göttin behütet mich sanft
Wind, zieh mit mir
Die Liebe meiner Göttin behütet mich sanft
Sie meint meine Stimme hat einen einzigartigen mystischen KlangEmbed"
Franz Abt,Kuckuck wie alt?,,de,"1 ContributorKuckuck wie alt? LyricsSage mir, Vogel im grünen Wald
Kuckuck, Kuckuck, Kuckuck!
Sage mir, Vögelein, werd' ich wohl alt?
Kuckuck, Kuckuck, Kuckuck!
Ach, nur noch zwei, drei Jahr?!
Vogel, das ist nicht wahr, das ist nicht wahr!
Länger noch möcht ich auf Erden gern sein
Warte nur, Kuckuck, ich helfe dir ein!
Rufe, mein Vöglein, ich gönn' dir nicht Ruh!
Kuckuck, Kuckuck, Kuckuck!
Ei, wie das prächtig klingt, immer nur zu!
Kuckuck, Kuckuck, Kuckuck!
Wenn ich's nicht leiden will
Schweigst du wieder schon still?
Dreißig, auch vierzig Mal mußt du noch schrein!
Warte nur, Kuckuck, ich helfe dir ein!You might also likeEmbed"
Abusus,Ich Habe Hass Getragen,,de,"1 ContributorIch Habe Hass Getragen LyricsEs liegt ein Held begraben
In Kaisers Mantel gehüllt
Des Herz und Hände haben
Die letzte Pflicht erfüllt
Von meines Bruders Ende
Ich tapfer singen will
Des Herz und liebe Hände
Nun liegen tief und still
Der Ring ist nicht zerspalten
Der uns so treu umfing
Mein Bruder, es bleibt beim Alten
Nur weiter wurde der Ring
Ich schwöre es bei Mutters Erden
Ich will sein Erbe sein
Wir können das Lachen verlernen
Aber nicht das tapfer sein
Gab uns dein Tod, der rasche
Kein Grab für unseren Schmerz
Die Urne für deine Asche
In unser aller Mutter Herz
Der Ring ist nicht zerspalten
Der uns so treu umfing
Mein Bruder, es bleibt beim Alten
Nur weiter wurde der RingYou might also likeEmbed"
Abusus,Im Schützengraben,,de,"1 ContributorIm Schützengraben LyricsIn Frankreichs Erde haben
Wir uns hinabgewühlt
Und lauern im Schützengraben
Von welscher Erde durchkühlt
Wir lauern nachtdurchfrostet
Und regenübertrauft
Die treue Büchse rostet
Am Kolben liegt die Faust
Wir lauern am Waldesrasen
Altweibersommer weht
Der Mond baut Silberstraßen
Zum Feind, der drüben steht
Wir liegen wie in Grüften
Unter Mond und Sonnenschein
Und saugen das fremde Düften
Der welschen Erde ein
Granaten gurgeln und krachen
Und streuen Tod umher
Wir lauern und wachen und wachen
Die Augen werden uns schwer
Wir hören des Nachts im Walde
Die Totenkäuze schreien
Der Graben kann uns, wie balde
Zum Grab bereitet sein
Die Nebel fallen und steigen
Die Blätter treiben ihr Spiel
Herz, Herz, du solltest schweigen
Mit Schatten goldener Zeit?
Du sollst nichts anderes denken
Als deines Volkes Leid!
Wir mögen in Lumpen lungern
Durch Frost und Feindesland
Nur du, du sollst nicht hungern
Mein Volk und Vaterland!You might also likeEmbed"
Abwärts,Smart Bomb,"August 3, 2018",de,"2 ContributorsSmart Bomb Lyrics
Kriege führen und Gutes tun
Opfer finden mach' ich schon
NATO-Einsatz, Eingreiftruppen
Ich bin mit euch, ihr Pussypuppen

EADS und EZB
Goldman Sachs - hey MfG!
Euer Geld und mein Verstand
Surfen blitzschnell übers Land

Und ich fliege lautlos durch die Nacht
Und finde mein Ziel - mit aller Macht!

Ganz Nahost droht bald der Fall
Feinde lauern überall
Wachstum hier und Elend dort
Aus Afrika wollen alle fort...
Und Krieg den Drogen, Mexiko
Mit meiner Hilfe, sowieso...

EADS und EZB
Goldman Sachs - hey MfG!
Euer Geld und mein Verstand
Surfen blitzschnell übers Land
You might also like
Und ich fliege lautlos durch die Nacht
Und finde mein Ziel - mit aller Macht!
Und ich fliege lautlos durch die Nacht
Und finde mein Ziel, mit aller Macht!
Und ich fliege lautlos durch die Nacht
Und finde mein Ziel - mit aller Macht!1Embed"
Abwärts,Charlie Brown,2018,de,"1 ContributorCharlie Brown Lyrics
Wer kann es nicht lassen
Alles aufzureißen, alles anzufassen?
Wer kann es nicht lassen
Schlimme Sachen machen?

Wer kann es nicht lassen?
Alles schlecht zu machen, alles kaputt zu machen?
Wer kann es nicht lassen
Auf Kosten anderer zu lachen

Wer tut, was er nicht tun soll?
Wer schmiert mit Farbe alles voll?

Wer kann es nicht lassen
Schlechte Stimmung machen?
Wer kann es nicht lassen
Die Hunde rein zu lassen?You might also likeEmbed"
Acaz,Padmé und Anakin,"October 11, 2022",de,"2 ContributorsPadmé und Anakin LyricsAcaz - Padmé und Anakin

Und ich machte weiter egal was kam, auf dem Tisch, als du fortgingst lag 'ne Bahn
Ich hab dich vermisst, doch wenns nur Dramen waren, nachdem mein Handy Nachts noch in dei'm Wagen lag
Im Zug: ""Bitte bleib'!"" du hast Ja gesagt und ich nahm dich in den Arm, als dein Vater starb
Ich konnte dir nichts bieten, wie ich damals war, heute Schäm' ich mich, trotzdem warst du da
Arm in Arm in den Stern'n ertrinken, wie 'ne  sagte ich werd' dich finden
Mich zu lieben heißt über Scherben springen, du konntest zu mir durch die Schwärze dringen
Mich zu ändern, war fast wie ein Berg erklimmen
Ich wusste nicht mal selbst wer ich bin, denn die Stärken schwinden auf den Schattenfahrten, zwischen falschen Menschen und Maskeraden
Mich hat die Nacht verraten, du hast gewartet, lieber Gott bitte Helf' mir und lass' mich Atmen. Fast im Knast für Taten die leider mal waren, doch bieg' alles gerade seit ein paar Jahren. Bin angekommen, wenn wir Zweisamkeit haben und tief in mein Herz schreib' ich dein Namen, lass' mich nie mehr vom Leiden versklaven, denn du bist mir die neue Heimat und Hafen

Und es war schon fast zu spät, als ich im Abgrund am Ende hing
So viel Dramen , so viel Tränen, als wären wir Padmé und Anakin!
Hab' dich Jahre nicht gesehen, diese Stadt wurd' mir so Fremd und heute gab' ich dir mein Leben, eingepackt wie ein Geschenk

Mit den Jungs immer draußen, ein Leben für Drugs, die härtesten Partys die ich je gesehen hab'. Doch glaub' mir die Richtung geht nur hinab, fühl' mich als hätt' ich mein Leben verpasst. 10 Jahre Straße gelegt in ein Satz, während an meinem Fenster der Regen zerplatzt. Meine Seele verpackt, zwischen Tintenflecken , tropfen auch Tränen aufs Blatt
Ich war niemals einfach, dass weiß ich auch selbst, doch reich' dir die Hand die dich greift wenn du fällst, wie ein Schiff das am Eisberg zerschellt. Fing' an mich zu ändern seit 2011, all' die Schatten verschwunden schon lang' man und heute halt ich um deine Hand an. Leben schlägt ein manchmal runter wie Van Damme, Träume werden Staub, wenn sie Stunden gebrannt ham'. Durch Dunkelheit wandern, lag Stumm auf Gleise, bis das Leben mir all seine Wunder zeigte, bis ich selbst verstand wie ich Wunden heilte, wurd' immer angezogen von der dunklen Seite. Stundenweise sitz' ich schreibend an Parts, du küsst mich im Nacken, ich weiß du bist da, muss alte Dämonen zerschmeißen wie Glas. Sag' ob ich dich Heiraten darf

Und es war schon fast zu spät, als ich im Abgrund am Ende hing
So viel Dramen , so viel Tränen, als wären wir Padmé und Anakin!
Hab' dich Jahre nicht gesehen, diese Stadt wurd' mir so Fremd und heute gab' ich dir mein Leben, eingepackt wie ein GeschenkYou might also likeEmbed"
Acaz,Fluchtweg,"December 17, 2021",de,"2 ContributorsFluchtweg Lyrics90 Bpm, explizit, Texte knallen
Raps wo die Bässe schallen, Fressen die vom Pep zerfallen
Damals auf Sportplatz, Joint im Maul, zerfetzter Ball
Lifestyle rächt sich bald, für das Geld streckst du halt
Yayo Lines, extrem high, lauf durch das Dunkel
Rote Augen, die durch Rauchschwaden funkeln
Schaffst du's raus oder dealst vorm Laufhaus mit Kunden
ACAZ wenn du Sound brauchst von unten
Damals drauf sein mit Jungs in
Der Stadt der Gefallenen, hier raus kommen war Wunschwelt
Blaulicht, das stumm blinkt, das scheiß Leben fickt
Verhaftet 6 Uhr morgens nach Streit wegen nix
Lines legen bis die Sonne wieder aufgeht
Augenringe gelb und Lila aber bombe sitzt das Outfit
Heut bin ich anders, komm mir nich mit Rauschgift
Es zählt nich wie du fällst, sondern wie du auftriffst

Ich geb Menschen Kraft mit Songs
Sie fühlen diesen Rapshit
Aber das hier war mein Leben
Such das grüne Schild zum Exit
Paar Oberkommissare die drohen mit paar Jahre
Das Album hier wird brennen wie Shore in der Nase
Guck dich um, zu viel Tote auf der Straße
Jeder zweite, den ich kenne, ist auf Koka oder Haze
Ich sah Existenzen scheitern für Drogen auf der Waage
Zu lange schiefe Bahn, jetzt lohnte sich die Grade
Du kannst nich raus kommen ohne deine Strafe
Rein in' Knast oder Psychose bis zur Klapse
Traumata von damals holen mich wenn ich schlafe
Junkies setzen Scheine an oder gleich die Nadel
Vor der Spielo streit um Geld, Homies die sich schlagen
Blick in den Spiegel, frag dich lohnen sich deine Taten
Erst auf Bruder machen und dann ohne Scham verraten
Jeder spricht von Ehre, doch für Kohle wird geblasen
Untergrundlegende, weil die Strophen jedes Mal brennen
Und Menschen etwas geben, die verloren durch das Tal rennen
You might also like
Ich geb Menschen Kraft mit Songs
Sie fühlen diesen Rapshit
Aber das hier war mein Leben
Such das grüne Schild zum Exit
Egal wohin ich renn, sind die Fluchtwege zu
Der Boden getränkt und die Luft riecht nach Blut
Der Tod ein Geschenk, das Schlusslicht vom Zug
Verblasst in der Ferne, dein Schuss tut so gutEmbed"
Accessory,Voran,"June 10, 2011",de,"1 ContributorVoran Lyrics(Electro)

Geh voran voran
Gehe Schritt für Schritt
Geh voran voran
Bleibe in deim Tritt
Geh voran denn die Füsse
Müssen tanzend
Deinem Rhythmus folgen
Geh voran voran
Tanzt ihr Mädchen mit
Geh voran voran
Auch die Jungen mit
Geh voran denn der Rhythmus
Wird dir tanzend
Deinem gleichschritt folgen

Voran links rechts
Schreit der Beat dich an
Voran links rechts
Tanzt du nicht allein
Und dann wirst du
Die Mitte sein
Voran links rechts
Bis zum Sonnenschein
Voran links rechts
Schreit der Beat dich an
Voran links rechts
Tanzt du nicht allein
Und dann wirst du
Die Mitte sein
Voran links rechts
Bis zum Sonnenschein
You might also like
Geh voran voran
Gehe Schritt für Schritt
Geh voran voran
Bleibe in deim Tritt
Geh voran denn die Füsse
Müssen tanzend
Deinem Rhythmus folgen
Geh voran voran
Hör nicht auf damit
Geh voran voran
Tanz nochmal den Schritt
Geh voran denn die Masse
Wird dir tanzend
Deinem Rhythmus folgen

Voran links rechts
Schreit der Beat dich an
Voran links rechts
Tanzt du nicht allein
Und dann wirst du
Die Mitte sein
Voran links rechts
Bis zum Sonnenschein
Voran links rechts
Schreit der Beat dich an
Voran links rechts
Tanzt du nicht allein
Und dann wirst du
Die Mitte sein
Voran links rechts
Bis zum Sonnenschein
Voran links rechts
Schreit der Beat dich an
Voran links rechts
Tanzt du nicht allein
Und dann wirst du
Die Mitte sein
Voran links rechts
Bis zum SonnenscheinEmbed"
The Ace Cats,Linda,,de,"2 ContributorsLinda LyricsStundenlang häng' ich hier schon am Telefon
Uh
Verdammt
Ich hör' nur immer einen Ton
Ich wähl' die Nummer
Die ich auswendig kann
Uh
Ich frag' mich nur
Warum gehst du nicht dran?
Ich seh' in dein Zimmer
Da brennt noch Licht
Ich ruf' dich an
Doch du meldest dich nicht
Ich weiß genau
Daß du zuhause bist
Und ich hätte dich so gern durchs Telefon geküßt
Linda
Ich ruf' dich an
Oh
Linda
Du gehst nicht dran
Linda
Ich muß doch reden mit dir
Oh
Oh
Linda
Ich ruf' dich an....
Alle sagen mir
Es wär vorbei
Da wär' keine Chance mehr für uns zwei
Ich glaub' kein Wort von dem was sie mir erzähl'n
Und ich hör' nicht auf
Deine Nummer zu wähl'n
Es gab 'ne Zeit
Da kam an uns keiner ran
Du warst so schön und gingst an meiner Hand
In deinem Zimmer stand die Zeit für uns still
Uh
Ich ruf' dich an
Und du weißt was ich will
Linda
Ich ruf' dich an....
Linda
Ich ruf' dich an....
Stunden werden zur Ewigkeit
Und ich denk' nur an die Zeit
Als wir beide glücklich war'n
Linda
Ich ruf' dich an....
Linda
Ich ruf' dich an....You might also likeEmbed"
Ace Tee,PINK PANTHA!,"May 27, 2022",de,"3 ContributorsPINK PANTHA! Lyrics

(Hehehe) Ey (jaynbeats), yeah (Ace)
Just in case, yuh, ah

ACE x 2000, das' Pink Panther (Ey)
Aufm Schild steht „Stop“, doch ich fahr' weiter (Ah)
Wicked on the road so wie Ruff Ryders (Wouh)
Smoke zu viel Loud, deshalb bin ich heiser (Hah)
Der Bass brennt, Nigga, das' Sennheiser
My hips don't lie wie ein Belly-Dancer (Ey, ey, ey, ey; wouh)
Pussy, du bist lame, bist 'n Langweiler
Du bist nur am bellen wie 'n Rottweiler

Dein Geschmack ist hella old wie ein Oldtimer, ah (Yeah)
Ohne Stylist bist du No-Styler (Heh, no), ey
Hab' dich schon entlarvt wie ein Profiler (Woah, yeah)
Face meine Demons und mach' mo' Fire, ah
Bin in der Booth und mach mo' Fire (Booth)
Likkle Boy macht auf tough, denk' mir: „Auweia“, ah
Mache mein Guap, so I'm over ya' (Rrr)
Mitternacht auf der Street wie ein Ghostrider
Bleibe nur mit meinen Niggas, das' IC3
Alles an mir glänzt, das' so fresh, so clean (So fresh, so clean)
Ob im Mini-Dress oder auch in einem White-Tee
None of your hoes can fuck with me (Can fuck with me, me, me, me, me)
You might also like
It's a cold world, shit ain't easy, you know
Was auch immer ich tu', mach' es steezy, ya' know

ACE x 2000, das' Pink Panther (Ey)
Aufm Schild steht „Stop“, doch ich fahr' weiter (Ah)
Wicked on the road so wie Ruff Ryders (Wouh)
Smoke zu viel Loud, deshalb bin ich heiser (Hah)
Der Bass brennt, Nigga, das' Sennheiser
My hips don't lie wie ein Belly-Dancer (Ey, ey, ey, ey; wouh)
Pussy, du bist lame, bist 'n Langweiler
Du bist nur am bellen wie 'n Rottweiler (Yeah)

Auf ex (jaynbeats)
Auf ex (Melodien)
Auf ex (Yuh; ja, ich schieß')
Auf ex (Rah), auf ex
Auf ex (Danach Henny)
Auf ex (Yuh, yuh), auf ex
Auf ex, auf ex
Auf ex (Hah), auf ex

Red nur mit mir, wenn es geht um Business (Ja)
'Cause I care about business (Cash)
Tunnelblick straight, das Richtung Money
Denn ich habe echt viel auf der Wishlist (Wouh)
Shake it, ah, shake it, ah (Ja)
Baby girl, don't break it, ah (Ey)
Twerk' in 'nem Hoodie von BATHING APE (La-la-la)
Und der Booty geht lo-lo-lo-lo-low
Bring it down (Ey; low, low)
Bring it down (Low, low)
Bring it down (Yeh, low)
Bring it up (Real fast)
ACE x 2000, das' Pink Panther (Ey)
Aufm Schild steht „Stop“, doch ich fahr' weiter (Ah)
Wicked on the road so wie Ruff Ryders (Wouh)
Smoke zu viel Loud, deshalb bin ich heiser (Hah)
Der Bass brennt, Nigga, das' Sennheiser
My hips don't lie wie ein Belly-Dancer (Ey, ey, ey, ey; wouh)
Pussy, du bist lame, bist 'n Langweiler
Du bist nur am bellen wie 'n Rottweiler

(Pull it up, selecta)
2k (2k), 2k (2k), 2k (2k), 2k (2k)
2k (2k), 2k (2k), 2k (X)
2k (2k), 2k (2k), 2k (2k), 2k (2k)
2k (2k), 2k (2k), 2k (ACE x Bitch)Embed"
