Artist,Song,Language,Release_Date,Lyrics
Abbruch,Freiheit,"January 1, 2009",de,"1 ContributorFreiheit LyricsIch sitze hier und sage mir
Dass die Welt sich ändert
Dass alles einmal endet
Ich bin allein
Einsamkeit holt mich ein
Dabei wollt ich doch nur frei sein
Doch ich werde niemals  frei sein
Doch wir werden niemals frei sein!

Ihr redet ständig von Freiheit
Ihr redet ständig vom Freisein
Doch hier gibt es keine Freiheit
Wir werden niemals frei sein!
Die wahre Freiheit ist ein Gerücht
Weils die Freiheit hier nicht gibt
Diese Wahrheit, sie ist nicht schön
Doch wir wollen die Welt mit klaren Augen sehen

Ihr redet ständig von Freiheit
Ihr redet ständig vom Freisein
Doch hier gibt es keine Freiheit
Wir werden niemals frei sein!
You might also likeDoch wir haben die Macht
Und gemneinsam auch die Kraft
Die Regeln zu erweichen
Und die Freiheit zu erreichen!

Ihr redet ständig von Freiheit
Ihr redet ständig vom Freisein
Doch hier gibt es keine Freiheit
Wir werden niemals frei sein!
Ihr redet ständig von Freiheit
Ihr redet ständig vom Freisein
Dann tut auch was für diese Freiheit
Und ihr werdet vielleicht frei seinEmbed"
Abbruch,Hier sind wir,,de,"1 ContributorHier sind wir LyricsWir sind Abbruch, wir sind hier!
Wir sind Abbruch, wer seid ihr?
Wir sind Abbruch, wir sind hier!
Wir sind Abbruch, gebt uns Bier!You might also likeEmbed"
Abbude,One Punch Man,"July 19, 2019",de,"1 ContributorOne Punch Man Lyrics
Ein Punch Bruder glaub mir
Kein Kampf nur ein Punch Bruder glaub mir
Ein Punch Bruder glaub mir
Kein Kampf nur ein Punch Bruder glaub mir

One Punch à la Bruce Lee
Kugeln fliegen von der Pumpgun durch die Blue Jeans.(Blue Jeans)
Kippe die Jimi ,yallah gib ihm, gib mir die Milli dicka (yeah)
Der Rhytm is wie ein Jibbet man ich paffe wie ein Fili (ja-ja)
Wen ich Rappe geht es ab, 5 Kugeln in den Himmel. (ja-ja)
Wegen dem Para stechen Brüder ohne Skrupel in die Rippen.(da-da)
Nimm ein Zug von meiner Kippe halt den Qualm in meiner Brust
Guck der Bruder spittet, überall Metall in meiner Hood
Mache Para mit den Madarah alles für die Jungs. (da-da)
Rapper machen auf Kanaken doch sie passen nicht zu uns
Steck die Knarre in dein Mund, pissa mach nicht auf groß
Wer will Beef ? Wir sind 2 gegen 80 Millionen

One Punch Man
Für euch reicht eine Serie von einfachen Punches (pah)
One Punch Man yeah yeah (yeah)
One Punch Man (wuh)
You might also likeOne Punch Man
Für euch reicht eine Serie von einfachen Punches (hah)
One Punch Man yeah yeah
One Punch Man

(yeah) Ein Punch Bruder Saitama (Saitama)
Mir ist scheißegal wer dein Designer war (mir egal)
Blas dich nicht auf, seh ich aus wie eine Tür ?
Warum hälst du mich g´rad auf (ha,ha,ha)
Ich hab Ziele und die Madarah machen für mich Platz (yeah)
Komm ich lass dich spüren wie ein Baba Nacken klatscht (komm)
Ich komm mit den Sasas und Kanaken meiner Stadt (mardin)
Du fühlst den Erfolg wen du Ratten um dich hast Madarah
Ich hab keine Zeit für deine Spielchen - Kanake (ah-a)
Und welche Rapper g´rad im Beef sind - Kanake (ah-a)
Life is Pain Bruder (yeah) , Achi Broduction (Achi Broduction)
Hier spitten Rapper die auch Real sind Kanake

One Punch Man
Für euch reicht eine Serie von einfachen Punches (pah)
One Punch Man yeah yeah (yeah)
One Punch Man (wuh)
One Punch Man
Für euch reicht eine Serie von einfachen Punches (hah)
One Punch Man yeah yeah
One Punch Man
Ein Punch Bruder glaub mir
Kein Kampf nur ein Punch Bruder glaub mir
Ein Punch Bruder glaub mir
Kein Kampf nur ein Punch Bruder glaub mirEmbed"
Abbude,Warum kämpfst Du nicht,"December 27, 2018",de,"3 ContributorsWarum kämpfst Du nicht Lyrics
Und du fragst mich, „Warum kämpfst du nicht?“, yeah

Ich weiß jetzt, was für'n Mensch du bist
Und du fragst mich, „Warum kämpfst du nicht?“
Weil ich weiß, was für'n Mensch du bist
Also frag nicht, „Warum kämpfst du nicht?“

Und du redest von Vertrau'n
Aber hast ein'n Fake-Account, um zu seh'n, schreibt er mit Frau'n?
Immer war ich grade und hab' nie etwas verhau'n
Ich schenk' dir die Welt, schenk du mir etwas Raum
Warum geben sie sich anders, als sie sind?
Alles, was ich will, ist nur die Wahrheit in ihr drin
Alles, was sie will, ist nur ein Mann, am besten blind
Zieht sich an wie dreißig, doch verhält sich wie ein Kind
Geh dein'n Weg alleine, ich wünsch' dir wirklich das Beste
Aber hör auf mir zu schreiben, keine Zeit für dein Getexte
Jede schlechte Tat wird irgendwann bestraft
Wir bleiben nicht für immer, wir sind auf der Welt nur Gäste

Ich weiß jetzt, was für'n Mensch du bist
Und du fragst mich, „Warum kämpfst du nicht?“
Weil ich weiß, was für'n Mensch du bist
Also frag nicht, „Warum kämpfst du nicht?“
Ich weiß jetzt, was für'n Mensch du bist, du fragst mich, „Warum kämpfst du nicht?“
Dass ich all die Jahre nur für dich da war, erkennst du nicht, heh?
Ich weiß jetzt, was für'n Mensch du bist
Ich weiß jetzt, was für'n Mensch du bist
You might also like
Ich hab' keine Zeit für dich, keine Zeit für Drama
Ich wünsch' dir nur das Beste und den Rest regelt dein Karma
Ich seh' in dir das Gute, auch wenn es nie wirklich da war
Keinen Hass für dich, nur etwas Stress in deiner Skala
Ich weiß jetzt, was für'n Mensch du bist, ich weiß, du denkst, du bist im Recht
Hör mal auf zu labern, alles, was du bist, das war nicht echt
Alles, was du mir erzählt hast, all der Stress und dein Gepäck
Du brauchst dich nicht zu wundern, wenn man dich danach verlässt

Ich weiß jetzt, was für'n Mensch du bist
Und du fragst mich, „Warum kämpfst du nicht?“
Weil ich weiß, was für'n Mensch du bist
Also frag nicht, „Warum kämpfst du nicht?“
Ich weiß jetzt, was für'n Mensch du bist, du fragst mich, „Warum kämpfst du nicht?“
Dass ich all die Jahre nur für dich da war, erkennst du nicht, heh?
Ich weiß jetzt, was für'n Mensch du bist
Ich weiß jetzt, was für'n Mensch du bist

Und du fragst mich, „Warum kämpfst du nicht?“
Weil ich weiß, was für'n Mensch du bistEmbed"
Abdel,BALLER RMX,"November 25, 2022",de,"6 ContributorsBALLER RMX Lyrics

Baller', la-la-la
Ich zieh’ die Waffe und ich baller', la-la-la
(Oh, not another word, just)

La-la, la-la-la
Ich zieh' die Waffe und ich baller’, la-la-la (Bang, bang)
Marokkaner, doch ein asozialer-ler (Ja)
Keine Lust auf zu viel Bla-bla-bla-bla-bla
Ich will nur baller-ler-ler-lern

Ich ficke oft Frau'n weg
One-Night-Stand und sie kommt auch jetzt (Ah)
Sie hat Bock auf Sex
Stöhnt, bis sie den ganzen Block aufweckt (Yeah)
Normal fickt sie nur mit Pop-Sound-Acts (Pop-Sound-Acts)
Sie isst kein Schwein, aber Vorhaut schmeckt
Speicher' mich unter „Baby“
Ich ficke Future und DaBaby
Nachdem ich paar Gramm Jay zieh'
Geh' ich auf t-low mit Stahl-Basey (Ah)
Ey, vom Ladendieb zum AMG zu 'nem Lambo-Jeep (Yeah)
Du machst R&B, kaufst paar Fake-Streams so wie ART der Piç (Ya kelb)
Brutaler
Ich fick' nur Models und Movie-Stars (Ja)
Wenn ich dich mit Uzi jag'
Ist es ein Delikt wie der Fußballer (Hahaha)
Kam nicht leicht nach oben
Bin nicht reich geboren, hatte keine Kohle
Wenn sie sagen, „Du hast dein’n Hype verloren“
Ist es Zeit, dir die Eins zu holen
You might also like
Baller’, la-la-la
Ich zieh' die Waffe und ich baller’, la-la-la
Marokkaner, doch ein asozialer-ler
Keine Lust auf zu viel Bla-bla-bla-bla-bla
Ich will nur baller-ler-ler-lern (Oh, not another word, just)

La-la, la-la-la
Ich zieh' die Waffe und ich baller', la-la-la (Bang, bang)
Marokkaner, doch ein asozialer-ler (Ja)
Keine Lust auf zu viel Bla-bla-bla-bla-bla
Ich will nur baller-ler-ler-lern (Ey)

Hala Madrid, warum machst du auf groß vor der Kamera, Bitch?
 deinen Track einen Ballermann-Hit und checkst danach den Slip von 'ner Araber-Clit
Man sieht schon nach ein paar Komaschlägen, wie sie an meinem Hoden kleben
Ich bin König, denn so gesehen küssen sie mir die Kronjuwelen
Leidenschaftlicher Benz-Fahrer, doch hast keine Scheine für Rappartner
Hab’ leider kein Haze im Pack, aber bring' Highlightzeilen wie'n Textmarker
Du weißt, dass Dealen da echt hart war, bleibst weiter nur ein Für-Sex-Zahler
Zeig einfach nicht deine Tracks, sonst werd' ich kreidebleich wie dein Pep, Brother
Ah, Brutaler, ich ficke Hotties mit gutem Arsch
Ah, du denkst, du bist Superstar, nimmst den Benz immer wie der Fußballer
Drogu, Farid, das Dreamteam
Lo ti amo, ich ziel', schieß'
Hol' mir alles für viel, krieg'
Mach's so wie Karosh, ich zieh', zieh'
Baller', la-la-la
Der Ösi und der Marokkaner-ner-ner-ner
Das ist kein Remix, das ist Genkidama-ma
Ich dreh' den Sound ab jetzt auf maximalen Bass
Und weck' die ganze Nachbarschaft (Oh, not another word, just)

La-la, la-la-la
Ich zieh' die Waffe und ich baller', la-la-la (Bang, bang)
Marokkaner, doch ein asozialer-ler (Ja)
Keine Lust auf zu viel Bla-bla-bla-bla-bla
Ich will nur baller-ler-ler-lern (Ey, ey)Embed"
Abdi,ALGORHYTHMUS,"December 4, 2020",de,"13 ContributorsALGORHYTHMUS Lyrics

„Man hat ja noch ein'n Schlabbertrunk in der Reserve“ (Haha)

Was los? Jetzt ich bin Frankfurter
Der sich Innenstadt privatbunkert
Warte ab, es wird bald dunkel
Und ich bin wieder am Start, boom, bang
Was hast du gedacht? (Eh?)
Von Settla rauchen pachita wird man auch kein Superstar
Haifisch Darmstadt, Abdi macht
Nebenbei Nike-Deals, Kappa, Adidas
Kein Ding, ganze Familia
Krieg' ich auch ohne Abi satt
Dank trois-huit-cinq, ja, Digga
Stehplatz Eintracht, UEFA Heimat
Bös auf Baida, dreh am Zeiger
Bewölkt bis heiter, egal weiter
Dick gedrudft, mich hat nix gеjuckt
Kriegte nichts genug, pumptе Hits im Zug
Vom Big und 2 mit X im Mund
High wie die Hindenburg, du kleine Missgeburt
Gib ihn Whiskey pur schon um siebzehn Uhr
Kein Business-Move, du Witzfigur
C & A, kurater Süder Flow, ye-ye, leggo
You might also like
Aus Erfahrung anderer zu lernen
Ist wie Ronaldinho-Skillwert, fünf Sterne
Wenn Inkasso, Interpol, Pikachu, Flaschen-Disko
Sich wiederhol'n: Algorithmus
Aus Erfahrung anderer zu lernen
Ist wie Ronaldinho-Skillwert, fünf Sterne
Wenn Inkasso, Interpol, Pikachu, Flaschen-Disko
Sich wiederhol'n: Algorithmus

Merianplatz, Klingerschule
Jeden Tag Verspätung, U4
DMX, The RZA, Luniz
Irgendwann kommt vielleicht Tminjet zu mir (Bitte)
Von allein, erste Lesson, Sound of Frankfurt
Damit Geld reinkommt, musst du's aus Fenster werfen
Ich mein's ernst, ihr Deppen
Next Level, A ihr Fotzen (Ach)
Hol' bei Faisal Plomben
Und leg' Lines, die so long wie Houston Hakeem Oulajuwon sind
Die Zeile dropp' ich an meine Freunde
Die auf Teile kotzen bei Polizeikontrolle
Und dann Weißes rotzen, mach dir keine Sorge (Chill)
Du weißt Goldstein bis Zwolle
Goldrausch wie am Yukon hier
Wallah billah, Jungs von mir
Wissen Dollar ist doch nur Papier
Niemand bockt das, wir wollen Flouz verdienen (Ma3lich)
Wenn Clarissa mittags Hit-Markt Jacky-Dose chockt
Dann ist das Real-Life-Story und kein Photoshop
Aus Erfahrung anderer zu lernen
Ist wie Ronaldinho-Skillwert, fünf Sterne
Wenn Inkasso, Interpol, Pikachu, Flaschen-Disko
Sich wiederhol'n: Algorithmus
Aus Erfahrung anderer zu lernen
Ist wie Ronaldinho-Skillwert, fünf Sterne
Wenn Inkasso, Interpol, Pikachu, Flaschen-Disko
Sich wiederhol'n: Algorithmus

„Ahh, das ist besser wie Medikamente“Embed"
Sarhad Sagvan Abdulkhaleq,Depression,"August 12, 2022",de,"1 ContributorDepression Lyrics

Depressionen, dass in unsrer Welt
Ganz alleine sind wir unterwegs
Jede Hilfe kommt zu spät
Alles zu spät, wird uns Gott noch verzeih'n?
Zu viel Drama

Zelle, wallah, müss'n wegrenn'n
Mama, ich hör' dich nicht
Bad Eyes, wir haben alles geseh'n, leb'n gefährlich
Dass der  mich schlecht , dass verdränge ich (Ah)
Ob der Scheiß sich mal ändern, weiß ehrlich nicht (Ah)
Wir betäuben uns mit Henny und Cali-Shit (Ja)
Ich würde, werde niеmals aufhör'n bis Ende ist (Ja)
Und schon wieder kommеn Bullen und fangen uns ab
Mama wir hör'n gar nicht auf, bis es klappt
Entweder reich oder direkt ins Bau
Dass wir bereuen, haben zu oft 
Wollen nur weg
Seit der Kindheit ist alles verkehrt
Das 'ne andre Welt
Aber 
You might also like
Depressionen, dass in unsrer Welt, ey
Ganz alleine sind wir unterwegs, ey
Jede Hilfe kommt zu spät, bereits zu spät
Alles zu spät, wird uns Gott noch verzeih'n?
Depressionen, dass in unsrer Welt, ey
Ganz alleine sind wir unterwegs, ey
Jede Hilfe kommt zu spät, bereits zu spät
Alles zu spät, wird uns Gott noch verzeih'n?

Wird uns Gott noch verzeih'n?
Kann es nicht prophezei'n
Kipp' den Jacky hinein
Wir sind drunk, wir sind high
Sind zerfressen vom Leid
Uns wird hier niemanden 
Ich bin leid von dieser Straße, doch bin davon besessen
Bist du gerad , dann bist du bei der falschen Adresse
Bruder, dieses Leben ist für Stiche in dein Herzen
Wer kann uns davon befrei'n?
Um die Tat zu beräu'n ist es zu spät (Ja)
Gift in den Venen
Jeder von den Jungs passt ins Täterprofil
Du glaubst ich übertreibe, doch jeder von hier weiß
Im Dschungel aus Beton gibt es keine andre Möglichkeit
Und wieder wird  gewechselt, wechselt
Doch diese Hood ist verpestet
Komm', mach dir selber ein Bild und halt die Fresse
Depressionen, dass in unsrer Welt, ey
Ganz alleine sind wir unterwegs, ey
Jede Hilfe kommt zu spät, bereits zu spät
Alles zu spät, wird uns Gott noch verzeih'n?
Depressionen, dass in unsrer Welt, ey
Ganz alleine sind wir unterwegs, ey
Jede Hilfe kommt zu spät, bereits zu spät
Alles zu spät, wird uns Gott noch verzeih'n?Embed"
Sarhad Sagvan Abdulkhaleq,Ghetto,"August 12, 2022",de,"1 ContributorGhetto Lyrics

Wir sind Kinder aus'm Block, ey
Wir sind wach, dass bis zum morgen
Müssen parallel besorgen
Wir stressen Mamas Sorgen
Denn unsre Gegend ist verdorben
Wegen Pillen, Hasch und Ott, ey
Oh Bruder, wir sind Tage und nächte lang unterwegs
Hier im Norden ist es kalt, dort  liegt zu viel Schnee
Die Sonne ist zwar da, aber spüren die Wärme nicht
Deswegen dreh'n Brüder das Haze im OCB
Wir habеn keine Wahl, muss voran komm'n
Bullen klopfеn an in der Nacht
Und Mama, du hast recht
Unsre Welt ist paradox
Kiffen morgens Haze, aber beten dann zu Gott

Sind verlor'n hier im Block jeden Tag
Bis zum morgen sind wir da, machen was

Zu viel Schnee in mei'm Ghetto, ja
Tragen Narben, keine Tattoos, ja
Sag' mir, wo bleibt unsre Rettung, ja
Sag' mir, wo bleibt unsre Rettung, ey
Zu viel Schnee in mei'm Ghetto, ja
Tragen Narben, keine Tattoos, ja
Sag' mir, wo bleibt unsre Rettung, ja
Sag' mir, wo bleibt unsre Rettung, ey
You might also like
Zu viel Schnee in mei'm Ghetto-Ghetto-Ghetto (Ja)
Wo bleibt unsre Rettung-Rettung-Rettung? (Ey)
Auch wenn mal die Sonne scheint, ist es hier richtig kalt
Bewegen uns hier Schritt für Schritt, immer auf dünnem Eis
In der Gegend wird es nur heiß, wenn du Kilos schmeißt
Ansonsten ist es hier am schnei'n, wegen Kilos weiß
Vielleicht hört sich für dich seltsam an
Doch wir könn'n nicht weg wegen Batzen in Geldklammern
Fällt 'ne Träne von Mama sind wir wie 
Der eine am ackern, der andre muss geh'n
Parallele Welt, Kreislauf des Lebens
Will keine Tage, sondern bunte Scheine zähl'n

Sind verlor'n hier im Block jeden Tag
Bis zum morgen sind wir da, machen was

Zu viel Schnee in mei'm Ghetto, ja (Schnee in mei'm Ghetto)
Tragen Narben, keine Tattoos, ja (Narben, keine Tattoos)
Sag' mir, wo bleibt unsre Rettung, ja (Ja, ja, ja)
Sag' mir, wo bleibt unsre Rettung, ey (Ja, ja, ja)
Zu viel Schnee in mei'm Ghetto, ja (Schnee in mei'm Ghetto)
Tragen Narben, keine Tattoos, ja (Narben, keine Tattoos)
Sag' mir, wo bleibt unsre Rettung, ja (Ja)
Sag' mir, wo bleibt unsre Rettung, ey (Ja)
Sag' mir, wo bleibt unsre Rettung?
Sag' mir, wo bleibt unsre Rettung?
Sag' mir, wo bleibt unsre Rettung?
Sag' mir, wo bleibt unsre Rettung?Embed"
Abfall,Knietief im Falschen,"April 27, 2016",de,"1 ContributorKnietief im Falschen LyricsNenn es kein Comeback
Das ist die Rückkehr aus der inneren Migration
Nenn es kein Comeback
Die Aufgabe dort habe ich nie richtig gelebt
Ich will aber kein Versprechen
Ich will eine Garantie
Jetzt will ich kein Versprechen
Ich will jetzt eine Garantie
Ich will kein Versprechen
Ich will eine Garantie
Ich will kein Versprechen
Ich will eine Garantie
Knietief im Falschen
Zeitgeist
Fehlfunktion
Knietief im Falschen
Zeitgeist
FehlfunktionYou might also likeEmbed"
Abfall,Überkatze,"February 16, 2015",de,"1 ContributorÜberkatze LyricsKatzen mit ihren kleinen Tatzen schlendern
An  die Blumentöpfe der Bourgeoisie
Da  vermuten wir sie nie
Nein
An den Blumentöpfen der Bourgeoisie
Da  vermuten wir sie nie
Katzen  mit ihren kleinen Tatzen schlendern
An die Blumentöpfe der Bourgeoisie
Da  vermuten wir sie nie
Nein
An den Blumentöpfen der Bourgeoisie
Da vermuten wir sie nie
Der  Junge von nebenan hat heute etwas bess'res zutun
Heute nichts mit Übermensch
Das Seil hängt zu weit durch
Hat was bess'res zutun
An den Blumentöpfen Bourgeoisie
Da vermuten wir sie nie
Der Junge von nebenan hat heute etwas bess'res zutun
Heute nichts mit Übermensch
Das Seil hängt zu weit durch
Hat was bess'res zutun
An den Blumentöpfen Bourgeoisie
Da vermuten wir sie nie
You might also likeDer Junge von nebenan hat heute etwas bess'res zutun
Der Junge von nebenan hat heute etwas bess'res zutun
Der Junge von nebenan hat heute etwas bess'res zutun
Heute nichts mit Übermensch
Das Seil hängt zu weit durchEmbed"
Abfluss,Interlude 1,"June 16, 2017",de,"1 ContributorBadekräuter LyricsPart 1 (Neko):
Deutscher Rap ist nur für Pussys so wie Badekräuter
Ich fick deine Alte von hinten und sie ist schwanzgesteuert
Bitch ich bin kein Teil von einer Gang, sondern nem Movement
Dass dich Hurensohn solang in deine  schiebt bis sie blutet
Ich höre Jubelschreie wenn ich Groupies deine Sharmuta zeige
Und wir Kreise bildend die Fotze Opfern für 2Pacs Leiche
Bitches wollen Zärtlichkeit und ich reiße deine Gebärmutter entzwei
Und sie hat Fußband-Breite
Nutte der Underdog der deine Verwandten stalkt und sie killt
Digga die Tante von dir fließt, wenn ich fertig bin, durch das Abflussrohr
Ich habe Beschwerden im Rücken, weil ich die Milf gestern ausnahmsweise mal nicht zerstückelt habe für den Transporter
Und ich gebe da Äym Recht, Rap muss etwas härter werden
Und als erste Handlung wird Savas nochmal der Rap erklärt
Dann der Belvedair-Schwuchtel das Mikrofon aus dem Arsch gebumbst
Denn meine Schwanzlänge reicht locker für den 1,20 Wurm
Interlude:
""Willst du wissen was meine Moral ist? Ja?
Aber nicht das du es dann bereust."" ""Wieso denn?""

Part 2 (Äym):
Ich bin Äym, mein Zeichen 
Und bin damit beschäftigt 2Pac was von Realness zu erzählen
Du versuchst dich im Rap? Du kleiner Hurensohn
Doch deine Lines klingen wie aus einem Kollegah-Punchline-Outlett, Alter was
Du bekommst von jedem eine Kopfnuss
Du bist ein Ottonormalverbraucher in diesem Rap-Buis
Ja Nutte ich sehs, dass Imperator-Shirt ist heftig
Punchline Gerape einfach aus Laune
Du bist älter als 10  ey ich hau dir in die Schnauze
Yeah boi, ich mach vor gar nichts halt
Komm rum wenn du minderjährig bist, ich besorg dir einen Schnaps
Und zieh dich ab gib mal dein Bares
Ich lass dich meine Palette Turbo bezahlen und tragen
Und jeder der behautpet Äym und Neko wären wacke Spasten
Kann nach dem Battle sein Handy als eine Scheiß Kette tragenYou might also likeEmbed"
Abfukk,"Alles, was ihr wissen müsst","January 1, 2011",de,"1 ContributorAlles, was ihr wissen müsst Lyrics
Alles was ihr wissen müsst
Alles was ihr wissen müsst
Ist das alles scheiße ist
Schon geht es los
Warum denn nur so negativ
Ist das der ganze Inhalt
Seit ja total primitiv
Wer hat denn euch gefragt?
Niemand!

Weil ihr ja eh alles viel besser wisst
Wir sind das Geschwür im gutbürgerlichen Magen
Und gleichzeitig die Medizin um es zu ertragen
Wir können euch nicht ertragen – Nein

Jetzt steht ihr wieder da
Mit erhobenem Zeigefinger
Eurer Meinung nach
Ist den Kids doch alles Scheißegal
Was wir für euch übrig haben
Hass – Hass – Hass – Hass
Na bitte sehr, wir bleiben lieber asozial
You might also likeEmbed"
Abiad,Straßenköter,"February 9, 2018",de,"3 ContributorsStraßenköter Lyrics
Neukölln-Nord, im A7
Ballern in Limousinen
Fick mal, billige Whiskey
Mein Leber bekommt nur Chivas Regal
Auf  der Tod kommt schnell (kommt schnell)
Jetzt renn renn du bist kein Held (Kein Held)
Brenn brenn (Brenn brenn)
Molotov-Cocktail Bang bang
Cops kriegen schock denn
ACAB ist mein Motto du Fotze
Nasen zu rotzen mit edelnen Stoffen
Geld ist gebunkert in Adidas-Socken
Rauchen, Ballern, Saufen, Kotzen (aaah)
 du weißt eh Bescheid
Erzähl kein Scheiß, ich riech den Neid
Meilenweit - also mach n' Abgang
Weil ich Ratten wie euch nicht ab kann
Und ihr Platzt dann ""Bam Bam"" Luftbaloon
Steck mein Schwanz rein bis ihr keine Luft bekommt
Neukölln-Vietkong, Viehkucker
Hubabuba Marakuja Weed-Smoker

Die Hood meine Welt, kuck nicht
Vom Pushen das Geld ist schmutzig
Nein, nein, nein, nein kuck nicht
Wenn der erste Schuß fällt: Duck dich
You might also likeDie Hood meine Welt, kuck nicht
Vom Pushen das Geld ist schmutzig
Nein, nein, nein, nein kuck nicht
Wenn der erste Schuß fällt: Duck dich ja

Wir sind Straßenköter auf der Jagd
Ratten kleben uns am Arsch
Wir leben hinein in den Tag
Seele wurd' schwarz wegen Pulver und Gras

Zwinker, Zwinker - Stubsi, Stubsi
Und Haki ist in love mit ihrer Pussy -
Bin in love mit ihrer Pussy
Ja, ja bin in love mit ihrer Pussy
Pack sie an den Haaren, beiß ihr in den Nacken
Schon spreizt sie ihre Backen und wir treiben's wie die Affen
Bring die Schlampen ins Bett wie der Sandmann
Von langsam bis Bam Bam
Sie macht den Spagat auch im Handstand
So viele Pussy's - zu wenig Matrazen
Ich brauch die Gummis nicht nur für die Batzen
Straßencasanova, Carlo-Pullover
Immer Up-to-date den Vodka mischt man gerade mit Soda (Ok)
Augen auf'm Straßenverkehr
Scharf wie die  digga den der Magen ist leer
Yeah, sage mir wer macht es so wie wir
Doppel vier hashtag, ich war hier wo wart ihr?
Die Hood meine Welt, kuck nicht
Vom Pushen das Geld ist schmutzig
Nein, nein, nein, nein kuck nicht
Wenn der erste Schuß fällt: Duck dich
Die Hood meine Welt, kuck nicht
Vom Pushen das Geld ist schmutzig
Nein, nein, nein, nein kuck nicht
Wenn der erste Schuß fällt: Duck dich ja

Wir sind Straßenköter auf der Jagd
Ratten kleben uns am Arsch
Wir leben hinein in den Tag
Seele wurd' schwarz wegen Pulver und GrasEmbed"
Abija,Niagara,"April 28, 2023",de,"1 ContributorNiagara Lyrics
Ja
Wir haben von Krümeln gelebt
Jagen das Grün wenn es geht
Egal ob von früh oder spät
Ich bin übel per se
Doch nehm mir mein Brot und ich sprüh die AK
Jumpe bei Gefahr
Keine Zeit für Spaß
Alle Scheine bar
Ja ich hustle für die Ahnen
Baba sei gewarnt
Halt die Feinde nah
Kein Tag ohne hustlen
Die Farben der Fabeln schon lange verwaschen
Ich hoffе nur das meine Narben vеrblassen und gradlinig zu nem Mandala verwachsen
Bleib reserviert wie die Navajo
Glaub mir bei beef 
 wie bei Manitu
Lass sie singen wie Guantanamo
Tun auf beste Freunde doch ein falsches Grinsen spielt ne echte Rolle
Bete leise für den Regenfall und muss mich ducken wenn ich um die Ecke komme

Versteck die Narben unter Tinte auf der Haut
Ich lass die alten Geister hinter mir und lauf
Doch egal wohin, der Regen hört nicht auf
Der Regen hört nicht auf
Bis sie mich fallen sehen wie Niagara
Niagara
Niagara
You might also like
Wir haben von Asche gelebt da hast du dich noch in deiner Mama gedreht
So viele Ratten, sie stellen sich selber ein Bein und erwarten mich fallen zu sehen
Rauch in der Luft, deine Feelings verbrannt
Brüder, sie kommen wie Cherokee Stamm
Sippe regelt willst du Business reden ja dann gib mir gefälligst ne Milli pro Hand
I’m a rider
Egal ob bei Wind ob bei Wetter
Keiner hier will die Vendetta
Weine, sie wollen es vertiefen doch ich bin geboren in stillen Gewässern
Sie nennen sich Macher Bro, aber die meisten gewinnen nicht fair
Halte seit Jahren mein Kopf über Wasser
Ich hab mit den Haien das schwimmen gelernt
Pussy

Versteck die Narben unter Tinte auf der Haut
Ich lass die alten Geister hinter mir und lauf
Doch egal wohin, der Regen hört nicht auf
Der Regen hört nicht auf
Bis sie mich fallen sehen wie Niagara
Niagara
Niagara

Versteck die Narben unter Tinte auf der Haut
Ich lass die alten Geister hinter mir und lauf
Doch egal wohin, der Regen hört nicht auf
Bis sie mich fallen sehen wie Niagara
NiagaraEmbed"
