,Unnamed: 0,Artist,Artist_ID,Album,Album_ID,Release_Date,Title,Full_Title,Song_ID,Language
7,7,1099,209826,10999,831505,"October 29, 2021",INTRO (10999),INTRO (10999) by King Khalil,7337100,de
8,8,1099,209826,10999,831505,"October 29, 2021",MEINE DUNYA,MEINE DUNYA by King Khalil,7337101,de
9,9,1099,209826,10999,831505,"October 29, 2021",GIB IHM,GIB IHM by King Khalil & AK 33,7337102,de
10,10,1099,209826,10999,831505,"October 29, 2021",10999,10999 by King Khalil,7337103,de
12,12,1099,209826,10999,831505,"October 29, 2021",HIGH FÜR IMMER,HIGH FÜR IMMER by King Khalil & Trippie Boi,7337099,de
13,13,1099,209826,10999,831505,"October 29, 2021",AVENGERS,AVENGERS by King Khalil & Trippie Boi,7337105,de
14,14,1099,209826,10999,831505,"October 29, 2021",WEITER WIE GEWOHNT,WEITER WIE GEWOHNT by King Khalil,7337106,de
15,15,1099,209826,KING KONG,546439,"January 31, 2020",INTRO (KING KONG),INTRO (KING KONG) by King Khalil,5189156,de
16,16,1099,209826,KING KONG,546439,"January 31, 2020",BUNDESWEIT,BUNDESWEIT by King Khalil (Ft. Fler),4532899,de
17,17,1099,209826,KING KONG,546439,"January 31, 2020",KUKU x ALPHA,KUKU x ALPHA by King Khalil (Ft. Kollegah),5189157,de
18,18,1099,209826,KING KONG,546439,"January 31, 2020",Nachts im AMG,Nachts im AMG by King Khalil,4718341,de
19,19,1099,209826,KING KONG,546439,"January 31, 2020",HOLLANDA,HOLLANDA by King Khalil (Ft. Mert),5189158,de
20,20,1099,209826,KING KONG,546439,"January 31, 2020",AHU,AHU by King Khalil,4935218,de
21,21,1099,209826,KING KONG,546439,"January 31, 2020",MOON,MOON by King Khalil & Lil Lano,5109178,de
22,22,1099,209826,KING KONG,546439,"January 31, 2020",REAL LIFE,REAL LIFE by King Khalil (Ft. Edin),4822439,de
23,23,1099,209826,KING KONG,546439,"January 31, 2020",KILLA,KILLA by King Khalil (Ft. 2Ton),5189159,de
24,24,1099,209826,KING KONG,546439,"January 31, 2020",SYSTEM,SYSTEM by King Khalil & Maestro,5056150,de
25,25,1099,209826,KING KONG,546439,"January 31, 2020",ALL BLACK,ALL BLACK by King Khalil (Ft. PA Sports),5189160,de
26,26,1099,209826,KING KONG,546439,"January 31, 2020",VAY VAY,VAY VAY by King Khalil,5189161,de
27,27,1099,209826,KING KONG,546439,"January 31, 2020",KOKAIN,"KOKAIN by King Khalil, Azan & KAY AY",5002266,de
28,28,1099,209826,KING KONG,546439,"January 31, 2020",BABYLON,BABYLON by King Khalil (Ft. Azad),5189162,de
29,29,1099,209826,KING KONG,546439,"January 31, 2020",ALLEIN,ALLEIN by King Khalil (Ft. Mois),5189163,de
30,30,1099,209826,KING KONG,546439,"January 31, 2020",STADA,STADA by King Khalil,5621481,de
31,31,1099,209826,KING KONG EP,595737,"January 31, 2020",MO SALAH FLOW,MO SALAH FLOW by King Khalil,5189192,de
33,33,1099,209826,KING KONG EP,595737,"January 31, 2020",MAKINA,MAKINA by King Khalil (Ft. Sinan-G),5189193,de
34,34,1099,209826,KING KONG EP,595737,"January 31, 2020",GIFTIG,GIFTIG by King Khalil (Ft. Payman),5189194,de
36,36,1099,209826,B-TK,474321,"February 1, 2019",Anzug Lacoste,Anzug Lacoste by King Khalil,4158533,de
37,37,1099,209826,B-TK,474321,"February 1, 2019",Push Push,Push Push by King Khalil,4158534,de
38,38,1099,209826,B-TK,474321,"February 1, 2019",Ring Ring Ring,Ring Ring Ring by King Khalil (Ft. Laruzo),4158535,de
39,39,1099,209826,B-TK,474321,"February 1, 2019",Klick Klick,Klick Klick by King Khalil,4052959,de
40,40,1099,209826,B-TK,474321,"February 1, 2019",Nicht weit,Nicht weit by King Khalil,4158536,de
42,42,1099,209826,B-TK,474321,"February 1, 2019",Kuku Bandit,Kuku Bandit by King Khalil,4158537,de
43,43,1099,209826,B-TK,474321,"February 1, 2019",Eine Fam,Eine Fam by King Khalil (Ft. AP (DEU)),4158538,de
45,45,1099,209826,B-TK,474321,"February 1, 2019",Gib mir dein Para,Gib mir dein Para by King Khalil,4158540,de
47,47,1099,209826,B-TK,474321,"February 1, 2019",Kriminell 2,Kriminell 2 by King Khalil (Ft. Anonym),4158541,de
48,48,1099,209826,B-TK,474321,"February 1, 2019",Griezmann,Griezmann by King Khalil,3944655,de
49,49,1099,209826,B-TK,474321,"February 1, 2019",Kuku Kuku,Kuku Kuku by King Khalil (Ft. Beto),4158542,de
50,50,1099,209826,B-TK,474321,"February 1, 2019",Loyalität,Loyalität by King Khalil,4158543,de
51,51,1099,209826,B-TK,474321,"February 1, 2019",Berlin,Berlin by King Khalil (Ft. KAY AY),3876755,de
52,52,1099,209826,B-TK,474321,"February 1, 2019",G-Klasse,G-Klasse by King Khalil (Ft. Lil Lano & M.O.030),4158550,de
53,53,1099,209826,B-TK,474321,"February 1, 2019",Ananas KUKU,Ananas KUKU by King Khalil (Ft. Lil Lano & Trippie Boi),4158551,de
54,54,1099,209826,B-TK,474321,"February 1, 2019",Caramell,Caramell by King Khalil,4158552,de
55,55,1099,209826,B-TK,474321,"February 1, 2019",Immer noch 2,Immer noch 2 by King Khalil,4158553,de
56,56,1099,209826,B-TK,474321,"February 1, 2019",All In,All In by KAY AY (Ft. AP (DEU) & Beto),4158592,de
57,57,1099,209826,B-TK,474321,"February 1, 2019",Für euch,Für euch by KAY AY,3990411,de
58,58,1099,209826,B-TK,474321,"February 1, 2019",Money mit Päckchen,Money mit Päckchen by KAY AY,4158594,de
59,59,1099,209826,B-TK,474321,"February 1, 2019",Palast,Palast by Kay Ay & AP,4158595,de
60,60,1099,209826,B-TK,474321,"February 1, 2019",Fans stabil,Fans stabil by KAY AY (Ft. Beto),4203976,de
67,67,1099,209826,Kuku Effekt,381617,"March 9, 2018",Strasse im Blut,Strasse im Blut by King Khalil,3537857,de
68,68,1099,209826,Kuku Effekt,381617,"March 9, 2018",Scharf schießen,Scharf schießen by King Khalil (Ft. Sa4),3537858,de
70,70,1099,209826,Kuku Effekt,381617,"March 9, 2018",Kriminell,Kriminell by King Khalil,3371744,de
71,71,1099,209826,Kuku Effekt,381617,"March 9, 2018",Wie ich will oder gar nicht,Wie ich will oder gar nicht by King Khalil,3537860,de
72,72,1099,209826,Kuku Effekt,381617,"March 9, 2018",Dealer aus Prinzip,Dealer aus Prinzip by King Khalil (Ft. Capital Bra),3413378,de
73,73,1099,209826,Kuku Effekt,381617,"March 9, 2018",Euer Scheiss,Euer Scheiss by King Khalil,3537861,de
74,74,1099,209826,Kuku Effekt,381617,"March 9, 2018",Immer noch,Immer noch by King Khalil,3524722,de
75,75,1099,209826,Kuku Effekt,381617,"March 9, 2018",Warum,Warum by King Khalil (Ft. Prinz Pi),3537862,de
76,76,1099,209826,Kuku Effekt,381617,"March 9, 2018",Hautfarbe kriminell braun,Hautfarbe kriminell braun by King Khalil,3537863,de
77,77,1099,209826,Kuku Effekt,381617,"March 9, 2018",Stapel Cash,Stapel Cash by King Khalil (Ft. Capital Bra),3537864,de
78,78,1099,209826,Kuku Effekt,381617,"March 9, 2018",Is so,Is so by King Khalil (Ft. Massiv),3537865,de
79,79,1099,209826,Kuku Effekt,381617,"March 9, 2018",Taktik,Taktik by King Khalil,3537866,de
80,80,1099,209826,Kuku Effekt,381617,"March 9, 2018",Ist okay,Ist okay by King Khalil,3537867,de
81,81,1099,209826,Kuku Effekt,381617,"March 9, 2018",Kein Entkommen,Kein Entkommen by King Khalil (Ft. Capital Bra),3571383,de
82,82,1099,209826,Kuku Effekt,381617,"March 9, 2018",An der Bong,An der Bong by King Khalil (Ft. Capital Bra),3571384,de
83,83,1099,209826,Kuku Effekt,381617,"March 9, 2018",Steine aus dem Weg,Steine aus dem Weg by King Khalil (Ft. Capital Bra),3571385,de
84,84,1099,209826,Kuku Effekt,381617,"March 9, 2018",Alles kommt wie es muss,Alles kommt wie es muss by King Khalil (Ft. Capital Bra),3571386,de
85,85,1099,209826,Kuku Effekt,381617,"March 9, 2018",Komplett lila,Komplett lila by King Khalil (Ft. Capital Bra & KAY AY),3571387,de
111,111,1099,209826,Kreide EP,328552,"February 3, 2017",Kino,Kino by King Khalil (Ft. Capital Bra),2421637,de
112,112,1099,209826,Kreide EP,328552,"February 3, 2017",Mein Messer sagt OK,Mein Messer sagt OK by King Khalil,2974139,de
113,113,1099,209826,Kreide EP,328552,"February 3, 2017",Kreide,Kreide by Capital Bra (Ft. King Khalil),2804002,de
114,114,1099,209826,Kreide EP,328552,"February 3, 2017",Traditionell,Traditionell by King Khalil,2974588,de
115,115,1099,209826,Kreide EP,328552,"February 3, 2017",Ob West oder Ost,Ob West oder Ost by King Khalil,2974811,de
126,126,1099,209826,Endzeit EP,109044,"January 15, 2012",Großstadtschakale,Großstadtschakale by King Khalil (Ft. Celo & Abdi),484493,de
127,127,1099,1147106,Obskur,576734,"December 20, 2019",Tag Eins,Tag Eins by RAPKREATION,5007440,de
128,128,1099,1147106,Obskur,576734,"December 20, 2019",Ausblick,Ausblick by RAPKREATION,5109896,de
129,129,1099,1147106,Obskur,576734,"December 20, 2019",Berlin brennt,Berlin brennt by RAPKREATION,5095202,de
130,130,1099,1147106,Obskur,576734,"December 20, 2019",Keiner Mehr Da,Keiner Mehr Da by RAPKREATION,5109897,de
131,131,1099,1147106,Obskur,576734,"December 20, 2019",Tiger,Tiger by RAPKREATION,5109898,de
132,132,1099,1147106,Obskur,576734,"December 20, 2019",Bass im Kopf,Bass im Kopf by RAPKREATION,5109899,de
133,133,1099,1147106,Obskur,576734,"December 20, 2019",Gasse,Gasse by RAPKREATION,5109900,de
134,134,1099,1147106,Obskur,576734,"December 20, 2019",Sandsack,Sandsack by RAPKREATION,5109901,de
135,135,1099,1147106,Obskur,576734,"December 20, 2019",25 Stimmen,25 Stimmen by RAPKREATION,5109902,de
136,136,1099,1147106,Obskur,576734,"December 20, 2019",Medusa,Medusa by RAPKREATION,5109903,de
137,137,1099,1147106,Obskur,576734,"December 20, 2019",2050,2050 by RAPKREATION,5061161,de
138,138,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",Intro,Intro by RAPKREATION,4440463,de
139,139,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",10997,10997 by RAPKREATION,4440464,de
140,140,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",Wach,Wach by RAPKREATION,4435472,de
141,141,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",Schwarzer Hoodie,Schwarzer Hoodie by RAPKREATION,4440465,de
142,142,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",Vagabunden,Vagabunden by RAPKREATION (Ft. Kwam.E),4440466,de
143,143,1099,1147106,RK.EP.NR.03,517755,"April 12, 2019",Schlaf ein,Schlaf ein by RAPKREATION,4440467,de
144,144,1099,1147106,RK.EP.NR.02,416384,"March 22, 2018",Bye Bye,Bye Bye by RAPKREATION,4197616,de
145,145,1099,1147106,RK.EP.NR.02,416384,"March 22, 2018",Kleine Welt,Kleine Welt by RAPKREATION,3624318,de
146,146,1099,1147106,RK.EP.NR.02,416384,"March 22, 2018",Hunger,Hunger by RAPKREATION (Ft. Dead Dawg & Monk),4197617,de
147,147,1099,1147106,RK.EP.NR.02,416384,"March 22, 2018",Moshpit,Moshpit by RAPKREATION,4197618,de
148,148,1099,1147106,RK.EP.NR.01,493265,"April 28, 2017",1. Mai,1. Mai by RAPKREATION,4203740,de
149,149,1099,1147106,RK.EP.NR.01,493265,"April 28, 2017",Ich und er,Ich und er by RAPKREATION,4203730,de
150,150,1099,1147106,RK.EP.NR.01,493265,"April 28, 2017",Wie gewohnt,Wie gewohnt by RAPKREATION (Ft. Big Pat),4203741,de
249,249,1099,1967570,Ott Couture,699371,"November 13, 2020",Uh Lala,Uh Lala by CANEY030,5403746,de
254,254,1099,1967570,Ott Couture,699371,"November 13, 2020",Handeln in Nikes,Handeln in Nikes by CANEY030,5953341,de
256,256,1099,1967570,HINTERM HERD,1040875,,KLEINE HANDYS GROSSE TRÄUME,KLEINE HANDYS GROSSE TRÄUME by CANEY030,8858490,de
257,257,1099,1967570,HINTERM HERD,1040875,,911,"911 by CANEY030, BANGWHITE, KARDO & X WAVE",8725778,de
258,258,1099,1967570,HINTERM HERD,1040875,,NAUNYN ECKE MARIANNEN,NAUNYN ECKE MARIANNEN by CANEY030,8629092,de
259,259,1099,1967570,HINTERM HERD,1040875,,GÜNAH,GÜNAH by CANEY030 & Eno,8571468,de
260,260,18 Karat,547530,UNCUT,827295,"January 7, 2022",REVISION,REVISION by 18 Karat,7298231,de
261,261,18 Karat,547530,UNCUT,827295,"January 7, 2022",LADE DIE AK,LADE DIE AK by 18 Karat,7302134,de
262,262,18 Karat,547530,UNCUT,827295,"January 7, 2022",KEHRSEITE DER MEDAILLE,KEHRSEITE DER MEDAILLE by 18 Karat,7487106,de
263,263,18 Karat,547530,UNCUT,827295,"January 7, 2022",IT WAS ALL A DREAM,IT WAS ALL A DREAM by 18 Karat (Ft. Farid Bang),7487107,de
264,264,18 Karat,547530,UNCUT,827295,"January 7, 2022",EXPRESS,EXPRESS by 18 Karat,7487108,de
265,265,18 Karat,547530,UNCUT,827295,"January 7, 2022",VOLLES MAGAZIN 2.0,VOLLES MAGAZIN 2.0 by 18 Karat,7487109,de
266,266,18 Karat,547530,UNCUT,827295,"January 7, 2022",GANGSTA GANGSTA 2.0,GANGSTA GANGSTA 2.0 by 18 Karat,7336597,de
267,267,18 Karat,547530,UNCUT,827295,"January 7, 2022",OHNE PLAN B,OHNE PLAN B by 18 Karat,7487110,de
268,268,18 Karat,547530,UNCUT,827295,"January 7, 2022",WIR SIND ECHT,"WIR SIND ECHT by 18 Karat (Ft. Brecho, Hamada & Hemso)",7487111,de
269,269,18 Karat,547530,UNCUT,827295,"January 7, 2022",UNCUT,UNCUT by 18 Karat,7487112,de
270,270,18 Karat,547530,UNCUT,827295,"January 7, 2022",GHETTO,GHETTO by 18 Karat (Ft. Olexesh),7487113,de
271,271,18 Karat,547530,UNCUT,827295,"January 7, 2022",WO WARST DU,WO WARST DU by 18 Karat (Ft. Summer Cem),7487114,de
272,272,18 Karat,547530,UNCUT,827295,"January 7, 2022",BAD BOY,BAD BOY by 18 Karat,7421840,de
273,273,18 Karat,547530,UNCUT,827295,"January 7, 2022",WHITE DEVIL,WHITE DEVIL by 18 Karat,7487115,de
274,274,18 Karat,547530,UNCUT,827295,"January 7, 2022",NUR NOCH EINMAL,NUR NOCH EINMAL by 18 Karat (Ft. Kollegah),7480226,de
275,275,18 Karat,547530,UNCUT,827295,"January 7, 2022",PULSRASEN,PULSRASEN by 18 Karat,7487117,de
277,277,18 Karat,547530,UNCUT,827295,"January 7, 2022",ALL EYEZ ON ME,ALL EYEZ ON ME by 18 Karat,7364547,de
282,282,18 Karat,547530,Plata O Plomo EP,720261,"January 8, 2021",ACAB,ACAB by 18 Karat,6351458,de
283,283,18 Karat,547530,Plata O Plomo EP,720261,"January 8, 2021",3D,3D by 18 Karat,6351460,de
284,284,18 Karat,547530,Plata O Plomo EP,720261,"January 8, 2021",GLITZER,GLITZER by 18 Karat,6351463,de
286,286,18 Karat,547530,Plata O Plomo EP,720261,"January 8, 2021",Verliebt in einen Gangster 2,Verliebt in einen Gangster 2 by 18 Karat (Ft. Nura),4823659,de
287,287,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",HARAM PARA,HARAM PARA by 18 Karat,6125122,de
288,288,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",KILOWEISE,KILOWEISE by 18 Karat,6125123,de
289,289,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",TRAFFIC,TRAFFIC by 18 Karat,6086723,de
290,290,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",PUSH PUSH PUSH,PUSH PUSH PUSH by 18 Karat,6125124,de
292,292,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",FUCK FAKE FRIENDS,FUCK FAKE FRIENDS by 18 Karat,6125125,de
293,293,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",GET RICH OR DIE TRYING 2,GET RICH OR DIE TRYING 2 by 18 Karat,6125126,de
294,294,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",KÄFIG AUS GOLD,KÄFIG AUS GOLD by 18 Karat,6125127,de
295,295,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",VIEL ZU ECHT,VIEL ZU ECHT by 18 Karat,6125128,de
296,296,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",GELB,GELB by 18 Karat,5873951,de
297,297,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",COSA NOSTRA,COSA NOSTRA by 18 Karat,5949867,de
298,298,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",INTERNATIONAL,INTERNATIONAL by 18 Karat,6125129,de
299,299,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",PGP,PGP by 18 Karat,6125130,de
300,300,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",VERRÜCKT,VERRÜCKT by 18 Karat,6125131,de
301,301,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",SYNDIKAT,SYNDIKAT by 18 Karat,6125132,de
302,302,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",MULTIKRIMINELL,MULTIKRIMINELL by 18 Karat,6125133,de
303,303,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",SCARFACE,SCARFACE by 18 Karat,6125134,de
304,304,18 Karat,547530,Narco Trafficante,668252,"January 8, 2021",FAMILIE,FAMILIE by 18 Karat,6125135,de
306,306,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Public Enemy,Public Enemy by 18 Karat,4474878,de
307,307,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Bandolero,Bandolero by 18 Karat (Ft. Farid Bang),4427610,de
308,308,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Ich bretter,Ich bretter by 18 Karat,4548501,de
309,309,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Mafia,Mafia by 18 Karat (Ft. AK AUSSERKONTROLLE),4548502,de
310,310,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",FMFL 3.0,FMFL 3.0 by 18 Karat,4523442,de
311,311,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019","Euros, Yen, Dollar","Euros, Yen, Dollar by 18 Karat",4548503,de
312,312,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Immer auf der Straße,Immer auf der Straße by 18 Karat (Ft. Gzuz),4548504,de
313,313,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Boyz in the Hood,Boyz in the Hood by 18 Karat,4407327,de
314,314,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Vatos Locos,"Vatos Locos by 18 Karat (Ft. Hamada, Play69 & Sipo)",4548505,de
315,315,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Vom Dealer zum Rapstar,Vom Dealer zum Rapstar by 18 Karat (Ft. Veysel),4548506,de
316,316,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Money over Bitches,Money over Bitches by 18 Karat,4548507,de
317,317,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Gucci & Versace,Gucci & Versace by 18 Karat (Ft. Capital Bra),4548508,de
318,318,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",So stell ich mir das vor,So stell ich mir das vor by 18 Karat,4367446,de
319,319,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Eskalieren,Eskalieren by 18 Karat (Ft. Summer Cem),4548510,de
320,320,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Je m’appelle Kriminell,Je m'appelle Kriminell by 18 Karat,4548511,de
321,321,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Money,Money by 18 Karat (Ft. KC Rebell),4548512,de
322,322,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Warum,Warum by 18 Karat (Ft. Kollegah),4548513,de
323,323,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Unterwelt,Unterwelt by 18 Karat,4566905,de
324,324,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",All In,All In by 18 Karat,4566911,de
325,325,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",9 Milly,9 Milly by 18 Karat,4566920,de
326,326,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",V8,V8 by 18 Karat,4566921,de
327,327,18 Karat,547530,Je m’appelle Kriminell,510359,"May 31, 2019",Gangstas Paradise,Gangstas Paradise by 18 Karat,4566922,de
328,328,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Intro (Supremos EP),Intro (Supremos EP) by 18 Karat (Ft. Play69),4582724,de
329,329,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Hunger,Hunger by Hamada,4582725,de
330,330,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Wer?,Wer? by Brecho,4582726,de
331,331,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Lila,Lila by Hemso,4582727,de
332,332,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Ghetto bei Nacht,Ghetto bei Nacht by Hamada (Ft. Brecho),4582728,de
333,333,18 Karat,547530,Supremos EP,531731,"May 31, 2019",Supremos Allstars,"Supremos Allstars by 18 Karat (Ft. Brecho, Hamada, Hemso & Play69)",4582729,de
334,334,18 Karat,547530,Supremos EP,531731,"May 31, 2019",La Familia,La Familia by Hemso (Ft. Brecho & Hamada),4582730,de
340,340,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Immer noch kein Rapper,Immer noch kein Rapper by 18 Karat,3500713,de
341,341,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Geld Gold Gras,Geld Gold Gras by 18 Karat,3500714,de
342,342,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Auf einmal sind alle korrekt,Auf einmal sind alle korrekt by 18 Karat (Ft. Bonez MC),3500715,de
343,343,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Global Player,Global Player by 18 Karat,3500716,de
344,344,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Hustla,Hustla by 18 Karat,3429990,de
345,345,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Intensivtäter,Intensivtäter by 18 Karat,3500717,de
346,346,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Zurück zum Anfang,Zurück zum Anfang by 18 Karat,3500718,de
347,347,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Dort wo ich steh,Dort wo ich steh by 18 Karat (Ft. KC Rebell),3500719,de
348,348,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Versace,Versace by 18 Karat,3468178,de
349,349,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Hundert Prozent,Hundert Prozent by 18 Karat,3500720,de
350,350,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Tam die Gangstas,Tam die Gangstas by 18 Karat (Ft. Play69),3500721,de
351,351,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Weltmacht,Weltmacht by 18 Karat,3500722,de
352,352,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Komm ins Café 2,Komm ins Café 2 by 18 Karat (Ft. Farid Bang),3500723,de
353,353,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Ghetto Prominenz,Ghetto Prominenz by 18 Karat,3500724,de
354,354,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Real Recognize Real,Real Recognize Real by 18 Karat,3500725,de
355,355,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Mama ist nicht stolz,Mama ist nicht stolz by 18 Karat,3500726,de
356,356,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Verliebt in einen Gangster,Verliebt in einen Gangster by 18 Karat,3500727,de
357,357,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Hublot,Hublot by 18 Karat,3500728,de
358,358,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Von der Hölle in die Charts,Von der Hölle in die Charts by 18 Karat,3500737,de
359,359,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Rein raus,Rein raus by 18 Karat,3500738,de
360,360,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Volles Magazin,Volles Magazin by 18 Karat,3500739,de
361,361,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Illegal,"Illegal by 18 Karat (Ft. Dabbl, Guantanamo, Hamada & Play69)",3500740,de
362,362,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Wann hör ich endlich auf,Wann hör ich endlich auf by 18 Karat,3500741,de
363,363,18 Karat,547530,Geld Gold Gras (Supremos Tour Edition),511256,"May 4, 2018",Bam Bam,Bam Bam by 18 Karat (Ft. Play69),3708615,de
392,392,18 Karat,547530,PUSHA,331313,"April 7, 2017",Ready to Die,Ready to Die by 18 Karat,3045885,de
393,393,18 Karat,547530,PUSHA,331313,"April 7, 2017",Straßenabitur,Straßenabitur by 18 Karat,3045899,de
394,394,18 Karat,547530,PUSHA,331313,"April 7, 2017",FMFL 2.0,FMFL 2.0 by 18 Karat,2993783,de
395,395,18 Karat,547530,PUSHA,331313,"April 7, 2017",Wahre Begebenheiten,Wahre Begebenheiten by 18 Karat (Ft. AK AUSSERKONTROLLE),3026069,de
396,396,18 Karat,547530,PUSHA,331313,"April 7, 2017",Gangsta Gangsta,Gangsta Gangsta by 18 Karat,3040149,de
397,397,18 Karat,547530,PUSHA,331313,"April 7, 2017",Löwen,Löwen by 18 Karat,3046312,de
398,398,18 Karat,547530,PUSHA,331313,"April 7, 2017",Ich glaub an dich,Ich glaub an dich by 18 Karat,3046313,de
399,399,18 Karat,547530,PUSHA,331313,"April 7, 2017",Psycho,Psycho by 18 Karat (Ft. KC Rebell),3045852,de
400,400,18 Karat,547530,PUSHA,331313,"April 7, 2017",Gegen den Fame,Gegen den Fame by 18 Karat,3046317,de
401,401,18 Karat,547530,PUSHA,331313,"April 7, 2017",Illegaler Lifestyle,Illegaler Lifestyle by 18 Karat,3045963,de
402,402,18 Karat,547530,PUSHA,331313,"April 7, 2017",Pusha,Pusha by 18 Karat,3045940,de
403,403,18 Karat,547530,PUSHA,331313,"April 7, 2017",Komm ins Café,Komm ins Café by 18 Karat (Ft. Farid Bang),3008404,de
404,404,18 Karat,547530,PUSHA,331313,"April 7, 2017",Braun grün gelb lila,Braun grün gelb lila by 18 Karat (Ft. Play69),3045921,de
405,405,18 Karat,547530,PUSHA,331313,"April 7, 2017",Mach ma keine Filme,Mach ma keine Filme by 18 Karat (Ft. Play69),3046748,de
406,406,18 Karat,547530,PUSHA,331313,"April 7, 2017",Crackcity,Crackcity by 18 Karat,3048344,de
407,407,18 Karat,547530,PUSHA,331313,"April 7, 2017",Wieder dicht,Wieder dicht by 18 Karat,3046668,de
408,408,18 Karat,547530,PUSHA,331313,"April 7, 2017",Dieser Weg,Dieser Weg by 18 Karat,3046511,de
