,Unnamed: 0,Artist,Artist_ID,Album,Album_ID,Release_Date,Title,Full_Title,Song_ID,Language
33661,33661,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Ihr Kinderlein Kommet,Ihr Kinderlein Kommet by Helene Fischer,2373578,de
33662,33662,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Fröhliche Weihnacht Überall,Fröhliche Weihnacht Überall by Helene Fischer,2373558,de
33663,33663,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Alle Jahre Wieder,Alle Jahre Wieder by Helene Fischer,2373561,de
33664,33664,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Süßer die Glocken nie klingen,Süßer die Glocken nie klingen by Helene Fischer,2373574,de
33665,33665,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015","Vom Himmel hoch, da komm’ ich her","Vom Himmel hoch, da komm' ich her by Helene Fischer (Ft. Xavier Naidoo)",2393660,de
33666,33666,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Lasst uns froh und munter sein,Lasst uns froh und munter sein by Helene Fischer,2373580,de
33667,33667,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Leise rieselt der Schnee,Leise rieselt der Schnee by Helene Fischer,2395096,de
33668,33668,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Maria durch ein Dornwald ging,Maria durch ein Dornwald ging by Helene Fischer,2395098,de
33670,33670,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Tochter Zion,Tochter Zion by Helene Fischer,2395104,de
33671,33671,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Am Weihnachtsbaum die Lichter brennen,Am Weihnachtsbaum die Lichter brennen by Helene Fischer,2395107,de
33672,33672,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",In der Weihnachtsbäckerei,In der Weihnachtsbäckerei by Helene Fischer,2395111,de
33673,33673,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",O Tannenbaum,O Tannenbaum by Helene Fischer,2395117,de
33674,33674,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Es ist ein Ros’ entsprungen,Es ist ein Ros' entsprungen by Helene Fischer,2396846,de
33675,33675,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Heilige Nacht,Heilige Nacht by Helene Fischer,2373575,de
33676,33676,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Ave Maria,Ave Maria by Helene Fischer,2373564,de
33677,33677,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015","Kling Glöckchen, klingelingeling","Kling Glöckchen, klingelingeling by Helene Fischer",4268799,de
33678,33678,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015",Aba heidschi bumbeidschi,Aba heidschi bumbeidschi by Helene Fischer,4268800,de
33679,33679,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015","Schneeflöckchen, Weißröckchen","Schneeflöckchen, Weißröckchen by Helene Fischer",4268801,de
33680,33680,Helene Fischer,111724,Weihnachten,137991,"November 13, 2015","Still, still, still","Still, still, still by Helene Fischer",4268802,de
33702,33702,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Fehlerfrei,Fehlerfrei by Helene Fischer,337421,de
33703,33703,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Mit keinem Andern,Mit keinem Andern by Helene Fischer,720640,de
33704,33704,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",So kann das Leben sein,So kann das Leben sein by Helene Fischer,720643,de
33705,33705,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Marathon,Marathon by Helene Fischer,720646,de
33706,33706,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Atemlos durch die Nacht,Atemlos durch die Nacht by Helene Fischer,337419,de
33707,33707,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Der Augenblick,Der Augenblick by Helene Fischer,720649,de
33708,33708,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Te Quiero,Te Quiero by Helene Fischer,720650,de
33709,33709,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Captain meiner Seele,Captain meiner Seele by Helene Fischer,720651,de
33710,33710,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",In diesen Nächten,In diesen Nächten by Helene Fischer,720652,de
33711,33711,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Feuerwerk,Feuerwerk by Helene Fischer,720887,de
33712,33712,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Ehrlich und klar,Ehrlich und klar by Helene Fischer,720888,de
33713,33713,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Wunder dich nicht,Wunder dich nicht by Helene Fischer,720982,de
33714,33714,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Auf der Suche nach mir,Auf der Suche nach mir by Helene Fischer,720983,de
33715,33715,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Alice im Wunderland,Alice im Wunderland by Helene Fischer,720984,de
33716,33716,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Unser Tag,Unser Tag by Helene Fischer,720985,de
33717,33717,Helene Fischer,111724,Farbenspiel,121229,"October 4, 2013",Ein kleines Glück,Ein kleines Glück by Helene Fischer,720987,de
33718,33718,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Villa in der Schlossallee,Villa in der Schlossallee by Helene Fischer,719721,de
33719,33719,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Du kennst mich doch,Du kennst mich doch by Helene Fischer,719724,de
33720,33720,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Nur wer den Wahnsinn liebt,Nur wer den Wahnsinn liebt by Helene Fischer,719725,de
33721,33721,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Wär’ heut’ mein letzter Tag,Wär' heut' mein letzter Tag by Helene Fischer,719727,de
33722,33722,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Copilot,Copilot by Helene Fischer,719731,de
33723,33723,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Für einen Tag,Für einen Tag by Helene Fischer,719733,de
33724,33724,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Phänomen,Phänomen by Helene Fischer,302709,de
33725,33725,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Lass diese Nacht nie mehr enden,Lass diese Nacht nie mehr enden by Helene Fischer,719764,de
33726,33726,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Die Hölle morgen früh,Die Hölle morgen früh by Helene Fischer,719769,de
33727,33727,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011","Ich will spüren, dass ich lebe","Ich will spüren, dass ich lebe by Helene Fischer",719775,de
33728,33728,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Vielleicht bin ich viel stärker als du denkst,Vielleicht bin ich viel stärker als du denkst by Helene Fischer,719784,de
33729,33729,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Geradeaus,Geradeaus by Helene Fischer,719792,de
33730,33730,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Sehnsucht,Sehnsucht by Helene Fischer,719796,de
33731,33731,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Ich lebe jetzt,Ich lebe jetzt by Helene Fischer,719798,de
33732,33732,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Allein im Licht,Allein im Licht by Helene Fischer,719803,de
33734,33734,Helene Fischer,111724,Für einen Tag,121141,"October 14, 2011",Ich wollte nie erwachsen sein (Nessajas Lied),Ich wollte nie erwachsen sein (Nessajas Lied) by Helene Fischer,2258992,de
33750,33750,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Ich will immer wieder... dieses Fieber spür’n,Ich will immer wieder... dieses Fieber spür'n by Helene Fischer,337424,de
33751,33751,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Beim Träumen ist alles erlaubt,Beim Träumen ist alles erlaubt by Helene Fischer,719876,de
33752,33752,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Das letzte Wort hat die Liebe,Das letzte Wort hat die Liebe by Helene Fischer,719879,de
33753,33753,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Tausend gute Gründe,Tausend gute Gründe by Helene Fischer,719885,de
33754,33754,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Doch ich bereu’ dich nicht,Doch ich bereu' dich nicht by Helene Fischer,719926,de
33755,33755,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Wolkenträumer,Wolkenträumer by Helene Fischer,719929,de
33756,33756,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Hundert Prozent,Hundert Prozent by Helene Fischer,719930,de
33757,33757,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Lieb mich,Lieb mich by Helene Fischer,719933,de
33758,33758,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Einmal berührt – für immer verführt,Einmal berührt – für immer verführt by Helene Fischer,719935,de
33759,33759,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Ich brauch’ das Gefühl,Ich brauch’ das Gefühl by Helene Fischer,719939,de
33760,33760,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Ist doch kein Wunder,Ist doch kein Wunder by Helene Fischer,719940,de
33761,33761,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Es gibt ihn also doch,Es gibt ihn also doch by Helene Fischer,719945,de
33762,33762,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009",Die Sonne kann warten,Die Sonne kann warten by Helene Fischer,719955,de
33763,33763,Helene Fischer,111724,So wie ich bin ,121154,"October 9, 2009","Du lässt mich sein, so wie ich bin","Du lässt mich sein, so wie ich bin by Helene Fischer",719962,de
33764,33764,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Ewig ist manchmal zu lang,Ewig ist manchmal zu lang by Helene Fischer,1730668,de
33765,33765,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Zaubermond,Zaubermond by Helene Fischer,720578,de
33766,33766,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Lass mich in dein Leben,Lass mich in dein Leben by Helene Fischer,720581,de
33767,33767,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Jeden Morgen wird die Sonne neu gebor’n,Jeden Morgen wird die Sonne neu gebor'n by Helene Fischer,720585,de
33768,33768,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008","Vergeben, vergessen und wieder vertrau’n","Vergeben, vergessen und wieder vertrau'n by Helene Fischer",1062043,de
33769,33769,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Jeder braucht eine Insel,Jeder braucht eine Insel by Helene Fischer,720590,de
33770,33770,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Tanz noch einmal mit mir,Tanz noch einmal mit mir by Helene Fischer,720596,de
33771,33771,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Hab den Himmel berührt,Hab den Himmel berührt by Helene Fischer,720602,de
33772,33772,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Mal ganz ehrlich,Mal ganz ehrlich by Helene Fischer,3864180,de
33773,33773,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Wer will denn schon vernünftig sein,Wer will denn schon vernünftig sein by Helene Fischer,720606,de
33774,33774,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Ich geb nie auf (Am Anfang war das Feuer),Ich geb nie auf (Am Anfang war das Feuer) by Helene Fischer,720608,de
33775,33775,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Frag nicht wo und wann,Frag nicht wo und wann by Helene Fischer,720610,de
33776,33776,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Gefühle wie Feuer und Eis,Gefühle wie Feuer und Eis by Helene Fischer,720612,de
33777,33777,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Meine Welt,Meine Welt by Helene Fischer,720619,de
33778,33778,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",König der Herzen,König der Herzen by Helene Fischer,720621,de
33779,33779,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Willkommen in meinen Träumen,Willkommen in meinen Träumen by Helene Fischer,720627,de
33780,33780,Helene Fischer,111724,Zaubermond ,121220,"June 27, 2008",Das absolute Herzgefühl,Das absolute Herzgefühl by Helene Fischer,1025516,de
33781,33781,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Fantasie hat Flügel,Fantasie hat Flügel by Helene Fischer,720996,de
33782,33782,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Du hast mein Herz berührt,Du hast mein Herz berührt by Helene Fischer,721000,de
33783,33783,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Mitten im Paradies,Mitten im Paradies by Helene Fischer,721003,de
33784,33784,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",So nah wie du,So nah wie du by Helene Fischer,883446,de
33785,33785,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Hinter den Tränen,Hinter den Tränen by Helene Fischer,721007,de
33786,33786,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Du fängst mich auf und lässt mich fliegen,Du fängst mich auf und lässt mich fliegen by Helene Fischer,721010,de
33787,33787,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Mut zum Gefühl,Mut zum Gefühl by Helene Fischer,721013,de
33788,33788,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Das Karussell in meinem Bauch,Das Karussell in meinem Bauch by Helene Fischer,721016,de
33789,33789,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Im Kartenhaus der Träume,Im Kartenhaus der Träume by Helene Fischer,721020,de
33790,33790,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Zwischen Himmel und Erde,Zwischen Himmel und Erde by Helene Fischer,721028,de
33791,33791,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Und ich vermiss dich auch,Und ich vermiss dich auch by Helene Fischer,2008335,de
33792,33792,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Schatten im Regenbogenland,Schatten im Regenbogenland by Helene Fischer,721052,de
33793,33793,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Ich glaub dir hundert Lügen,Ich glaub dir hundert Lügen by Helene Fischer,721059,de
33794,33794,Helene Fischer,111724,So nah wie du ,121250,"June 29, 2007",Wo das Leben tanzt,Wo das Leben tanzt by Helene Fischer,721068,de
33795,33795,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Von hier bis unendlich,Von hier bis unendlich by Helene Fischer,719965,de
33796,33796,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Engel geh’n durchs Feuer,Engel geh'n durchs Feuer by Helene Fischer,719967,de
33797,33797,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Du triffst mitten ins Herz,Du triffst mitten ins Herz by Helene Fischer,719969,de
33798,33798,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Und morgen früh küss ich dich wach,Und morgen früh küss ich dich wach by Helene Fischer,719970,de
33799,33799,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Einfach reden oder so,Einfach reden oder so by Helene Fischer,719972,de
33800,33800,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Feuer am Horizont,Feuer am Horizont by Helene Fischer,719973,de
33801,33801,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Am Ende sind wir stark genug,Am Ende sind wir stark genug by Helene Fischer,1132602,de
33802,33802,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Solang dein Herz noch für mich schlägt,Solang dein Herz noch für mich schlägt by Helene Fischer,719974,de
33803,33803,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Manchmal kommt die Liebe einfach so,Manchmal kommt die Liebe einfach so by Helene Fischer,719977,de
33804,33804,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Es gibt keinen Morgen danach,Es gibt keinen Morgen danach by Helene Fischer,719978,de
33805,33805,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Im Reigen der Gefühle,Im Reigen der Gefühle by Helene Fischer,1545024,de
33806,33806,Helene Fischer,111724,Von hier bis unendlich,121169,"February 2, 2006",Auf der Reise ins Licht,Auf der Reise ins Licht by Helene Fischer,719979,de
33807,33807,Herzog,19392,Herzi,676900,"March 5, 2021",Abgegrast,Abgegrast by Herzog,6353623,de
33808,33808,Herzog,19392,Herzi,676900,"March 5, 2021",Hallo ich bin Herzog,Hallo ich bin Herzog by Herzog,6085697,de
33809,33809,Herzog,19392,Herzi,676900,"March 5, 2021",Drittes Auge,Drittes Auge by Herzog,5952633,de
33810,33810,Herzog,19392,Herzi,676900,"March 5, 2021",Jeden Tag higher,Jeden Tag higher by Herzog,6535158,de
33811,33811,Herzog,19392,Herzi,676900,"March 5, 2021",Dreckig abgefuckt,Dreckig abgefuckt by Herzog,6535159,de
33812,33812,Herzog,19392,Herzi,676900,"March 5, 2021",Lösch meine Nummer,Lösch meine Nummer by Herzog (Ft. Frauenarzt & Kkuba102),6267872,de
33813,33813,Herzog,19392,Herzi,676900,"March 5, 2021",Alle Macht den Drogen,Alle Macht den Drogen by Herzog,6535160,de
33814,33814,Herzog,19392,Herzi,676900,"March 5, 2021",Glitch in der Grafik,Glitch in der Grafik by Herzog (Ft. Klapse Mane),6535161,de
33815,33815,Herzog,19392,Herzi,676900,"March 5, 2021",Es dreht sich um Zahlen,Es dreht sich um Zahlen by Herzog,6535162,de
33816,33816,Herzog,19392,Herzi,676900,"March 5, 2021",Herz auf der Zunge,Herz auf der Zunge by Herzog,6535163,de
33817,33817,Herzog,19392,Herzi,676900,"March 5, 2021","Mein Leben, mein Film","Mein Leben, mein Film by Herzog",6535164,de
33818,33818,Herzog,19392,Herzi,676900,"March 5, 2021",Sonne,Sonne by Herzog (Ft. Dr. Surabi),6535165,de
33819,33819,Herzog,19392,Herzi,676900,"March 5, 2021",Lösch meine Nummer / Hallo ich bin Herzog (Video Version),Lösch meine Nummer / Hallo ich bin Herzog (Video Version) by Herzog,6088354,de
33820,33820,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Das Produkt ist immer Bombe,"Das Produkt ist immer Bombe by Sadi Gent, PTK, Herzog & Dr. Surabi",5087130,de
33821,33821,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Ohne Witz,Ohne Witz by AchtVier & Said (Ft. Herzog),2477660,de
33822,33822,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Wir bleiben high,Wir bleiben high by Acaz & Herzog,5087131,de
33823,33823,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",2 in Ekstase,2 in Ekstase by Addikt102 & Herzog,4740553,de
33828,33828,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Überdosis,Überdosis by Cone Gorilla (Ft. Herzog & Krijo Stalka),5115798,de
33829,33829,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Das Produkt,Das Produkt by AchtVier (Ft. Herzog),497930,de
33830,33830,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Ich lebe (Straßen Remix),"Ich lebe (Straßen Remix) by Mosh36 (Ft. Azero, DILOMAN, Fux Ausserkontrolle, Hamad 45, Herzog, Milonair, Olexesh & Papaz)",526282,de
33831,33831,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Bleib klar,Bleib klar by Kontra K (Ft. Vollbluthustler),702212,de
33833,33833,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Deutschland wird high,Deutschland wird high by TaiMO (Ft. Herzog),3054714,de
33838,33838,Herzog,19392,Herzogs Outdoor Season,581151,"January 10, 2020",Weißer Nebel,Weißer Nebel by Krijo Stalka (Ft. Herzog),3218118,de
33839,33839,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Fazit,Fazit by Herzog,4239780,de
33840,33840,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Blutgruppe THC Positiv,Blutgruppe THC Positiv by Herzog,4298271,de
33841,33841,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Dong macht Bumm,Dong macht Bumm by Herzog,4270796,de
33842,33842,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Smokahontas,Smokahontas by Herzog,4298272,de
33843,33843,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Herz OG,Herz OG by Herzog,4298273,de
33844,33844,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Lego,Lego by Herzog,4298274,de
33845,33845,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Fliegen,Fliegen by Herzog,4298275,de
33846,33846,Herzog,19392,OG mit Herz,496854,"March 22, 2019",OG mit Herz,OG mit Herz by Herzog,4298276,de
33847,33847,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Cannabis Patient,Cannabis Patient by Herzog,4298277,de
33848,33848,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Der Klügere gibt Gras,Der Klügere gibt Gras by Herzog,4298278,de
33849,33849,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Carpe Diem,Carpe Diem by Herzog,4298279,de
33850,33850,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Weedtox,Weedtox by Herzog,4298280,de
33851,33851,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Mein Herz,Mein Herz by Herzog,4298281,de
33852,33852,Herzog,19392,OG mit Herz,496854,"March 22, 2019",Alles im Grünen Bereich,Alles im Grünen Bereich by Herzog,4298282,de
33867,33867,Herzog,19392,Bombenprodukt,506671,"February 22, 2019",Für diesen Moment,"Für diesen Moment by Herzog (Ft. PTK, Sadi Gent & Tayler)",4334269,de
33868,33868,Herzog,19392,Bombenprodukt,506671,"February 22, 2019",Ja na und,"Ja na und by Herzog (Ft. PTK, Sadi Gent & Tayler)",4334270,de
33869,33869,Herzog,19392,Bombenprodukt,506671,"February 22, 2019",Kläck,"Kläck by Herzog (Ft. Dr. Surabi, PTK, Sadi Gent & Tayler)",4334271,de
33870,33870,Herzog,19392,Bombenprodukt,506671,"February 22, 2019",BmbnPrdkt,"BmbnPrdkt by Herzog (Ft. PTK, Sadi Gent & Tayler)",4334272,de
33871,33871,Herzog,19392,Bombenprodukt,506671,"February 22, 2019",Eines Tages wird schon nice,"Eines Tages wird schon nice by Herzog (Ft. PTK, Sadi Gent & Tayler)",4334273,de
33877,33877,Herzog,19392,Vollbluthustler,119863,"September 2, 2016","Blätter, die die Welt bedeuten","Blätter, die die Welt bedeuten by Herzog",2849148,de
33878,33878,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Lang lebe VBH,Lang lebe VBH by Herzog,2477156,de
33879,33879,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Kleines Näschen am Rande,Kleines Näschen am Rande by Herzog,2849599,de
33880,33880,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Ich kiffe also bin ich (so wie Ott mich schuf),Ich kiffe also bin ich (so wie Ott mich schuf) by Herzog,2829179,de
33881,33881,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Sucht & Ordnung,Sucht & Ordnung by Herzog (Ft. Dr. Surabi),2847093,de
33882,33882,Herzog,19392,Vollbluthustler,119863,"September 2, 2016","Außen weiß, innen grün","Außen weiß, innen grün by Herzog",2862574,de
33883,33883,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Resümee,Resümee by Herzog,2869889,de
33884,33884,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Mit dem Zweiten zieht man besser,Mit dem Zweiten zieht man besser by Herzog (Ft. Said),3017276,de
33885,33885,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Hotbox in der U-Bahn,Hotbox in der U-Bahn by Herzog,2860146,de
33886,33886,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Eine Grasklare Angelegenheit,Eine Grasklare Angelegenheit by Herzog,2860873,de
33887,33887,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Viel zu früh,Viel zu früh by Herzog (Ft. Varak),2874659,de
33889,33889,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Die Dosis macht das Gift,Die Dosis macht das Gift by Herzog (Ft. Sadi Gent),2855893,de
33890,33890,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",1a Kifferpärchen,1a Kifferpärchen by Herzog,2985849,de
33891,33891,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Hänseln & Bretzeln,Hänseln & Bretzeln by Herzog (Ft. Tayler),2852704,de
33892,33892,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Aufwärtsspirale,Aufwärtsspirale by Herzog (Ft. PTK),3018660,de
33893,33893,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Polytoxisch,Polytoxisch by Herzog,706190,de
33895,33895,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Das Leben mal auf Drogen planen,Das Leben mal auf Drogen planen by Vollbluthustler,177492,de
33898,33898,Herzog,19392,Vollbluthustler,119863,"September 2, 2016",Planlos,"Planlos by Vollbluthustler (Ft. Dr. Surabi, Herzog & Varak)",358735,de
33900,33900,Herzog,19392,EHFD,494326,"October 23, 2015",Dichter und Denker (Intro),Dichter und Denker (Intro) by Herzog,232421,de
33901,33901,Herzog,19392,EHFD,494326,"October 23, 2015",Das hab ich mir erlaubt,Das hab ich mir erlaubt by Herzog,71272,de
33902,33902,Herzog,19392,EHFD,494326,"October 23, 2015",Observiert,Observiert by Herzog,729111,de
33903,33903,Herzog,19392,EHFD,494326,"October 23, 2015",Intelligenter Absturz,Intelligenter Absturz by Herzog (Ft. Varak),717001,de
33904,33904,Herzog,19392,EHFD,494326,"October 23, 2015",Wieder mal,Wieder mal by Herzog,2864947,de
33905,33905,Herzog,19392,EHFD,494326,"October 23, 2015",4bestraft 4belastet,4bestraft 4belastet by Herzog (Ft. Kontra K & Rico),2395146,de
33906,33906,Herzog,19392,EHFD,494326,"October 23, 2015",Altersvorsorge,Altersvorsorge by Herzog,576441,de
33907,33907,Herzog,19392,EHFD,494326,"October 23, 2015",Von Berlin bis nach Prag,Von Berlin bis nach Prag by Herzog,71279,de
33908,33908,Herzog,19392,EHFD,494326,"October 23, 2015",Suchtresistent,Suchtresistent by Herzog (Ft. Varak),729114,de
33909,33909,Herzog,19392,EHFD,494326,"October 23, 2015",Alarmstufe Koks,Alarmstufe Koks by Herzog (Ft. King Orgasmus One & Tayler),2867761,de
33910,33910,Herzog,19392,EHFD,494326,"October 23, 2015",Politisch korrekt,Politisch korrekt by Herzog (Ft. PTK),108428,de
33912,33912,Herzog,19392,EHFD,494326,"October 23, 2015",Exzess All Areas,Exzess All Areas by Herzog (Ft. Cone Gorilla & Krijo Stalka),2866546,de
33913,33913,Herzog,19392,EHFD,494326,"October 23, 2015",Keine Nacht ohne Drogen,Keine Nacht ohne Drogen by Herzog (Ft. Dr. Surabi),525705,de
33916,33916,Herzog,19392,EHFD,494326,"October 23, 2015",Streckmittel,Streckmittel by Herzog,3965373,de
33918,33918,Herzog,19392,EHFD,494326,"October 23, 2015",Werdegang,Werdegang by Herzog,2056210,de
33920,33920,Herzog,19392,Eine drogenlose Frechheit,81358,"March 28, 2014",Gott sei Junk,Gott sei Junk by Herzog,408191,de
33921,33921,Herzog,19392,Eine drogenlose Frechheit,81358,"March 28, 2014",D.R.E.A.M.,D.R.E.A.M. by Herzog,513896,de
33922,33922,Herzog,19392,Eine drogenlose Frechheit,81358,"March 28, 2014",DrogenProdukt,DrogenProdukt by Herzog,391439,de
