genre,interpret,album,release_year,songtitle,decade,song_id,full_title,release_date_components_raw,release_date_for_display,stats_raw,lyrics
Rap,Genetikk,D.N.A.2,2018,Genetikk4ever,2010,3904644,Genetikk4ever by Genetikk,"{'year': 2018, 'month': 8, 'day': 17}","August 17, 2018","{'unreviewed_annotations': 6, 'hot': False, 'pageviews': 6238}","Genetikk4ever Lyrics
Gang für immer, loyal bis zum Sarg
Leg' 'ne Schippe drauf und pflanz' Blumen auf deinem Grab
23-Zoll-Felgen aufm Leichenwagen
Und die deutschen Rapper scheißen grade
Natriumdampf, der Profit wächst
Bin wie meine Bitch, weil tief in mir ein G steckt
Money schwarz, Stoff grün wie Senegal
Und leb' immer noch vom Geld von D.N.A
Multilateral, von der Straße in die Mensa
Sternzeichen Benzer, wer ist hier Gangster?
Und ich spring' zwischen den Welten, so wie Rick Sanchez
Ich lieb' mein Leben, ich will nix andres
Heute Dreck, morgen wie geleckt
Alles andre unterfordert meinen Intellekt
Führ'n die Bull'n an der Nase rum wie Viehzüchter
Woher ich sieben Sprachen kann? Frag meine Ziehmütter, ah
Wie die Sterne auch steh'n, Genetikk for ever
Hype kommt, Hype geht, Genetikk for ever
OTW, Genetikk for ever
Genetikk for ever and ever and ever
Wie die Sterne auch steh'n, Genetikk for ever
Hype kommt, Hype geht, Genetikk for ever
OTW, Genetikk for ever
Genetikk for ever and ever and ever

Frieden ist der Zeitraum zwischen abdrücken und nachladen
Karma ist 'ne Bitch und sie ist nachtragend
Ich brech' Gesetze wie Cookies
Ich bin der Schwanz und du bist die Pussy
Schon mein Onkel hat gedealt und so deal' ich auch
Babysitter, Ticker und ich wuchs dazwischen auf
Mama hat geputzt in 'nem Villen-Haus
Ich hab' jahrelang gepennt auf 'ner fremden Couch
Doch ich wusste, was zutun war
Handel' auf der Street ausm Kofferraum wie'n Food-Truck
Heute renne ich die Scheiße wie'n Marathon
Und schlepp' nie wieder Klamotten in den Waschsalon
Wir haben's nicht verlernt, die Scheiße ist wie Fahrradfahr'n
Ihr kennt nicht mal zehn Prozent von mei'm Masterplan
Meine Augen leuchten Chrom
Geh vom Fenster weg, Gangsterrap, sechs von sechs Kron'n
You might also like
Wie die Sterne auch steh'n, Genetikk for ever
Hype kommt, Hype geht, Genetikk for ever
OTW, Genetikk for ever
Genetikk for ever and ever and ever
Wie die Sterne auch steh'n, Genetikk for ever
Hype kommt, Hype geht, Genetikk for ever
OTW, Genetikk for ever
Genetikk for ever and ever and ever

Yeah, Genetikk for ever
Hype kommt, Hype geht
Wir bleiben, ah, yeah, for ever
For ever and ever
Ever, everEmbed"
Rap,Cro,Meine Musik,2011,Meine Musik,2010,64262,Meine Musik by CRO,"{'year': 2011, 'month': 12, 'day': 4}","December 4, 2011","{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 5138}","Meine Musik Lyrics

Wooho, wooho, wooho, wooho...

Sie ist gerne laut und macht mit mir ein drauf
Und jeder, der sie kennt geht mit ihr nach Haus
Doch es macht mir nichts aus, auch wenn du mir nicht glaubst
Manchmal bin ich doch ein kleines bisschen Stolz darauf
Denn sie ist wunderschön, sie ist schlau, sie ist nett
Manche wollen mit ihr nur chillen, andere gehen mit ihr ins Bett
Aber ich komm' damit klar
Denn sie ist was ich hab', was ich lieb', was ich brauch'
Und ich weiß genau
Sobald ich sie dir zeige liebst du sie auch
Oh Shit, ich denke nur an sie
Denn ich bin so verliebt in meine Musik
In meine Musik, in meine Musik
(In meine Musik)
Ich bin so verliebt in meine Musik, in meine Musik, in meine Musik
Ich bin so verliebt in dieses Lied, in dieses Lied, in dieses Lied
Ich bin so verliebt in meine Musik, in meine Musik

Denn meine Musik ist immer für mich da, wenn ich sie grade brauch'
Und habe ich mal kein'n Bock, dann mach' ich sie aus
Es ist so easy, manchmal wünsch' ich mir sie wär' meine Frau
Dann geht sie Gassi mit dem Hund, kocht und putzt dann das Haus, oh yeah
Genauso stell' ich mir das vor
Nur wir beide, ganz alleine, keine Grenzen, keine weichen
Nur ein Blick von mir wird reichen und dann denken wir das Gleiche
Ich will dich für mich alleine, nein, ich meine ich sollt' teilen
Warum fällt es mir so schwer? Ich denke nur an sie -

Denn ich bin so verliebt in meine Musik
In meine Musik, in meine Musik
(In meine Musik)
Ich bin so verliebt in meine Musik, in meine Musik, in meine Musik
Ich bin so verliebt in dieses Lied, in dieses Lied, in dieses Lied
Ich bin so verliebt in meine Musik, in meine Musik, denn meine MusikYou might also likeEmbed"
Schlager,Roy Black,Schön Ist Es Auf Der Welt Zu Sein,1971,Keine 10 Pferde,1970,1674608,Keine 10 Pferde by Roy Black,,,"{'unreviewed_annotations': 0, 'hot': False}","Keine 10 Pferde LyricsAls Junge von zehn war die Welt int'ressant
Bestand nur aus Spiel und nur aus Spaß
Mit ernstem Gesicht hob oft Mutter die Hand
Und ich wusste genau was sie sagt:
""Keine zehn Pferde und keine Armee
Bringen Dir wieder was Du heut' versäumst!
Keine zehn Pferde, kein trauriger Blick
Bringen die Tage der Rosen zurück!""
Ich hatte ein Mädchen, sie liebte mich sehr –
Sie gab mir ihr Herz und blieb bei mir
Doch weil ich vergaß, dass auch sie Liebe braucht
Verlor ich sie und nun bin ich allein!
Keine zehn Pferde und keine Armee
Bringen dir wieder was du heut versäumt!
Keine zehn Pferde, kein trauriger Blick
Bringen die Tage der Rosen zurück!You might also likeEmbed"
Rock,Madsen,Wo es beginnt,2012,Für immer dein,2010,704261,Für Immer Dein by Madsen,,,"{'unreviewed_annotations': 1, 'hot': False}","Für Immer Dein Lyrics
Ich habe mich geschlagen für dich
Den Kerl in mir siehst du trotzdem nicht
Ich schütte mein Herz vor dir aus
Und du trittst auf die Asche drauf
Ich packe dich nie fest genug
Ich tue dir nicht mehr als gut
Liebst du mich oder liebst du mich nicht?
Warum sagst du mir nicht ins Gesicht?

Ich brauche niemanden nur dich allein
Ich brauche dich so wie du bist sollst du sein
Ich liebe niemanden nur dich allein
Ich bin für immer, für immer dein
Ich hab kein Auto und keinen Weg
Mir fehlt im Leben jede Priorität
Meine Klamotten räume ich nie weg
Das heißt, ich schere mich einen Dreck
Ich bin kein Macho und kein Idiot
Ich bin so öde, ich bin fast wie tot
Liebst du mich oder liebst du mich nicht?
Warum sagst du mir das nicht ins Gesicht?
You might also likeEmbed"
Pop,Juli,In Love,2010,Ich bin In Love (Paris),2010,650468,Ich bin in love (Paris) by Juli,"{'year': 2010, 'month': 9, 'day': 16}","September 16, 2010","{'unreviewed_annotations': 0, 'hot': False}","Ich bin in love (Paris) Lyrics
Die Stadt ist leer
Die Häuser sind Waisen
Unbewohnt
Die Menschen auf Reisen
Der Wind streift durch die Strassen
Und fegt die Gassen
Und die Wachposten haben
Wache und Posten verlassen
Und die Wörter mit
Denen sie Autos verkaufen
Wie Liebe, Herz und Glück
Die holen wir uns zurück
Denn selbst Gott ist in Urlaub
Und wir fahren
Rollschuh' auf der Autobahn
Denn
Alle sind in Paris
Nur ich bin in Love
Alle sind in Paris
Nur ich bin in Love

Die Bank ist leer
Das Erbe verbrannt
Keine Sicherheit mehr
Kein Geld, keine Angst
An diesem Ort
An den alle ziehen
Fall ich rückwärts den Himmel hinauf
Die Welt ist von oben so schön


Eine gestohlene Stunde
Noch nicht schlafen
Noch nicht wach
Ecke und Blumenverkäufer
Und Ich sind Komplizen in der Nacht
Und auf den Strassenlampen sitzen Vögel
Und sie rufen
Eine Stunde, eine blaue Stunde
Bist du nicht mehr Teil der Zeit?
You might also likeEmbed"
Schlager,Christian Anders,Einsamkeit hat viele Namen,1974,Warum ist die Welt ohne Liebe,1970,992596,Warum ist die Welt ohne Liebe by Christian Anders,,,"{'unreviewed_annotations': 0, 'hot': False}","Warum ist die Welt ohne Liebe LyricsWarum Ist Die Welt Ohne Liebe
Warum muss das alles so sein
Jeder denkt nur immer an sich
Und jeder satz fängt an mich ich
Ich schreibt man groß
Aber das herz, das ist so klein
Warum Ist Die Welt Ohne Liebe
Wer reicht dir aus freundschaft die hand
Jeder hat nur eines im sinn
Ist da für mich auch genug drin
So trennt uns alle eine unsichtbare wand
So sind sie alle
Nur kein gefühl
Nur nicht verstehen, dass daneben menschen gehn
Ohne halt ohne weg und ohne ziel
Und ein wort wär die rettung für sie
Doch sie gehen und das wort das kommt nie
Warum Ist Die Welt Ohne Liebe
Weil keiner dem anderen vertraut
Muss alles sein so wie es war
Wird uns denn nicht irgendwann klar
Wir sind allein und haben nur auf sand gebaut
Auf sand gebaut
Auf sand gebaut
Auf sand gebautYou might also likeEmbed"
Rock,Marius Müller-Westernhagen,Wunschkonzert,2008,Taximann,2000,1963962,Taximann by Westernhagen,"{'year': 1975, 'month': 1, 'day': 24}","January 24, 1975","{'unreviewed_annotations': 0, 'hot': False}","Taximann Lyrics
Die Uhr zeigt Mitternacht
Die Kneipe hat zugemacht
Ich bin ganz schön betrunken
Ich hat mit Katrin Krach
Ich halt ein Taxi an
Und gebe die Adresse lallend an
Er guckt mich blöde an der Taximann
Doch dann dann fährt er an
Ich möchte 'ne Zigarette
Wenn ich bloß eine hätte
Der Taxifahrer raucht nicht
Da mach ich jede Wette
Im Aschenbecher ist 'ne Kippe
In meinem Suff steck ich sie an
Ich zieh den Rauch tief ein jetzt ist mir etwas besser
Ich fang zu singen an
Nun fahr schon los ich will nach Hause Taximann (Taximann)
Fahr etwas schneller und halt nicht dauernd an (Taximann)
Nun fahr schon los
Ich will nach Hause

Das fand er gar nicht gut
Er bremst hart voller Wut
Er sagt: ""Kost 5 Mark 65""
Ich geb's ihm er tippt an seinen Hut
Und ich steh wieder auf der Straße
Es regnet obendrein
Ich tapse in die Pfützen ich fühl mich wie Gene Kelly
Und sing so laut ich kann

Nun fahr schon los ich will nach Hause Taximann (Taximann)
Fahr etwas schneller hey und halt nicht dauernd an (Taximann) Taximann
Ohh Taximann

Polizeirevier. Ich hätt so gern 'n Bier
'n Bulle fragt: ""Was ham'n sie sich dabei gedacht mein Lieber?""
Ich zieh die Schultern hoch und glotze
So wie man halt besoffen glotzt
Ich fange wieder an mein Lied zu singen
So laut wie ich nur kann
You might also like
Nun fahr schon los ich will nach Hause Taximann (Taximann)
Nun fahr schon schneller und halt nicht dauernd an (Taximann)
Nun fahr schon los ich will nach Hause Taximann (Taximann)
Hey fahr etwas schneller hey und halt nicht dauernd an (Taximann)
Taximann Taximann Taximann Taximann
Taxim-ah-ah-ah-ah-ah-ah-ah-ann
Oooh oh oh TaximannEmbed"
Rock,Marius Müller-Westernhagen,Wunschkonzert,2008,Willenlos,2000,1854898,Willenlos by Westernhagen,,,"{'unreviewed_annotations': 0, 'hot': False}","Willenlos LyricsWillenlos
Ihr Name war Carmelita
Sie war die Schönste im Ort
Sie brachte Lahme zum gehen
In ihrem 50iger Ford
Sie hatte Klasse, gar keine Frage
Ich fiel in ihr Dekolleté
Und ich war wirklich nicht in der Lage
Ihr aus dem Wege zu gehen
Ihr Name war Fräulein Meyer
Meyer mit y
Sie schaffte täglich zehn Freier
Was für ne Kondition
Sie hatte Rasse, gar keine Frage
Ich lutschte an ihren Zehen
Und ich war wirklich nicht in der Lage
Ihr aus dem Wege zu gehen
Mama, was ist mit mir los?
Frauen gegenüber bin ich willenlos
Völlig willenlos
Selbst im Büro, im Damenklo
Hab ich sie geliebt
Die Erika, die Barbara,erst recht die Marie
Ihr Name war Natascha
Sie kam aus Nowosibirsk
Wir tranken Wodka aus Flaschen
Ich hätt sie beinah erwürgt
Sie hatte Stolz, gar keine Frage
Ich schickte ihr Orchideen
Mann, ich war wirklich nicht in der Lage
Ihr aus dem Wege zu gehen
Mama, was ist mit mir los?
Frauen gegenüber bin ich willenlos
Völlig willenlosYou might also likeEmbed"
Rock,Killerpilze,Mit Pauken und Raketen,2007,40 Tage 13 Stunden,2000,1241205,40 Tage 13 Stunden by Killerpilze,,,"{'unreviewed_annotations': 0, 'hot': False}","40 Tage 13 Stunden LyricsBlitzschnell, rasant und unaufhaltsam
Vergeht die Zeit, schneller als sie ankam
Ist nicht zu bremsen, nicht aufzuhalten
Der Druck ist groß, wie sehen irre Gestalten
Wir haben alle Grenzen überwunden
Das, wonach wir suchten, haben wir gefunden
Die Uhr tickt weiter, gnadenlos
Doch wir scheißen drauf, jetzt geht's erst richtig los
Wovor sollten wir denn ängstlich sein?
Ich weiß genau, wir sind nicht allein(sind nicht allein!)
Wir wollen die ganze Welt erkunden
In 40 Tagen und 13 Stunden
Niemand der uns stoppt, niemand der uns aufhält
Wir lassen jeden stehen, der sich in den Weg stellt
Haben wir ein Ziel? Nein, nur den Weg
Wir gehn ohne Verstand und trotzdem überlegt
Wir schaun nach links und rechts und nehmen alle mit
Wir werden immer stärker mit jedem nächsten Schritt
Alles Alte, alle Ängste lassen wir zurück
Wir drehn uns noch mal um, ein allerletzter Blick
Wovor sollten wir denn ängstlich sein?
Ich weiß genau, wir sind nicht allein(sind nicht allein!)
Wir wollen die ganze Welt erkunden
In 40 Tagen und 13 Stunden
Die Uhr tickt weiter - gnadenlos
Aber für uns geht's jetzt erst richtig los
Lass uns zusammen die Erde umrunden
Denn was wir wirklich suchen, haben wir noch nicht gefunden
Wovor sollten wir denn ängstlich sein?
Ich weiß genau, wir sind nicht allein(sind nicht allein!)
Wir wollen die ganze Welt erkunden
In 40 Tagen und 13 Stunden
Wonach müssen wir noch suchen?
Hast du 'ne Idee?
Wir haben uns gefunden, und es war nicht zu spät
Ich lass mich fallen
Du fängst mich auf
Mehr muss ich dir nicht geben, du hast mein volles Vertrauen
You might also likeIch weiß genau, das wird nicht alles sein
Das Universum ist für uns zu klein!
Lass uns zusammen alles erkunden
In 40 Tagen und 13 StundenEmbed"
Pop,Xavier Naidoo,Telegramm Für X,2005,Dieser Weg,2000,415191,Dieser Weg by Xavier Naidoo,"{'year': 2005, 'month': 11, 'day': 24}","November 24, 2005","{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 31772}","Dieser Weg Lyrics
Also ging ich diese Straße lang
Und die Straße führte zu mir
Das Lied, das du am letzten Abend sangst
Spielte nun in mir
Noch ein paar Schritte und dann war ich da
Mit dem Schlüssel zu dieser Tür

Dieser Weg wird kein leichter sein
Dieser Weg wird steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr
Es war nur ein kleiner Augenblick
Einen Moment war ich nicht da
Danach ging ich einen kleinen Schritt
Und dann wurde es mir klar

Dieser Weg wird kein leichter sein
Dieser Weg wird steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr

Manche treten dich, manche lieben dich
Manche geben sich für dich auf
Manche segnen dich, setz dein Segel nicht
Wenn der Wind das Meer aufbraust
Manche treten dich, manche lieben dich
Manche geben sich für dich auf
Manche segnen dich, setz dein Segel nicht
Wenn der Wind das Meer aufbraust, oh-oh-oh

Dieser Weg wird kein leichter sein
Dieser Weg wird steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr
Dieser Weg wird kein leichter sein
Dieser Weg wird steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr
Dieser Weg wird kein leichter sein
Dieser Weg wird steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr
You might also like
Dieser Weg
Dieser Weg ist steinig und schwer
Nicht mit vielen wirst du dir einig sein
Doch dieses Leben bietet so viel mehr
Dieser Weg
Dieser Weg
4Embed"
Rock,Die Ärzte,Die Bestie in Menschengestalt,1993,Omaboy,1990,1806301,Omaboy by Die Ärzte,,,"{'unreviewed_annotations': 1, 'hot': False}","Omaboy Lyrics
Ich hab mich dem Bund verweigert, Zivildienst war angesagt
Ins Altenheim für anderthalb Jahr ohoho
Alles ging voll nach Planung, nie hätt´ ich mich beklagt
Endlich würden all meine Träume wahr

Denn seh´ ich schneeweißes Haar, ja dann lauf ich Gefahr
Mich vor Liebe und Sehnsucht fast zu vergessen
Denn in dieser unseren Welt, wo Schönheit und Jugend nur zählt
Bin ich auf die Liebe greiser Frauen versessen
Je älter, je besser!
Wenn ich ihre Krampfadern zähle an formlos geschwollenen Beinen
Oberweite am Bauch, das nenn ich gut gebaut ohoho
Stargetrübte Augen, schlechter Atem von den Gallensteinen
Starkes Make-Up über hängender Haut ohoho

Models in Strapsen sind schick, doch ich krieg meinen Kick
Von welkenden Schenkeln die sich in Stützstrumpfhosen pressen
Denn seh' ich schneeweißes Haar, ja dann lauf ich Gefahr
Mich vor Liebe und Sehnsucht fast zu vergessen
Je älter je besser, ohoho


Sie sind so unendlich viel mehr erfahren in Liebesdingen
Wisst ihr welche Gefühle sich in ihnen regen?
Ich werde in neue Regionen der Liebe eindringen
Denn heut werd' ich eine flachlegen

Denn seh' ich schneeweißes Haar, ja dann lauf ich Gefahr
Mich vor Liebe und Sehnsucht fast zu vergessen
Denn in dieser unseren Welt, wo Schönheit und Jugend nur zählt
Bin ich auf die Liebe greiser Frauen versessen
Je älter, je besser!
Je älter, je besser!
Je älter, je besser!
Je älter, je besser!You might also likeEmbed"
Pop,Annett Louisan,Teilzeithippie,2008,Je später der Abend,2000,2089414,Je später der Abend by Annett Louisan,,,"{'unreviewed_annotations': 0, 'hot': False}","Je später der Abend LyricsDie Uhr zeigt schon zehn vor zwei
Bis jetzt war noch nix für ihn dabei
Das war jetzt sein achtes Bier
Zum zweiten Mal steht dieser Typ vor mir
Zu süß parfümiert etwas alberne Uhr
Die passt zu seiner damenhaften Fönfrisur
Vorhin fand ich's affig doch jetzt wirkt es modern
Je später der Abend desto schöner die Herren
Mmm mmm
Ein Glatzkopf mit Herztattoo
Mit deutlichem Fußballstar-IQ
Er gockelt durch sein Revier
Und testet seinen neuesten Spruch an mir
""ich wette dein Vater war Terrorist
Das würde erklären dass du so bombig bist""
Vorhin fand ich's billig doch jetzt hör ich es gern
Je später der Abend desto schöner die Herren
Mmm mmm
Ein bewusstloses Trampeltier
Wacht auf und skandiert: ""komm tanz mit mir!""
Sein Anzug ist durchgeschwitzt
Er zerrt mich abrupt von meinem Sitz
Dem hätt ich um zehn fast schon eine geknallt
Da konnt er noch steh'n und hatt noch nicht so gelallt
Jetzt bin ich ganz scharf drauf ihn kennenzulern
Je später der Abend desto schöner die Herren
Mmm mmm
Desto schöner die Herren
Mmm mmm
Desto schöner die HerrenYou might also likeEmbed"
Rap,Kollegah,Bossaura,2011,Bad Girl,2010,57322,Bad Girl by Kollegah,"{'year': 2011, 'month': 10, 'day': 14}","October 14, 2011","{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 38081}","Bad Girl Lyrics
Wir machen Sex auf dem Segelschiff
Wachen auf im Penthouse mit Meeresblick, Malibu Beach
Lieferservice auf die Honeymoon-Suite
Platin-Card, wir kaufen ein in der Armani-Boutique
Er lädt dich zum Dinner bei Mäcces ein
Muss bei dir noch Cash für das Essen leih'n
Broke wie ein Motherfucker
Baby, hol dir ein'n andern Lover
Yeah, yeah, yeah, hör zu, Girl
Guck mich an, Baby, Traum-Body, Beamer vor der Tür
Guck ihn an, Baby, Lauch-Body, Fiat vor der Tür
Guck dich an, Baby, du bist zu nice für ihn
Lass den Loser allein, du bist zu heiß für ihn
Ich schenk' dir Schuhe, (Er) er kann dir nich' ma' Schnürsenkel kaufen
Ich schenk' dir Häuser, (Er) er kann dir nich' ma' Türhenkel kaufen
Und du sagst, er is' gut im Bett? Okay, eine Frage (Girl)
Warum hast du dann viermal im Monat deine Tage? (Hahaha)
Shawty, wem willst du was vorspiel'n?
Er hat nichts drauf, bei mir kommst du schon beim Vorspiel
Bei ihm liegst du da wie'n Brett, bei mir wirst du zur Porn-Queen
Also schieß ihn ab, den Versager
Und vergiss, was deine Freundinnen mein'n
Ja, er is' nett, aber nett is' wack, Baby, lass dein'n Boyfriend allein
Sei ein Bad Girl, steig in den Neuwagen ein
Ich zeig' dir äußerst bescheiden meinen Koikarpfenteich

Image und Fame, Cristal-Champagne
Ich komm' mit American Express zum ersten Date
Millions und Brands, Insider-Trends
Steig in den Jet nach Miami, dein Outfit is' sexy
Was kauft er dir? Nich' mal ein'n Schnürsenkel
Was kauft er dir? Nich' mal ein'n Türhenkel
Wie besorgt er's dir? Du bleibst nich' wach bei ihm
Komm vorbei, denn ich besorg's dir wie ein Rugby-Team, yeah
You might also like
Guck mich an, Baby, Pelzmäntel, Sportcoupés, yeah
Guck ihn an, Baby, Geldmenge? Portemonnaie leer
Guck dich an, Baby, du hast was Besseres verdient
Sag bye-bye zu ihm, flieg mit mir im Jetlag nach Paris
Dann nach Malibu Beach, Sex in Honeymoon-Suites
Am nächsten Tag shoppen, Armani-Boutiques
Meine Crew will dich im Team, Girl
Wir tauschen deine zu billigen T-Shirts gegen True-Religion-Jeans, Girl
Und du bist fresh, Louis-Hat, Gucci-Dress
Wenn du mit mir chillst, drück' ich am Telefon die Groupies weg
Wir machen Love, während die Wellen toben
Sitzen auf schnellen Booten wie 'ne Uniform von UPS
Vor der Küste von Malaysia
Ich geb's ihr, bis der Captain schreit: „Seid ma' leise, ja?“
Shawty, mach dein'n Drecks-Freund zum Ex-Freund
Steig in den Black Royce, ride mit dem Bad Boy

Image und Fame, Cristal-Champagne
Ich komm' mit American Express zum ersten Date
Millions und Brands, Insider-Trends
Steig in den Jet nach Miami, dein Outfit is' sexy
Was kauft er dir? Nich' mal ein'n Schnürsenkel
Was kauft er dir? Nich' mal ein'n Türhenkel
Wie besorgt er's dir? Du bleibst nich' wach bei ihm
Komm vorbei, denn ich besorg's dir wie ein Rugby-Team, yeah
Und wenn deine Freundinnen lästern:
„Schau dir den doch an
Der is' zu heiß, um einem Mädchen treu zu sein, Schwester!“
Dann hör nich' auf sie
Ich zeig' dir die Welt, Baby
Ich hab' Geld, Baby!
Vergiss den Loser
Und keine Angst, ich bin kein G, ich bin ein seriöser Businessman!1Embed"
Rock,Marius Müller-Westernhagen,Jaja,1992,Krieg,1990,1809634,Krieg by Westernhagen,"{'year': 1992, 'month': 1, 'day': 27}","January 27, 1992","{'unreviewed_annotations': 0, 'hot': False}","Krieg Lyrics
Du sollst nicht lügen
Du sollst nicht töten
Sollst Deine Eltern ehren
Sollst nicht begehren
Die Frau vom Nächsten
Und Du sollst auch nicht stehlen

Du sollst nicht fluchen
Und Du sollst treu sein
Mich lieben wie Dich selbst
Nur einen Gott
Darfst Du Dir leisten
Wehe, Du machst es Dir selbst
Es ist Krieg, keiner will verlieren
Krieg, Pulvergestank
Es ist Krieg, hörst Du sie marschieren
Krieg, ich habe Angst

Du warst die Frau aus dem Roman
Ich war der Mann, der alles kann

Kannst Du beweisen
Dass Du Du selbst bist
Wo ist Dein Mietvertrag
Die Welt geht unter
Die Welt geht unter
An einem Donnerstag

Es ist Krieg, keiner will verlieren
Krieg, Pulvergestank
Es ist Krieg, hörst Du sie marschieren
Krieg, ich habe Angst

Du warst die Frau aus dem Roman
Ich war der Mann, der alles kann
You might also like
Es ist Krieg, keiner will verlieren
Krieg, Pulvergestank
Es ist Krieg, hörst Du sie marschieren
Krieg, ich habe AngstEmbed"
Rap,Peter Fox,Stadtaffe,2008,Das zweite Gesicht,2000,371058,Das zweite Gesicht by Peter Fox,"{'year': 2008, 'month': 9, 'day': 26}","September 26, 2008","{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 8093}","Das zweite Gesicht Lyrics

Die Stimme bebt und der Blick ist Eis
Gleich geht jemand hier zu weit
Die Zunge ist geladen und bereit
Die Wörter von der Leine zu lassen, sich Feinde zu machen
Die Pfeilspitzen voller Gift
Der Feind wackelt, wenn du triffst
Du triumphierst, wenn er kippt
Doch morgen, um diese Zeit, tut es dir leid
Hahnenkampf um ein'n Haufen Mist
Jemand'n opfern für 'n lauen Witz
Eine Spinne totduschen, wenn du in der Wanne sitzt
Einem Dummen zeigen, dass du schlauer bist
Denn es steckt mit dir unter einer Haut
Und du weißt, es will raus ans Licht
Die Käfigtür geht langsam auf und da zeigt es sich
Das zweite Gesicht

Ein Biest lebt in deinem Haus
Du schließt es ein, es bricht aus
Das gleiche Spiel jeden Tag
Vom Laufstall bis ins Grab
Ein Biest lebt in deinem Haus
Du schließt es ein, es bricht aus
Es kommt durch jede Tür
Es wohnt bei dir und bei mir

Du willst nach vorn, die anderen wollen zurück
Du hast Vision'n, doch sie komm'n nicht mit
Jemand steht zwischen dir und dei'm Glück
Und es macht dich rasend, du kannst es nicht ertragen
Du guckst dir zu und du hörst dich reden
Du bist grad sensationell daneben
Versuchst vom Gas zu geh'n, dein Fuß ist grad gelähmt
Du siehst die Wand und fährst dagegen
Du spielst falsch, um nicht zu verlier'n
Dann feiern, als wär nix passiert
Dein Gewissen ist betrunken
Die Frau deines Freundes kommt mit zu dir
You might also like
Es steckt mit dir unter einer Haut
Und du weißt, es will raus ans Licht
Die Käfigtür geht langsam auf und da zeigt es sich
Das zweite Gesicht

Ein Biest lebt in deinem Haus
Du schließt es ein, es bricht aus
Das gleiche Spiel jeden Tag
Vom Laufstall bis ins Grab
Ein Biest lebt in deinem Haus
Du schließt es ein, es bricht aus
Es kommt durch jede Tür
Es wohnt bei dir und bei mir

Ein Biest lebt in deinem Haus (Haus)
Du schließt es ein, es bricht aus (Aus)3Embed"
Pop,Clueso,An und für sich,2011,Zu schnell vorbei,2010,598393,Zu schnell vorbei by Clueso,,,"{'unreviewed_annotations': 15, 'hot': False}","Zu schnell vorbei Lyrics
Ich kam kaum lo
Die Tage hingen an mir
Ich komm zurück
Jetzt ist es umgekehrt
Verteil den Sand aus meinen Schuh'n
In meinem Zimmer
Was mach ich bloß
Die Erinnerung kommt immer um mich abzuhol'n
Kann mich nicht wehr'n
Ich will haben was sich gut anfühlt
Und zwar für immer
Zu schnell vorbei
Sag mal wie schnell verging
Schon wieder die Zeit?
Ich genieß den Moment
Zu schnell vorbei
Wie schnell es geht
Kann doch nicht sein
Zu schnell vorbei!

Ich reiß mich los
Hier siehts wie gestern aus
Ich muss weg
Ich lass nichts hinter mir
Ich will mehr erleben als
Mich nur erinnern
Ich hab genug geseh'n
Wer träumt der schläft
Heute zählt für mich nur
Wenn was neues entsteht
Ich will haben was sich gut anfühlt
Für immer

You might also like
Es ist ein Irrsinn
Weil ich nicht beschreiben kann
Wie alles schneller läuft
Nichts hält diesen Streifen an
Will keine Zweifel haben
Stell tausend Vergleiche an
Wann war wohl die schönste Zeit
Zu viel das vergessen bleibt
Ich trau mich kaum die Augen zu schließen
Will in Zukunft nichts verpassen
Wachsam bleiben und genießen
Nicht mehr an morgen denken
Jeden Moment erleben
Heute ist der Tag von dem wir später reden
Embed"
