genre,interpret,album,release_year,songtitle,decade,song_id,full_title,release_date_components_raw,release_date_for_display,stats_raw,lyrics
Pop,PUR,Opus 1,1983,Der Falter und das Licht,1980,1120184,Der Falter und das Licht by Pur,,,"{'unreviewed_annotations': 0, 'hot': False}","Der Falter und das Licht LyricsBefore I sink into the big sleep
I want to hear the scream
Of the butterfly
Ein Falter fliegt durch die Dunkelheit
Allein im Raum der Unendlichkeit
Ein niemand im Schatten der Nacht
Gefangen in der Finsternis
Die ihn noch nie entkommen ließ
In die Ewigkeit des Lichts
Er sucht das Glück
Vollkommenheit
Liebe und Geborgenheit
Dort im Reich der Phantasie
Ein Lichtschein
Der die Nacht erhellt
Das Dunkel bricht
Das ihn so quält
Und alle
Alle Schatten von ihm reißt
Da sieht er fern das Lichtes Schein
Sein warmer Glanz dringt in ihn ein
Und sofort fliegt er darauf zu
Sein Ziel
Es wirkt zum greifen nah
Die Kraft des Lichts ist wunderbar
Er spürt
Das Dunkel ist verbannt
Die Flamme zieht ihn magisch an
Sie läßt ihn nicht aus ihrem Bann
Er fliegt hinein
You might also likeIm Rausch der Sinne fühlt er nicht
Das ihn der Schein des Lichts zerbricht
Er lächelt und verbrenntEmbed"
Schlager,Michael Wendler,Total riskant,2003,Totales Finale,2000,1197125,Totales Finale by Michael Wendler,"{'year': 2003, 'month': 10, 'day': 13}","October 13, 2003","{'unreviewed_annotations': 0, 'hot': False}","Totales Finale Lyrics

Ich weiß ich wär ohne dich verloren
Doch du weißt es ja noch nicht
Ich hätt da noch so viel zu geben
Doch vielleicht willst du mich nicht
Wir würden die ganze Welt besiegen
Alles wäre rosarot
Doch gehst du jetzt durch diese Türe
Gerät mein Plan in Not
Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt

Jede Nacht in meinen Träumen
Gehst du ein und aus
Ich würd so gerne mit dir gehen
Doch dann wach ich auf
Mein Leben ist wieder Einbahnstraße
Alle wege für'n zu dir
Kann ich es denn heut' schon wagen
Doch wie sag ich's dir

Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
You might also like
Ich wollte grad zum Rückzug blasen
Doch dann kamst du auf mich zu
Ich wär dir längst schon aufgefallen
Und dann meintest du

Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt

Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
Total Riskant
Total Verliebt
Total am Ende
Weil es dich gibt
Total RiskantEmbed"
Rap,Beginner,Advanced Chemistry,2016,Nach Hause,2010,2845221,Nach Hause by Beginner,"{'year': 2016, 'month': 8, 'day': 26}","August 26, 2016","{'unreviewed_annotations': 4, 'hot': False}","Nach Hause Lyrics
Last Minute, Click and Fly
Die Buchung ist bestätigt
Bin viel zu spät, sitz' im Taxi, nichts bewegt sich
Denn die CSU und die Anti-Antifa
Demonstrieren gegen ihre Putzfrauen aus Sansibar
Und als ich dann endlich schweißgebadet im Flugzeug sitz'
Und der Typ neben mir pausenlos am Husten ist
Hör' ich auf zu zählen bei Luftloch 180
Und meine Fingernägel werden eins mit dem Klapptisch
Überleb' überglücklich
Überfertig küss' ich die Brandflecken aufm Hotelzimmerteppich
Sunshine Plaza, 13. Stock
Während der Regen schadenfroh an mein Fenster klopft
Der Poolbereich schlängelt sich durch Wohnblöcke aus Ytong
Und erwürgt die natürliche Umgebung wie 'ne Python
Und nur ein' Steinwurf entfernt hinter'm Zaun
Wird das einheimische Volk von der Polizei verhauen
Und jetzt hock' ich hier und weine
So verloren und alleine
Ich will nach Hause
Bring mich nach Hause
Check mich aus wie ich leide
Irgendwo am Arsch der Heide
Ich will nachhaue
Bring mich nachhause

Im Jahr an 200 Tage auf Montage und auf Achse
Pennen in 'ner Bahn und Zähne putze in 'ner Taxe
Und ist mal irgendwo schön, ja dann wär' ich gern' geblieben
Doch muss morgen früh um sieben wieder meinen Flieger kriegen
Jetzt hab' ich schon mal ein' Tag frei und bin dazu verdammt
Ihn da zu verbringen wo man die Depression erfand
Der Himmel ist grau
Die Häuser sind noch grauer
Herzlich Willkommen in Grauen an der Trauer
Blicke schreien mich an
""Du bist hier fremd""
Rotklinkerhäuschen, Garten aus Zement
Für jedes Problem ein alkoholisches Getränk
Während sich die Lebensfreude auf dem Dachboden erhängt
Geh' durch die Straßen ohne Farben, ohne Leben
Beißende soziale Kälte bläst mir entgegen
Hier guck mein Sohn wie traurig alles endet
Ohne Migration, vollkommen unterfremdet
Bin hier gestrandet wie ein Schiffbrüchiger
Der noch nicht mal genug Weed fürn Spliff übrig hat
Ich brauch die Alster, brauch die Elbe, brauch die Seeleute
Denn ohne Wasser bin ich nichts wie 'n Teebeutel
You might also like
Und jetzt hock' ich hier und weine
So verloren und alleine
Ich will nach Hause
Bring mich nach Hause
Check mich aus wie ich leide
Irgendwo am Arsch der Heide
Ich will nachhaue
Bring mich nachhauseEmbed"
Rap,Sido,Ich,2006,1000 Fragen,2000,85863,1000 Fragen by Sido,"{'year': 2006, 'month': 12, 'day': 1}","December 1, 2006","{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 6058}","1000 Fragen Lyrics

Ja

Ich bin jetzt fünfundzwanzig Jahre alt, ich hab' schon viel geseh'n
Und trotzdem reicht mein Horizont gerade von hier bis Bremen
Ich kann mir vieles nicht erklären, es schlägt mir auf den Magen
Wo ist der Mann der alles weiß, ich hab noch tausend Fragen (Tausend Fragen)
Warum ist Geld nur so wichtig? (Heh)
Warum ist Weihnachten nur christlich? (Warum?)
Warum gibst du mir Koks, warum verzicht' ich?
Warum intressiert's mich, aber dich nicht
Sag mir: Warum gibt's europweit noch Zöllner? (Yeah)
Warum ist Wowereit kein Kölner?
Warum sagen Frauen „Ja!"" und meinen „Nein""?
Und was meinst du damit, wenn du sagst, du willst frei sein?
Warum war ich bei der Wok-WM Letzter? (Ja)
Warum glaub' ich, Gott ist ein Rapper?
Warum geht Andrea Berg 6-mal Platin?
Und wer ist Andrea Berg eigentlich?
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen

Sag mir, warum Papa nie da war
Warum hatt' ich nur Stress mit meinem Stiefvater?
Warum hat Mama jetzt kein'n Bock mehr auf Gesellschaft?
Warum kann meine Schwester nicht mal spar'n, wenn sie Geld hat?
Warum weiß ich nicht, wo der Rest meiner Familie ist?
Sag mir, warum ich vergessen hab', was Liebe ist?
Warum setz' ich mich selbst so unter Druck?
Warum hab' ich Schuppenflechte, sag mir warum das juckt?
Warum ist alles bloß so kompliziert?
Warum hab' ich mich in der Schule nur auf Scheiße bauen konzentriert?
Warum darf Fler nicht darauf stolz sein, dass er deutsch ist?
Warum gibt es Nazis, warum sind Frauen käuflich?
Warum muss der beste Freund des Menschen draußen warten?
Warum hab' ich nicht genug Geld für ein Haus mit Garten?
Warum ist es nichts mehr wert ein Traum zu haben?
Warum gibt es Hausaufgaben? - Ich hab' noch tausend Fragen
You might also like
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen

Und warum?
Und warum?
Und warum?
Und warum?
Und warum?

Ich kann's dir nicht sagen (Ah-ah)
Ich wollte eigentlich grad' dich fragen (Yeah)
Wenn keiner mir was sagt, mal ich mir was aus (Heh)
Ich nehm' euch sowieso nicht ab was ihr mir verkauft
Ich seh' die Welt einfach mit meinen Augen
Das heißt keinem glauben - Keinem vertrauen
Guck, ich lebe meinen Traum
Vielleicht gibts irgendwann mal Antworten am Automaten
Der dann so tut als wenn er's weiß- Ich hab' noch tausend Fragen
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen
Die Welt zu erklären ist nicht leicht
Tu nicht so, als ob du alles weißt
Ich hab' noch tausend Fragen
Mal ehrlich, wer weiß schon Bescheid?
Auch wenn ich so tu als wenn ich's weiß
Ich hab' noch tausend Fragen

Und warum?1Embed"
Schlager,Andrea Berg,Abendteuer,2011,Dein Engel,2010,1010651,Dein Engel by Andrea Berg,,,"{'unreviewed_annotations': 0, 'hot': False}","Dein Engel LyricsMein Engel hast du mich genannt, wär' bis zum Mond für dich gerannt
Hätte jeden Eid geschworen, jetzt hab ich den Halt verloren
Ich liebte dich zu lange viel zu sehr
Ich will nie mehr dein Engel sein
1000 Himmel stürzen ein weil ein Traum zerbricht
Doch Tränen siehst du sicher nicht
Ich will nie mehr dein Engel sein
Deine Lügen machen mich nicht klein
Nur heut' Nacht vielleicht, da wird ein Engel einsam sein
Die Ewigkeit war unser Plan, seit wann glaubst du nicht mehr daran
Du warst mein Grund für Gänsehaut, hab dir zu lange blind vertraut
Doch ich werf' dir mein Herz nicht hinterher
Ich will nie mehr dein Engel sein
1000 Himmel stürzen ein weil ein Traum zerbricht
Doch Tränen siehst du sicher nicht
Ich will nie mehr dein Engel sein
Deine Lügen machen mich nicht klein
Nur heut' Nacht vielleicht, da wird ein Engel einsam sein
Hätte jeden Eid geschworen, jetzt hab ich den Halt verloren
Ich liebte dich zu lange viel zu sehr
Ich will nie mehr dein Engel sein
1000 Himmel stürzen ein weil ein Traum zerbricht
Doch Tränen siehst du sicher nicht
Ich will nie mehr dein Engel sein
Deine Lügen machen mich nicht klein
Nur heut' Nacht vielleicht, da wird ein Engel einsam seinYou might also likeEmbed"
Rock,Udo Lindenberg,Kosmos,1995,Ich bin ein Single,1990,6129410,Ich bin ein Single by Udo Lindenberg,,,"{'unreviewed_annotations': 0, 'hot': False}","Ich bin ein Single LyricsDer Frühling ist da, es ist nicht zu fassen
Überall die Pärchen auf den Wiesen als knutschende Massen
Ich bin ganz solo, doch seh' es gelassen:
Spätestens im Winter fangen sie an, sich zu hassen
Ich bin ein Single und ich leb' lieber allein
Ich bin ein Single, doch ich muss nicht einsam sein
Denn, wenn ein Single ab und zu
Mal eine Sehnsucht hat
Gibts Millionen anderer Singlеs in dieser Stadt
Ich bin ein Singlе
Ich bin ein Single
Mein Bett ist zu groß, hab's für mich alleine
Keine Schnarchgeräusche und wenn mal doch
Dann sind's nur meine
Morgens muss ich mich im Bad nicht beeilen
Die Zeitung und das weiche Frühstücksei mit keinem teilen
Ich bin ein Single und ich leb' lieber allein
Ich bin ein Single, doch ich muss nicht einsam sein
Denn, wenn ein Single ab und zu mal
Eine Sehnsucht hat
Gibts Millionen anderer Singles in dieser Stadt
Ich bin ein Single
Ich bin ein Single
Ich bin ein Single und ich leb' lieber allein
Ich bin ein Single, doch ich muss nicht einsam sein
Denn, wenn ein Single ab und zu
Mal eine Sehnsucht hat
Gibts Millionen anderer Singles in dieser Stadt
Ich bin ein Single
Ich bin ein SingleYou might also likeEmbed"
Schlager,Andrea Berg,Zwischen tausend Gefühlen,1998,"Halt mich, küß mich",1990,1507099,"Halt mich, küß mich by Andrea Berg",,,"{'unreviewed_annotations': 0, 'hot': False}","Halt mich, küß mich LyricsDeine Stimme streichelt mich
Meine Haut, die glaubt dir jedes Wort
Und tief im innern kann ich spürn
Wie mich dein Gefühl berührt
Und ich wünsch mir
Das geht nie vorbei
Halt mich fest und liebe mich
Komm und geh zu weit
Lass dich ganz
Von deiner Sehnsucht besiegen
Halt mich, küss mich
Fall mit mir in die Nacht hinein
Lass mich Teil von deinen Träumen sein
Deine Hände sagen mir
Das ich nicht gelebt hab ohne dich
Will mit dir über Grenzen gehn
Mich in deinen Augen sehn
Bin total gefangen
Und doch frei
Halt mich fest und liebe mich
Komm und geh zu weit
Lass dich ganz
Von deiner Sehnsucht besiegen
Halt mich, küss mich
Fall mit mir in die Nacht hinein
Lass mich Teil von deinen Träumen seinYou might also likeEmbed"
Schlager,Andrea Berg,Zwischen tausend Gefühlen,1998,Komm tanz heut nur mit mir,1990,1002179,Komm tanz heut nur mit mir by Andrea Berg,,,"{'unreviewed_annotations': 0, 'hot': False}","Komm tanz heut nur mit mir LyricsWenn du schweigst, nur Sehnsucht bleibt, wenn mich die Angst der Nacht ins Dunkel treibt
Hab ich dich zu sehr geliebt? Diese Sehnsucht wie heut? hab ich nie gefühlt
Komm tanz heut? nur mit mir halt mich ein letzte Mal
Lass mich noch einmal spür?n, lieb mich noch mal
Komm tanz heut? nur mit mir, nimm mich in deinen Arm
Sehnsucht lebt tief in mir, Sehnsucht nach dir
Dunkle Nacht nur Neonlicht und wieder spüre ich, ich liebe dich
Was hast du mit mir gemacht? Wenn mein Herz rasend schlägt und mein Gefühl erwacht
Komm tanz heut? nur mit mir halt mich ein letzte Mal
Lass mich noch einmal spür?n, lieb mich noch mal
Komm tanz heut? nur mit mir, nimm mich in deinen Arm
Sehnsucht lebt tief in mir, Sehnsucht nach dir
Komm tanz heut? nur mit mir halt mich ein letzte Mal
Lass mich noch einmal spür?n, lieb mich noch mal
Komm tanz heut? nur mit mir, nimm mich in deinen Arm
Sehnsucht lebt tief in mir, Sehnsucht nach dir
Komm tanz heut? nur mit mir halt mich ein letzte Mal
Lass mich noch einmal spür?n, lieb mich noch mal
Komm tanz heut? nur mit mir, nimm mich in deinen Arm
Sehnsucht lebt tief in mir, Sehnsucht nach dirYou might also likeEmbed"
Rap,Sido,30-11-80,2013,Liebe,2010,280275,Liebe by Sido,"{'year': 2013, 'month': 11, 'day': 29}","November 29, 2013","{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 500392}","Liebe Lyrics

Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich bin im siebten Himmel, ich glaub'
Das ist die Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
So ist die Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich hoff', du findest sie auch
Die große Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
Diese Liebe ist das Gefühl nach dem ersten Kuss
Wenn ich ohne nachzudenken ständig an dich denken muss
Liebe ist, wenn wir beide auf der gleichen Stufe steh'n
Und ich in deinen schönen Augen meine Zukunft seh'
Liebe ist, wenn aus unsern Herzen Funken sprüh'n
Und wir uns ohne einen Tropfen Alkohol betrunken fühl'n
Liebe ist mal leise, mal laut
Das weiß ich jetzt auch, darum schrei' ich es raus, dass ich dich

Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich bin im siebten Himmel, ich glaub'
Das ist die Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
So ist die Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich hoff', du findest sie auch
Die große Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe

Diese Liebe ist, wenn ich an dich denk' und es mir gut geht
Und wie dieser Kloß in meinem Hals wenn du fehlst
Liebe ist aufeinander Rücksicht zu nehm'n
Und immer wieder auch der Schlüssel zu 'nem glücklichen Leben
Diese Liebe ist, den andern nicht zu erdrücken
Und auch mal Schmerzen auszuhalten, nur um dich zu beschützen
Ich glaube, Liebe bedeutet alles zu teil'n
Und sich beim Liebe machen nicht zu beeil'n
Ich bin mir sicher, diese Liebe heißt, einander vertrau'n
Dem anderen glauben, man sieht die Welt mit anderen Augen
Ich weiß, die Liebe ist mal leise, mal laut
Das weiß ich jetzt auch, darum schrei' ich es raus, dass ich dich
You might also like
Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich bin im siebten Himmel, ich glaub'
Das ist die Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
So ist die Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich hoff', du findest sie auch
Die große Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe

Diese Liebe ist, wenn du weißt, was du am Andern hast
Und nicht wegen jeder kleinen Streiterei den Andern hasst
Liebe heißt, den Rechner auch mal runterfahr'n
Und dass wir immer noch zusammen sind in hundert Jahren
Liebe ist schuld daran, dass man nicht mehr schlafen will
Weil das wahre Leben schöner ist als jeder Traum
Liebe ist mal leise, mal laut
Das weiß ich jetzt auch, darum schrei' ich es raus, dass ich dich

Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich bin im siebten Himmel, ich glaub'
Das ist die Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
So ist die Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich hoff', du findest sie auch
Die große Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
Diese Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich bin im siebten Himmel, ich glaub'
Das ist die Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe
So ist die Liebe – ich spür' dieses Kribbeln im Bauch
Diese Liebe – ich hoff', du findest sie auch
Die große Liebe – guck ma', was sie mit mir gemacht hat
Diese Liebe – weil ich dich liebe36Embed"
Pop,Annett Louisan,Das Optimale Leben,2007,Kleine Zwischenfälle,2000,2082912,Kleine Zwischenfälle by Annett Louisan,,,"{'unreviewed_annotations': 0, 'hot': False}","Kleine Zwischenfälle LyricsEinsam saß sie da
Günther sagte ""Na
Hat Werner wohl die Zeit vergessen?""
Meine Mutter schwieg und nickte stumm
Er gab ihr einen aus
Dann wollt sie nach haus
Pünktlich sein zum Abendessen
Günther sagte: ""Komm, ich fahr dich rum!""
Wo ist der tiefere Sinn
Wenn ich doch bloß geboren bin
Weil die Karre von Günther liegen blieb?
Denker und Genies
Intellektuelle
Sport und Politik
Und auch Kriminelle
Ganz Rom, Berlin, Paris
Wir sind ursprünglich nur
Kleine Zwischenfälle
Werner wollte los
Und er dachte bloß
""Nicht Wieder die Zeit vergessen!""
Diese Frau ist einfach wunderbar
Wenig Zeit zum lieben
Denn sie muss um Sieben
Pünktlich sein zum Abendessen
Seine Mutter sagt: ""Heut bleibst du da!""
Wo ist der tiefere Sinn?
Wenn ich doch bloß geboren bin
Weil die Mutter von Werner ein Arschloch war?
Auch der Typ da vorn
An der Haltestelle
Drüben diese Frau
Mit der Dauerwelle
Alle da im Stau
Sind ursprünglich nur
Kleine Zwischenfälle
You might also likeDenker und Genies
Intellektuelle
Sport und Politik
Ganze Pressebälle
Rom, Berlin, Paris
Wir sind ursprünglich nur
Kleine ZwischenfälleEmbed"
Rap,Bushido,Staatsfeind Nr. 1,2005,Untergrund,2000,341543,Untergrund by Bushido (Ft. Eko Fresh),"{'year': 2005, 'month': 11, 'day': 4}","November 4, 2005","{'unreviewed_annotations': 11, 'hot': False}","Untergrund Lyrics
Yeah......GD...Ersguterjunge
Yeah......aiaiai...oh
Der Erste Track, nach dem Lungenriss
Der Erste Track, nach den Muffelns
.........bbbbräh........
Okay.......Eko Fresh, das ist mein erster Track in Freiheit, alter
Stickle, Chakuza.....Yeah
Mein Name ist Bushido, Jungs
EKO......YEAH
Ich komm aus´m Untergrund, Homie du bist ein Vollidiot
Der krasseste Kumpel von dir lebt aufm Ponyhof
Sonny es ist so, wer behauptet EK ist tot
Ich häng ihn sofort auf, mit meinem Gürtel hier von Jack&Jones
Wenn du im Ghetto wohnst, weißt du dass der Mond sich versteckt
Frag Estefania, mein Penis hat nach Honig geschmeckt
Immer noch wohn ich im Dreck, alles sieht nach Asphalt aus
Komm ins Café, seit heute bin ich aus dem Knast heraus
Ich bin ein freier Mann, ich bin ein echter Stenz
Du nur ein freier Mann, deine Frau ist second hand
Das hier sind Ek und Cem, das hier bin ich und Saad
Rede doch, keiner hört drauf was du Stricher sagst
Ich bin so explizit man nennt mich auch Directors Cut
Um mich bei dir zu rächen, schlepp ich deine Schwester ab
Mach dich lustig, ich back mir noch ne Schokotorte
Und fick Collien Fernandes dann in ihre Schoko-Pforte
Das hier ist ohne Worte, das ist die Überdosis
Erst war ich Untergrund, heute steh ich über Brosis
An der Skyline leuchtet mein Name in Leuchtreklame
Ich stopf dein Adler aus, verbrenne deine Deutsche Fahne
Du kannst nichts, außer dich wie Amy's anzuziehen
Dein Vater ist dein Onkel, deine Mutter ist ein Trampolin
Du bist kein Mann wie sie, du bist ein Kind wie er
Wir setzten Trends und du läufst nur einem hinterher
You might also like
Das ist der Deutsche Traum, ich bin ein guter Junge
Ich würde trotzdem rappen, ging ich morgen auch zu Grunde
Eko Fresh, ich bin der, der deine Mutter bumst
Wenn das alles hier nicht wäre, wäre ich wieder Untergrund
Ich bin ein guter Junge, das ist der Deutsche Traum
Ich würde auch Rappen, würde keine dieser Leute staunen
Sonny Black, ich komm vorbei mit hundert Jungs
Und ist es morgen auch vorbei, wär ich wieder Untergrund

Es ist Kanacken-Rap, scheiß auf deine Battle-Gruppe
Ich komm in deine Stadt und fick dich wie ne Tschechen-Nutte
Warum wir auf euch spucken, denn wir hassen jeden
Was weißt du Kartoffel schon von einem krassen Leben
Du willst vom Papst den Segen, ich will nach Mekka reisen
Zurückkommen und auf alle Deutschen Rapper scheißen
Als könntest du was reißen, was in deiner Macht wär
Für mich seid ihr so gefährlich wie ein Waschbär
Gute Nacht Fler, es ist aus mit dir
Denn Sonny Black ist jetzt endlich wieder draußen...Yeah
Du wirst ausradiert, so wie ein alter Text
Kann es sein, dass mein Schwanz in deiner Alten steckt
Alter Rap ruhig, ich schenk dir meine Kinder-Fans
Rap ruhig, werde mit Raptile und Beginner Friends
Du bist ein blinder Mensch, du bist ein Scheißhaufen
Mit Hunderttausend kannst du dich im Knast freikaufen
Ihr alle bleibt draußen, Kanacken-Rap ist Inn
Ihr gibt euch mühe, aber wir kacken die Texte hin
Ich hab den sechsten Sinn, du hast ne sechs in Sport
Ich hab gerappt Junge, jetzt will ich mein cash sofort
Ich trag die CordonSport, ich trag die Bullrot-Jeans
Denk an uns, wenn du wieder weißes Pulver ziehst
Ich leb den German Dream, er ist ein guter Grund
Und wenn's nicht klappt, sind wir eben wieder Untergrund
(x2)Embed"
Rock,Sportfreunde Stiller,So wie einst Real Madrid,2000, Wunderbaren Jahren,2000,619441,Wunderbaren Jahren by Sportfreunde Stiller,"{'year': 2000, 'month': None, 'day': None}",2000,"{'unreviewed_annotations': 0, 'hot': False}","Wunderbaren Jahren Lyrics
In all den wunderbaren Jahren, in denen ich nur knapp
Ja nur um eine Haaresspitze breit
Ich war wohl noch nicht bereit
Daran vorbei geschlittert bin, mit geschlossenen Augen und
Eingesperrtem Sinn, mit einem Herz, das wohl zu lang
Auf Eis gelegen hat
Oder wars die Gelegenheit, die gefehlt hat

In all den Jahren, in all den wunderbaren Jahren
In all den wunderbaren Jahren, in all den wunderbaren Jahren
Oh nein, nein, nein es war'n doch scheinbar große Nächte
Sie hätten unglaublich sein können, ja müssen bei uns Zwei'n
Wir mit unseren Ideen
Mit unsren Träumen
Wir haben es schon vor uns gesehen
Wir haben all zu viel erhofft
Und leider nichts getan, wie so oft

In all den Jahren, in all den wunderbaren Jahren
In all den wunderbaren Jahren, in all den wunderbaren Jahren


In all den Jahren, in all den wunderbaren Jahren
In all den wunderbaren Jahren, in all den wunderbaren Jahren
In all den Jahren, in all den wunderbaren Jahren
In all den wunderbaren Jahren, in all den wunderbaren Jahren
In all den Jahren, in all den wunderbaren Jahren
In all den wunderbaren Jahren, in all den wunderbaren Jahren
In all den wunderbaren JahrenYou might also likeEmbed"
Rap,Kollegah,Imperator,2016,Rap Money,2010,2927427,Rap Money by Kollegah (Ft. Summer Cem),"{'year': 2016, 'month': 12, 'day': 9}","December 9, 2016","{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 19121}","Rap Money Lyrics
Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Büffelledersportsitze, erster deutscher Rapper auf der Forbes-Liste
Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Was Vertrauen oder Liebe? Für mich zählt nur meine Countingmachine

Bitch, ich mach’ Rapmoney, schreib’ Verse im Ferienbungalow
Und feil’ sie aus wie’n Pascha an der Gun den Seriennummerncode
Der Boss macht schneller die Dollars als Rockefeller
Übertreiberzeilen von damals sind heute authentische Storyteller
Offizieller Gipfeltreff der besten der Raplyrik
Hab’n nur ’n Lächeln für die heftige Wackness vom Rest übrig
Ich mach’ Rapmoney wie Young Money, Cash Money
Weil die Lines auf den CDs ballern wie Pepjunkies
Als ich noch nicht am Start war vor paar Jahr’n, da lief es noch seltsam
Der letzte Winter war kalt, doch da hielt mich der Pelz warm
Erinner’ mich an damals, als die Briefe noch gelb war’n
Heut ist deutscher Rap für mich ein riesiger Geldhahn
Jede Nacht heb’ ich ab von ’nem anderen Airport
Im besten Fall bringt dich dein Tank bis nach Herford
Du kennst mich - SC, der Kanak mit der Attitude
Rapmoney, was würdest du an meiner Stelle tun?

Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Büffelledersportsitze, erster deutscher Rapper auf der Forbes-Liste
Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Was Vertrauen oder Liebe? Für mich zählt nur meine Countingmachine

Bitch, ich mach’ Rapmoney! Jetzt werfen verknallte Groupies G-Strings
Doch die werden abgehalten, so wie Alpha-Music-Meetings
Kid, ich baller’ durch dein Hirn, bis der Asphalt ganz blutverschmiert ist
Denn so’n Shit hilft mir dem Alltag zu entflieh’n, Bitch!
Ihr seid von Selbstzweifeln hart getroffen
Ich nicht, denn im Hotel einfach abends nochmal schnell ein paar Parts zu droppen fällt leicht wie Arjen Robben
Ich pack’ Geld ein und fahre shoppen, hol’ aus Schaufenstern Klunker
Schieß’ per Kalash in die Luft und hol’ paar Cloudrapper runter
You might also like
Damals sagte jeder: „Die Prollschiene ist wack.“
Doch heute leb’ ich als hätt’ ich ’ne Goldmine entdeckt
Nie wieder Tage zähl’n, wie lang man mit Brot auskommt
Nie wieder deal’n auf der Wiese vor der Hochhausfront
Nehm’ die Knarre und eröffne das Feuer auf deine Clique
Will ein Flugzeug kaufen und mein Steuerberater nickt
Feste Bindung’n halten bei mir zwischen zwei und fünf Werktagen
Rapmoney - ich will meine Scheine zu ’nem Berg stapeln

Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Büffelledersportsitze, erster deutscher Rapper auf der Forbes-Liste
Bitch, ich mach’ Rapmoney!
40k für ’nen Livegig, Brillis für die Sidechicks
Bitch, ich mach’ Rapmoney!
Was Vertrauen oder Liebe? Für mich zählt nur meine Countingmachine1Embed"
