artist,song,release_date_for_display,language,stats,release_date_components,full_title,song_id,lyrics
RIN,OFFLINE,"April 28, 2023",de,"{'unreviewed_annotations': 1, 'hot': False}","{'year': 2023, 'month': 4, 'day': 28}",OFFLINE by RIN,9014371,"8 ContributorsOFFLINE Lyrics

(This—)

Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Gar kein'n Empfang, ja
Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Deshalb bleibst du mit mir wach

Ich fühle, wie die Hälfte fehlt
Immer, wenn wir beide getrennt sind, ah-ah
Ich fühle, wie die Hälfte fehlt
Immer, wenn wir beidе verletzt sind, ah-ah
Und deshalb blеibe ich die Nächte wach
Warte auf den Herzinfarkt, ahh, ah
Deine Eltern sagen: „Lächel mal“
Genauso wie beim letzten Mal, ahh, ah
Und immer, wenn der Mond an sei'm Platz ist
Dreh'n wir uns im Kreis, doch unser Raum ist quadratisch
In 'nem andern Leben wär'n wir beide sympathisch
Die Scherben, die wir lassen, wär'n woanders 'ne Nachricht
Hab'n wir die Prinzipien verraten?
Geben wir uns beide geschlagen?
Wahre Liebe gibt es nicht gratis
Die verdorbenen Äpfel im Garten
You might also like
Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Gar kein'n Empfang, ja
Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Deshalb bleibst du mit mir wach
Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Gar kein'n Empfang, ja
Du willst mich immer offline seh'n
Dass ich bei dir bleib' Tag und Nacht
Ich glaub', im Himmel gibt es leider auch kein'n Empfang
Deshalb bleibst du mit mir wach

Du willst mich immer offline seh'n, o-o-offline seh'n
Du-du-du willst mich immer offline seh'n
Deshalb bleibst du mit mir wachEmbed"
RIN,Commitment Issues,"July 15, 2022",de,"{'unreviewed_annotations': 5, 'hot': False, 'pageviews': 13721}","{'year': 2022, 'month': 7, 'day': 15}",Commitment Issues by RIN,8074387,"11 ContributorsCommitment Issues Lyrics

(This is the world that you know)

Commitment-Issues tief in meinem Herzen drin
Ich würd dir gerne sagen, wie Ich fühle, wenn ich ehrlich bin
Bleibe gerne draußen und ich hasse, wenn wir streiten
Ich bin schnell genervt und deshalb bist du oft alleine
Scheiß' auf deinen Ex, pack' dein Herz in mein Gepäck
Baby, bitte frag mich nie mehr wieder nach meinem Geschäft
Warum ich gestresst bin? Insomnia seit gestern
Trage 'ne Kapuze, hol' dich ab aus deiner Festung

Mach' dich zur Prinzessin, hol' dich ab im AMG
Du müsstest wissen, meine Welt und deine Welt sind parallel
Guck aus deinem Fenster durch die Scheibe von dem Benzer
Baby, gib mir deine Hand, ich pack' sie heute an mein Lenkrad
Der Regen prallt in Perlen von der Jacke
Deine Eltern fragen nie mehr wieder, was ich grade mache
Weinrote Tropfen in der Tasse
Früher hielten sie mich auf und heute halten sie die Tasche
„Sehr, sehr coole neue Karre“, sagt der Nachbar
Früher meinte er, ich lande in der Klapse
Egal, heute steht er grad auf der Matte
Meinte letztens, er hätt gerne Tickets für die nächste Halle
You might also like
Commitment-Issues tief in meinem Herzen drin
Ich würd dir gerne sagen, wie Ich fühle, wenn ich ehrlich bin
Bleibe gerne draußen und ich hasse, wenn wir streiten
Ich bin schnell genervt und deshalb bist du oft alleine
Scheiß' auf deinen Ex, pack' dein Herz in mein Gepäck
Baby, bitte frag mich nie mehr wieder nach meinem Geschäft
Warum ich gestresst bin? Insomnia seit gestern
Trage 'ne Kapuze, hol' dich ab aus deiner Festung4Embed"
RIN,Lola rennt,"July 15, 2022",de,"{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 5517}","{'year': 2022, 'month': 7, 'day': 15}",Lola rennt by RIN,8135367,"10 ContributorsLola rennt Lyrics

(This—)

Ein Gewitter in dei'm Kopf drin
Träume, wenn wir wach sind
Von allen Zeigern dreh'n wir weg
Meld dich, wenn du aus dem Loch bist
Mach mir keine Hoffnung
Steck deine Nadel in mein Herz
Meld dich gerne, wenn du raus willst
Ich meld' mich, wenn ich's auch will
Doch bis dahin teil' ich Schmerz
Achte auf dich, wenn wir rausgeh'n
Sonst kommst du nicht nach Hause
Hoff', dass die Nachbarn sich beschwer'n

An deinen Spiegel baumeln Würfel, die pink sind
Ich frag' mich immer noch, warum du nur mich willst
Kleine Narben machen große Geschichten
Du kannst dich nicht mal an das Schlimmste erinnern
Mein Gott, ich seh' dich brechen in dei'm Zimmer so wie Rue
Irgendwie sind wir doch alle nur verletzt und nennen's Crew
Wer kann uns helfen? Ich glaub', die hab'n alle viel zu tun, ja
Viel zu tun, ja
You might also like
Ein Gewitter in dei'm Kopf drin
Träume, wenn wir wach sind
Von allen Zeigern dreh'n wir weg
Meld dich, wenn du aus dem Loch bist
Mach mir keine Hoffnung
Steck deine Nadel in mein Herz
Meld dich gerne, wenn du raus willst
Ich meld' mich, wenn ich's auch will
Doch bis dahin teil' ich Schmerz
Achte auf dich, wenn wir rausgeh'n
Sonst kommst du nicht nach Hause
Hoff', dass die Nachbarn sich beschwer'n

Ja, ja, okay
Keiner weiß, wie weh es tut
Ich finde viel, doch wenig gut
Ja, ja, okay
Seh' durch die Augen die Seele gut
Und dass du Tränen im Regen suchst
Ich sammel' Meilen und wir beide sammeln Karma
Ich hab' kein'n Platz im Herz für all dieses Gelaber
Das ist der letzte Akt in unserem Theater, na-na-na-na-na

Ein Gewitter in dei'm Kopf drin
Träume, wenn wir wach sind
Von allen Zeigern dreh'n wir weg
Meld dich, wenn du aus dem Loch bist
Mach mir keine Hoffnung
Steck deine Nadel in mein Herz
Meld dich gerne, wenn du raus willst
Ich meld' mich, wenn ich's auch will
Doch bis dahin teil' ich Schmerz
Achte auf dich, wenn wir rausgeh'n
Sonst kommst du nicht nach Hause
Hoff', dass die Nachbarn sich beschwer'nEmbed"
RIN,Valhalla,"January 7, 2020",sv,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 15709}","{'year': 2020, 'month': 1, 'day': 7}",Valhalla by Ringnes-Ronny,5154904,"6 ContributorsValhalla Lyrics
Några vill till himmelen, o några vill ha fred
Några vill föds på ny, ett liv de aldrig har levt
Nån går rakt till helvetet, för att va en jävla skit
En ting kan jag lova er, jag ska inte dit

För jag vill till Valhalla
Valhalla, när jag dör
Ta mig till Valhalla, när de hela är ö'er
Höj ditt glas, inget mas, bara evighet i kalas
Jag vill till Valhalla, Valhalla, när jag dör

Höj ditt glas, inget mas, bara evighet i kalas
Jag vill till Valhalla, Valhalla när jag dör

Alla kan ju fråga sig, men ingen kan förstå
När du stänger ögonen, vart kan vägen gå?
Men när min tid kommer, så ska jag skratta mer
För jag ska inte lugna mig, jag ska festa mer

För jag vill till Valhalla
Valhalla, när jag dör
Ta mig till Valhalla, när de hela är ö'er
Höj ditt glas, inget mas, bara evighet i kalas
Jag vill till Valhalla, Valhalla, när jag dör
You might also like
Höj ditt glas, inget mas, bara evighet i kalas
Jag vill till Valhalla, Valhalla, när jag dör

Jag vill till Valhalla, Valhalla, när jag dör
Ta mig till Valhalla, när de hela är ö'er
Höj ditt glas, inget mas, bara evighet i kalas
Jag vill till Valhalla, Valhalla, när jag dör

Jag vill till Valhalla, Valhalla när jag dörEmbed"
RIN,Trance,"December 24, 2021",de,"{'unreviewed_annotations': 0, 'hot': False}","{'year': 2021, 'month': 12, 'day': 24}",Trance by RIN,7459898,"7 ContributorsTrance Lyrics

(This is the world that you know)

Ich frag' mich, komm' ich jemals raus? (Woah)
Seit dem Tag, an dem ich fliege, fühle ich mich down (Ich mich down)
Ich finde keine Ruhe in meinem Haus
Zwischen Dunkelheit und dem Applaus (Okay)
Sag mir nicht, dass es vorbeigeht, ich hör' dich nur ganz leise (Ja)
Seitdem ich nie Zeit hab', fühl' ich mich immer einsam (Okay)
Und wo bist du? Und wo bist du?
Sag, wo bist du? Ahh-ah-ah
Uhh-woah, ah-ah-ah-ah
Uhh-woah, oh-oh (Ja, ah, okay)

Ich schrieb nicht aus Liebe, ich schrieb nicht aus Hass, ich schrieb aus der Not (Oh, Junge)
Denn wäre aus mir nichts geworden, dann hätten die Eltern kein Brot (Niemals)
Zwischen Perspektivlosigkeit meiner Gegend und ei'm Bauch voller Angst (Angst)
Hab' ich mithilfe all meiner Leute noch alles geschafft
Jetzt fahr' ich die gleichen Straßen hoch mit Koffer voll Geld
Jetzt bin ich gestresst und sehe die Welt durch meinen Benz
Ja, ich erzähl' dir von den Klischees, als wäre ich Drake
Doch die Medaille hat Seiten, die Leute meist leider nicht seh'n
You might also like
Ich frag' mich, komm' ich jemals raus?
Seit dem Tag, an dem ich fliege, fühle ich mich down
Ich finde keine Ruhe in meinem Haus
Zwischen Dunkelheit und dem Applaus
Sag mir nicht, dass es vorbeigeht
Ich hör' dich nur ganz leise
Doch seitdem ich nie Zeit hab'
Fühle ich mich immer einsam (Okay)

Ich frag' mich, komm' ich jemals raus? (Oh, Junge!)
Seit dem Tag, an dem ich fliege, fühle ich mich down (Ich mich down)
Ich finde keine Ruhe in meinem Haus
Zwischen Dunkelheit und dem Applaus (Okay)
Sag mir nicht, dass es vorbeigeht, ich hör' dich nur ganz leise (Ja)
Seitdem ich nie Zeit hab', fühl' ich mich immer einsam (Okay)
Und wo bist du? Und wo bist du?
Sag, wo bist du? Ahh-ah-ahEmbed"
RIN,G.O.A.T.,"December 10, 2021",de,"{'unreviewed_annotations': 3, 'hot': False}","{'year': 2021, 'month': 12, 'day': 10}",G.O.A.T. by RIN,7471953,"7 ContributorsG.O.A.T. Lyrics

Ah-ah-ah, ah-ah-ah-ah
Uh-uh-uh-uh
Ja, ja, okay!

Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen haben
Solang ich's voll mit mein'n Freunden habe
Ich geh' heim wie Kid Rock, brauche schnell ein'n Pitstop
Sorry, wurd kein Arzt, Mum, doch mach' mein Geld mit Hip-Hop
Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen habеn
Solang ich's voll mit mein'n Freunden habе
Big, doch treff' wie Point-Guards, Ljubav in ganz Deutschland
Für jeden guten Menschen traf ich tausend Leugner

Ich wollte nicht, dass sie an Zäunen warten
Ich wollte, dass sie daran Freude haben
Ich wollte, dass wir alle Beute haben
Nicht, dass wir alle auf den Teufel warten
Dass die Zukunft gesaved ist
Nicht jeder Stress hat und fame ist
Nicht, dass es gießt, wenn es regnet
Nicht, dass es brennt in der Seele
Ich wollte, dass wir alle Geld zähl'n
Ich wollt die Welt aus einem Benz seh'n
Ich wollt die Marketing-Campaigns
Auf dem Beat geh' ich Rampage
Hotel-Frühstück mit Pancakes
Kann den Scheiß nicht mehr ernst nehm'n
Ich will nie mehr wieder fernseh'n
In jungen Jahren hatt ich Fernweh
You might also like
Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen haben
Solang ich's voll mit mein'n Freunden habe
Ich geh' heim wie Kid Rock, brauche schnell ein'n Pitstop
Sorry, wurd kein Arzt, Mum, doch mach' mein Geld mit Hip-Hop
Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen haben
Solang ich's voll mit mein'n Freunden habe
Big, doch treff' wie Point-Guards, Ljubav in ganz Deutschland
Für jeden guten Menschen traf ich tausend Leugner

Ich wollte nicht, dass jemand Schmerz hat
Ich wollte nicht, dass du es schwer hast
Ich wollte nicht, dass du im Meer landest
Ein Team wie Henry und Bergkamp
Nicht, dass Mama gestresst ist
Nicht, dass Mama verletzt ist
Nach all den tausenden Pleiten
Dacht ich, dass es das Geld ist
Ich wollte, dass wir nie mehr Bahn fahr'n
Viele Kinder meinen Namen tragen
Mehr Autos als eine Kartbahn
Nicht, dass sie uns kenn'n wie Nardwuar
Das Essen teurer wie 'ne BahnCard
Kaffee besser als bei Starbucks
Mein Feuer brennt nicht auf Sparflamme
Ich hoff', es hält so wie Klarlack
Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen haben
Solang ich's voll mit mein'n Freunden habe
Ich geh' heim wie Kid Rock, brauche schnell ein'n Pitstop
Sorry, wurd kein Arzt, Mum, doch mach' mein Geld mit Hip-Hop
Ich wollt da lang, wo die Träume warten
Du kannst alle deine Leute fragen
Ein Auto, wie es sonst die Deutschen haben
Solang ich's voll mit mein'n Freunden habe
Big, doch treff' wie Point-Guards, Ljubav in ganz Deutschland
Für jeden guten Menschen traf ich tausend LeugnerEmbed"
RIN,Athen,"October 29, 2021",de,"{'unreviewed_annotations': 1, 'hot': False}","{'year': 2021, 'month': 10, 'day': 29}",Athen by RIN (Ft. Schmyt),7311360,"12 ContributorsAthen Lyrics

Wo hast du gepennt, als ich weg war?
Sag, wohin du gehst, wenn du schläfst
Du bist bleich wie der Mond vor dem Fenster
Pass auf dich auf, denn Träume sind tief (Okay)

Wo warst du, als ich weg war? (Ja)
Wohin irrt dein Herz, wenn du schläfst? (Wohin irrt dein Herz?)
Leider nur Kopien, nur ein Back-up (Auf geht's!)
Geh nicht verlor'n im Bild von Monet (Oh, Junge)

Uptown, wo du mich triffst
Zwischen Missgunst, Mattlack und Blitzlicht
Heb' ich Geld von der Bank, mein' ich Lifting (Woah, woah, woah)
Erzeug' ein Beben, Bro, da hilft dir auch kein Gimbal (Okay)
Tiptoeing (Tip), Prada Bowling (Oh)
Niemals tot so wie David Bowie (Wouh)
Sag' es heute allen Homies (Ja)
Wir sind down (Down, down, down, ey)
Zwanzig Zoll (Wouh), Aluminium (Ja)
Fahre nachts durch die Siedlung (Ey)
Raumdesign, großes Kino
Shirt, es steckt in der Chinos
You might also like
Wo hast du gepennt, als ich weg war?
Sag, wohin du gehst, wenn du schläfst
Du bist bleich wie der Mond vor dem Fenster
Pass auf dich auf, denn Träume sind tief (Okay)

Wo warst du, als ich weg war? (Ja)
Wohin irrt dein Herz, wenn du schläfst? (Wohin irrt dein Herz?)
Leider nur Kopien, nur ein Back-up (Auf geht's!)
Geh nicht verlor'n im Bild von Monet (Oh, Junge)

Du weißt, im Weltraum fliegt kein Schall (Phew), Le mobile
Leg's auf die Zunge, treff mich auf der ISS, ich flieg' vorbei
Drei Zacken bilden ein Emblem, auf welches deine Freunde steh'n
Der Innenraum erstrahlt in Beige (Ja, ja)

Und der Himmel blutet grau
Ich nehm' dich mit, Tempo tausend
Schütte dein Herz aus, ich trink' es aus
Geh nicht verlor'n, Tempo tausend (Okay)

Wo warst du als ich weg war? (Ja)
Wohin irrt dein Herz wenn du schläfst? (Wohin irrt dein Herz?)
Leider nur Kopien, nur ein Back-up
Geh nicht verloren im Bild von Monet (Okay)
Wohin irrt dein Herz?Embed"
RIN,Eye of The Tiger,"October 29, 2021",de,"{'unreviewed_annotations': 4, 'hot': False}","{'year': 2021, 'month': 10, 'day': 29}",Eye of The Tiger by RIN,7311357,"12 ContributorsEye of The Tiger Lyrics

Ja

Komm mit auf das Dach
Zeig' dir, wo wir landen
Heut zählt deine Kraft
Wie bei Eye of the Tiger
Ich bin heut dein Mann
Du weißt, was ich meine
Ich weiß, dass ich's schaff
Wie bei Eye of the Tiger

Wir gemeinsam
Im Alleingang
Du willst Hass und ich mach' dir den Heiler
Jeden Freitag hörst du nur die gleichen Songs
Bist an dei'm Fenster und du wartest, bis er kommt
Doch ich sag' dir, dass er bei dir niemals klopft
Du hast keine Angst vor Feuer, denn du glaubst nicht mehr an Gott

Ich sag' dir: „Du brauchst Wasser“, doch du willst nicht, dass es tropft
Deine Seele in der Schüssel und ich halte deinen Kopf
„In My Room“ von Frank Ocean, doch wir beide sind grad lost
You might also like
Komm mit auf das Dach
Zeig' dir, wo wir landen
Heut zählt deine Kraft
Wie bei Eye of the Tiger
Ich bin heut dein Mann
Du weißt, was ich meine
Ich weiß, dass ich's schaff
Wie bei Eye of the Tiger

Nimm mein'n Dreizack
Lass uns scheitern
Du willst komm'n, doch du willst deinen Beifall
Du bist am Kasten, doch du kriegst nie wieder Post
In deiner Welt tanzt du nie mehr Milly Rock
Irgendwann bist du alt, an einem Stock
Seh' kein Herz unter dei'm Top, doch ein'n vollen Warenkorb

Ich sag' dir: „Du brauchst Wasser“, doch du willst nicht, dass es tropft
Deine Seele in der Schüssel und ich halte deinen Kopf
„In My Room“ von Frank Ocean, doch wir beide sind grad lost

Komm mit auf das Dach
Zeig' dir, wo wir landen
Heut zählt deine Kraft
Wie bei Eye of the Tiger
Ich bin heut dein Mann
Du weißt, was ich meine
Ich weiß, dass ich's schaff
Wie bei Eye of the Tiger2Embed"
RIN,5 Star Stunna,"October 29, 2021",de,"{'unreviewed_annotations': 0, 'hot': False}","{'year': 2021, 'month': 10, 'day': 29}",5 Star Stunna by RIN,7311359,"15 Contributors5 Star Stunna Lyrics

Auf geht's!

2-0-15 so viel Platin (Platin)
Shoutout Brown Shotta (Brown Shotta)
Hol' die Witze aus der Kammer (Oh, Junge)
Drip too hard so wie Gunna (Ey)
5 * Stunna (5 *)
Sag mir deinen Namen, sag mir, wo kommst du her? (Wo kommst du her?)
Beta und Gamma (Beta, Gamma)
Zeig mir deine Freunde und ich ich zeig' dir mehr (Auf geht's)

Weg mit altem, habe neues Geld (Neues Geld)
Recorde in 'nem Haus am Meer (Strand)
Die 808 zerstört die Welt (Woom)
Bis sich deine Nachbarn heute beschwer'n (Oh, Junge)
2-21, Mo Bamba (Ey)
Ich lass' sie tanzen – Cucaracha
Hab' den Midas-Touch, ich sammel' Vintage und das deutsche Para (Para)
Ob ich grade hier der Beste bin? Frag Brüder, sagen: „Wallah“ (G.O.A.T.)

Suchst nur die Nacht, voller Gewalt? (Voller Gewalt?)
Rauch in meiner Lunge macht das Atmen schwer (Auf geht's!)
You might also like
2-0-15 so viel Platin (Platin)
Shoutout Brown Shotta (Shotta)
Hol' die Witze aus der Kammer (Oh, Junge)
Drip too hard so wie Gunna (Auf geht's!)
5 * Stunna (5 *)
Sag mir deinen Namen, sag mir, wo kommst du her? (Wo kommst du her?)
Beta und Gamma (Beta, Gamma)
Zeig mir deine Freunde und ich ich zeig' dir mehr (Wuh)Embed"
RIN,Yugo,"October 29, 2021",de,"{'unreviewed_annotations': 1, 'hot': False}","{'year': 2021, 'month': 10, 'day': 29}",Yugo by RIN,7311356,"10 ContributorsYugo Lyrics

South-Side-Stories
Kleinstadt

Baby, sag mir, spürst du die Compression?
Rede von der Hardware, mein' ich Ketten
Tausche Lebenszeit in Zigaretten
Hoffe, niemand wird's im Himmel petzen
Solang mich heute meine Füße tragen
Fahr' ich ein, zwei deutsche Wagen
Sammel' ständig Blicke, wenn ich parke
Ich will nie mehr an der Haltestelle warten

Drum sag mir nicht, was du grad suchst
Zeig mir, was hast du gefunden?
Lauf ein'n km in mein'n Schuh'n
Wir bleiben im Süden verbunden

Niemand kann mich heut so hassen, wie ich's grade selbst mach'
Ich muss nie mehr lügen, wenn ich über's Leben rappe
Was ich früher in der Woche aß, das zahl' ich für mein'n Stellplatz
Deshalb keine Steine mehr, nur Kreuz an meiner Kette
Felgen glänzen in das helle Blaulicht
Sie halten mich an, weil ich nicht so ausseh'
Wie ich eigentlich in ihr'n Augen sollte
Heute ist mein Aschenbecher Zeuge
Dass meine Leute und die ganze Gegend
Eigentlich nicht in ihr'm Leben leben
Mann, bitte gib dir für die Seele
Schäm' mich, hab' ich so lang nicht gebetet
You might also like
Drum sag mir nicht, wer dich verflucht
Hast du die Lösung gefunden?
Sag, lass es nicht bei 'nem Versuch
Nutze die Gunst dieser Stunde

Sonne scheint, doch Leute werden kälter
Meine Eltern werden immer älter
Sag mir, was hat sich vom Geld verändert?
Der Moment hält ewig durch die Pentax
Damals wollt ich immer in die Zeitschrift
Heute weiß ich, dass es nicht so geil ist
256 MB Speicher
Doch irgendwie wird alles nicht mehr leichter
T-Shirt-Ärmel fallen über Schultern
Geh' mit Leuten essen wie ein Sultan
Fahr' vorbei mit hundert km/h im Cullmann
Das Herz gepanzert wie ein Pullman

Warum willst du, dass ich lose?
Sag mir, was du für ein Grund hast
Du stichst in mich rein wie Tattoos
Zeig mir, was du in dei'm Mund hastEmbed"
